,tout,m,gas,q,dt
156,-2.108333333,5.0781687060000005,265307.5235,-189090.30761145052,-8.865696360000001
157,-2.016666667,4.578521059,227651.6399,-173216.8570967385,-9.007735969999999
158,-1.925,5.4889106839999995,275024.2527,-214361.90947149452,-9.29848431
159,-1.8333333330000001,5.485336856,280585.0108,-208669.29377293063,-9.057450160000002
160,-1.7416666669999998,4.834110354999999,240082.7081,-184447.35662623978,-9.08461621
161,-1.65,5.045691644000001,246628.3836,-201364.22097050116,-9.501940570000002
162,-1.5583333330000002,5.110541680000001,263355.0312,-205528.63129712938,-9.575381919999998
163,-1.466666667,5.50259563,286799.6035,-220227.46335136614,-9.529159299999996
164,-1.375,4.871499373999999,252269.5131,-190412.69456890173,-9.30644805
165,-1.283333333,4.607150704,238798.4083,-182023.58682241617,-9.406887689999998
166,-1.191666667,4.832760026,246997.6748,-194984.23621263515,-9.606274239999998
167,-1.1,5.075438470000001,257549.8636,-207134.82911333887,-9.71695682
168,-1.1,5.418661556,282589.5206,-220925.30919284263,-9.70742748
169,-1.1,5.163447839,261974.4308,-202706.15323495242,-9.34712063
170,-1.1,5.027348014000001,252770.3243,-202256.18951761143,-9.578854589999999
171,-1.1,5.044571608999999,269584.6351,-198418.09907855562,-9.364998299999996
172,-1.1,4.889940182999999,245061.7626,-196101.2973787082,-9.548334609999998
173,-1.1,5.434560245,268828.3767,-222130.78952334388,-9.731842290000003
174,-1.1,5.783839634,285241.7735,-235605.63608644318,-9.698847749999999
175,-1.1,5.524438869,296524.4685,-215601.23261591577,-9.292097900000002
176,-1.1,5.036245344999999,252147.318,-194164.7896831305,-9.179400260000001
177,-1.1,5.597139462,278316.6322,-217748.0645767318,-9.262727439999999
178,-1.1,5.462779017,288792.7112,-204612.42426693725,-8.918033059999999
179,-1.1,5.711623702999999,262328.2117,-215498.55470380603,-8.98329133
180,-1.1,4.885443434,243632.21399999998,-191092.29685906725,-9.313006389999998
181,-1.1,5.806648626000001,286902.4059,-231404.95074355512,-9.488505400000001
182,-1.1,5.239586612,271463.3959,-208552.47864071574,-9.476959870000002
183,-1.1,5.492906399000001,282033.3911,-214367.0696662423,-9.291943969999998
184,-1.1,5.819299431,273132.36600000004,-225201.83199777536,-9.21407885
185,-1.1,5.088115675999999,261147.4001,-197900.36335559047,-9.260625570000002
186,-1.1,5.293462794,260423.9516,-208694.53894799654,-9.386894339999998
187,-1.1,5.9291195120000015,298188.003,-234624.61484910818,-9.421804270000003
188,-1.1,5.397315257,267571.13800000004,-210212.64378672498,-9.273245510000002
189,-1.1,5.765522064000001,294332.3775,-220137.77032455165,-9.090894849999998
190,-1.1,5.942114358999999,284351.9008,-225292.6561210901,-9.027276380000004
191,-1.1,5.512777344,268504.7405,-208842.40857712633,-9.019842429999997
192,-1.1,7.4337503090000006,367464.045,-293704.22555013746,-9.407038790000001
193,-1.1,6.421410385000001,315037.3004,-255537.20252007234,-9.4748953
194,-1.1,7.425681195,360528.2754,-297233.47865969164,-9.53042206
195,-1.1,6.3769598499999995,312048.4872,-253155.81936067916,-9.452026750000002
196,-1.1,7.148820425,361226.61799999996,-283348.17328806454,-9.43706049
197,-1.1,7.135716372000001,348914.8609,-270592.4065231208,-9.028773020000003
198,-1.1,6.528474141000001,309924.5238,-250547.73405028117,-9.137544409999997
199,-1.1,6.6694816480000005,319892.6466,-264700.29806548636,-9.449592010000003
200,-1.1,7.033728655,360586.849,-273800.7632487176,-9.268292979999998
201,-1.1,7.1079612889999995,348826.2427,-266252.28256871883,-8.91864742
202,-1.1,7.186373234,344639.4828,-268195.2074582664,-8.88570628
203,-1.1,6.642958285000001,308135.5239,-254414.76490963445,-9.118669939999997
204,-1.15,6.46827718,315252.0573,-252881.30580426592,-9.308480920000001
205,-1.2,6.985067612,346408.3156,-270828.4143180916,-9.231543539999997
206,-1.25,7.054508549,339748.279,-263189.52693733654,-8.882854510000001
207,-1.3,6.319655449,296510.5812,-236463.5737037875,-8.908848169999999
208,-1.35,7.092340491000001,338041.3775,-270886.7968514448,-9.093874790000001
209,-1.4,6.267796375,297678.5217,-238411.7853289733,-9.05656588
210,-1.45,6.428903024,309264.5583,-249079.54014638785,-9.224692330000003
211,-1.5,6.955452011,345092.5382,-267985.910340376,-9.173547460000002
212,-1.55,6.785524077000001,329945.0264,-254915.1940836125,-8.944643499999998
213,-1.6,6.985138899,336872.8143,-253444.1136966206,-8.638888569999999
214,-1.65,6.893193718999999,328359.5075,-246085.84873681687,-8.499959689999997
215,-1.7,6.187262409000001,283535.3814,-226653.4677089411,-8.72196907
216,-1.7416666669999998,5.719775679,291022.6202,-210930.20162095616,-8.780322759999997
217,-1.783333333,6.877146382,311968.6158,-251008.32182063072,-8.690215799999997
218,-1.825,6.250187243999999,318662.4827,-217229.69116053937,-8.275168890000003
219,-1.8666666669999998,5.662669407999999,265374.3352,-192952.8696555032,-8.112986319999997
