,Unnamed: 0,z0,tout,s,i,t1,t2,sp0,m,rh
7000,7000,19.3899210515,-1.99166666667,42.1666666667,1154.00428519,19.3899210515,20.9398042025,20.94,1.16736017976,19793.0701213
7001,7001,19.3927103435,-1.95,46.0,1154.00428519,19.3927103435,20.9397769177,20.94,1.16736017976,19792.7629516
7002,7002,19.3953254498,-1.90833333333,59.1666666667,1154.00428519,19.3953254498,20.9398654346,20.94,1.16736017976,19792.5136558
7003,7003,19.3975369226,-1.86666666667,72.3333333333,1154.00428519,19.3975369226,20.9398470607,20.94,1.16736017976,19792.3012624
7004,7004,19.3996405408,-1.825,85.5,1154.00428519,19.3996405408,20.9398671374,20.94,1.16736017976,19792.1272017
7005,7005,19.4025713783,-1.78333333333,98.6666666667,1154.00428519,19.4025713783,20.9398442499,20.94,1.16736017976,19792.0330753
7006,7006,19.4058141478,-1.74166666667,111.833333333,1154.00428519,19.4058141478,20.9398221761,20.94,1.16736017976,19792.4593061
7007,7007,19.4087394219,-1.7,125.0,1154.00428519,19.4087394219,20.9398004799,20.94,1.16736017976,19791.6777182
7008,7008,19.4068154888,-1.60833333333,138.166666667,923.20342815,19.4068154888,20.5247979354,20.46,1.16736017976,19789.9162413
7009,7009,19.4056908248,-1.51666666667,151.333333333,923.20342815,19.4056908248,20.4610152222,20.46,1.16736017976,19790.8016533
7010,7010,19.4068808431,-1.425,164.5,923.20342815,19.4068808431,20.4599556628,20.46,1.16736017976,19794.4683404
7011,7011,19.4105179049,-1.33333333333,177.666666667,923.20342815,19.4105179049,20.4598534471,20.46,1.16736017976,19791.7042212
7012,7012,19.4167537699,-1.24166666667,190.833333333,923.20342815,19.4167537699,20.4597931893,20.46,1.16736017976,19791.3733289
7013,7013,19.424372793,-1.15,204.0,923.20342815,19.424372793,20.4597762105,20.46,1.16736017976,19791.4555289
7014,7014,19.4325077533,-1.05833333333,219.166666667,923.20342815,19.4325077533,20.4597584249,20.46,1.16736017976,19791.269306
7015,7015,19.4409947869,-0.966666666667,234.333333333,923.20342815,19.4409947869,20.4597532099,20.46,1.16736017976,19791.0459771
7016,7016,19.4499263759,-0.875,249.5,923.20342815,19.4499263759,20.4598291914,20.46,1.16736017976,19790.9347766
7017,7017,19.4605182781,-0.783333333333,264.666666667,923.20342815,19.4605182781,20.4598138721,20.46,1.16736017976,19790.7782787
7018,7018,19.4719930023,-0.691666666667,279.833333333,923.20342815,19.4719930023,20.4599316893,20.46,1.16736017976,19790.5680205
7019,7019,19.48376833,-0.6,295.0,923.20342815,19.48376833,20.4599258842,20.46,1.16736017976,19790.4115727
7020,7020,19.493712432,-0.55,310.166666667,923.20342815,19.493712432,20.2664155562,20.26,1.16736017976,19790.5172793
7021,7021,19.5016583088,-0.5,325.333333333,923.20342815,19.5016583088,20.2601597596,20.26,1.16736017976,19787.3562874
7022,7022,19.5081774866,-0.45,340.5,923.20342815,19.5081774866,20.2598797923,20.26,1.16736017976,19791.5547636
7023,7023,19.5142566391,-0.4,355.666666667,923.20342815,19.5142566391,20.2598876449,20.26,1.16736017976,19788.3129104
7024,7024,19.5202952037,-0.35,370.833333333,923.20342815,19.5202952037,20.2599151515,20.26,1.16736017976,19788.3285604
7025,7025,19.5264160794,-0.3,386.0,923.20342815,19.5264160794,20.2599115087,20.26,1.16736017976,19787.8745446
7026,7026,19.5322362273,-0.25,389.5,923.20342815,19.5322362273,20.2599067556,20.26,1.16736017976,19787.5046949
7027,7027,19.5375451321,-0.2,393.0,923.20342815,19.5375451321,20.2599015506,20.26,1.16736017976,19787.1821846
7028,7028,19.54241599,-0.15,396.5,923.20342815,19.54241599,20.2598958432,20.26,1.16736017976,19786.7679271
7029,7029,19.5469907272,-0.1,400.0,923.20342815,19.5469907272,20.2598896415,20.26,1.16736017976,19786.4605025
7030,7030,19.5513674898,-0.05,403.5,923.20342815,19.5513674898,20.2598829634,20.26,1.16736017976,19786.1679306
7031,7031,19.5555918292,0.0,407.0,923.20342815,19.5555918292,20.2598906137,20.26,1.16736017976,19785.890357
7032,7032,19.5521311775,0.0916666666667,410.5,577.002142594,19.5521311775,20.6481292212,20.64,1.16736017976,19785.7933225
