,tout,s,i,t1,t2,t3,t4,t5,sp0,m,rh
0,-2.29166666667,0.0,586.818269708,23.7685748274,23.7655238816,23.7603025524,23.762192852,21.5508905461,23.75,0.4629450529,8015.11712425
1,-1.78333333333,0.0,586.818269708,23.7501241484,23.7504475369,23.7532233533,23.7503379417,21.5084293109,23.75,0.4629450529,9399.65247695
2,-1.275,0.0,586.818269708,23.7505960128,23.7509571111,23.7506351311,23.7505123705,21.4625656891,23.75,0.4629450529,8821.59614103
3,-0.766666666667,0.0,586.818269708,23.7483968624,23.7484166098,23.7480664957,23.7504600176,21.430408643,23.75,0.4629450529,8944.50984568
4,-0.258333333333,0.0,586.818269708,23.747238815,23.7498515957,23.7491211609,23.7503918778,21.4122578364,23.75,0.4629450529,8993.22261191
5,0.25,0.0,586.818269708,23.7519806567,23.7509593865,23.7486850987,23.7495114582,21.4022841172,23.75,0.4629450529,9041.16624824
6,0.758333333333,0.0,586.818269708,23.747506201,23.7500254148,23.7493511832,23.7504545263,21.3966381889,23.75,0.4629450529,8993.53093881
7,1.26666666667,0.0,586.818269708,23.7500407213,23.7484710121,23.7497976905,23.7500517452,21.3942753382,23.75,0.4629450529,9135.19996485
8,1.775,0.0,586.818269708,23.7474305551,23.7507323049,23.7472040999,23.7494480005,21.3954211928,23.75,0.4629450529,9088.84332983
9,2.28333333333,0.0,586.818269708,23.7513095381,23.748833343,23.7490820317,23.7497699049,21.4003565972,23.75,0.4629450529,9135.60780866
10,2.79166666667,0.0,586.818269708,23.7511043678,23.7503979968,23.7507685131,23.7497985205,21.4090072929,23.75,0.4629450529,9089.34500159
11,3.3,0.0,586.818269708,23.7513447977,23.7501906168,23.7477384925,23.7502632699,21.4211811043,23.75,0.4629450529,9089.6032294
12,3.20833333333,0.0,586.818269708,23.9240268246,23.9269454791,23.9270698934,23.9304179329,21.4420945605,23.94,0.4629450529,10156.8085589
13,3.11666666667,0.0,586.818269708,23.9382794178,23.9389656679,23.9389384794,23.9399652581,21.4809058882,23.94,0.4629450529,9206.17836551
14,3.025,0.0,586.818269708,23.9416634973,23.9394915685,23.9409374687,23.9388330187,21.5240545756,23.94,0.4629450529,9697.68803757
15,2.93333333333,0.0,586.818269708,23.9391696856,23.9393994213,23.9416198411,23.9393442503,21.5589381491,23.94,0.4629450529,9600.82006881
16,2.84166666667,0.0,586.818269708,23.9416882056,23.9397759378,23.9406916844,23.93941211,21.5849937385,23.94,0.4629450529,9649.81852179
17,2.75,0.0,586.818269708,23.9427862206,23.9393054831,23.9377547842,23.9388033233,21.6061024263,23.94,0.4629450529,9649.83515087
18,2.65833333333,0.0,586.818269708,23.9390163995,23.941520862,23.9393133939,23.9403800882,21.6250029776,23.94,0.4629450529,9649.85435916
19,2.56666666667,0.0,586.818269708,23.9393729839,23.9391234408,23.9394592994,23.939960887,21.6423878,23.94,0.4629450529,9698.506516
20,2.475,0.0,586.818269708,23.9382654884,23.9390175084,23.9419837801,23.9406349297,21.6578883788,23.94,0.4629450529,9698.49846671
21,2.38333333333,0.0,586.818269708,23.940657184,23.93970334,23.9417176406,23.9391782129,21.6712950921,23.94,0.4629450529,9746.64054121
22,2.29166666667,0.0,586.818269708,23.9399971389,23.9393396441,23.9378937888,23.9391602658,21.6825524137,23.94,0.4629450529,9746.62490286
23,2.2,0.0,586.818269708,23.941914758,23.9419048286,23.9381522263,23.9399149555,21.6920027397,23.94,0.4629450529,9794.23643915
24,2.10833333333,0.0,586.818269708,23.9756339672,23.9790092806,23.9762140839,23.9771243867,21.7002387441,23.98,0.4629450529,10025.0239118
25,2.01666666667,0.0,586.818269708,23.9797446962,23.9809022976,23.980450173,23.9796636024,21.7095364202,23.98,0.4629450529,9888.33655708
26,1.925,0.0,586.818269708,23.9792588737,23.9795966254,23.9803679916,23.9803954974,21.7176832214,23.98,0.4629450529,10002.5963729
27,1.83333333333,0.0,586.818269708,23.9779941263,23.9818518631,23.9803992677,23.979915989,21.7225888347,23.98,0.4629450529,10025.3318592
28,1.74166666667,0.0,586.818269708,23.9784017417,23.9812295893,23.9790517908,23.9790802384,21.724409067,23.98,0.4629450529,10070.1727837
29,1.65,0.0,586.818269708,23.9801888998,23.9789153089,23.9787925116,23.9807649983,21.7240968697,23.98,0.4629450529,10114.5734958
30,1.55833333333,0.0,586.818269708,23.9822612112,23.9804678619,23.9799519772,23.9806972363,21.7226019124,23.98,0.4629450529,10158.571345
