,t41,t42,t43,t44,t45,t5
70,23.5305794266,23.5297055624,23.5297720843,23.5293809593,23.5296731804,22.3639851509
71,23.5306928043,23.5307723459,23.5307632125,23.5306288606,23.5296600293,22.3644613771
72,23.5295999331,23.5296070911,23.5314831423,23.5318672014,23.5296557831,22.3652722151
73,23.5313997597,23.5289772172,23.5316608655,23.530329681,23.5296526041,22.3671437407
74,23.5302947248,23.5285361774,23.5317393355,23.5309554523,23.5296503552,22.3699616564
75,23.5296388384,23.532406359,23.5312357345,23.5294620908,23.5296486057,22.3732590867
76,23.5295932215,23.5300967477,23.52962712,23.5317351371,23.5296469727,22.376598311
77,23.5293490003,23.5288795861,23.5298026142,23.5287417871,23.5296453943,22.37955601
78,23.5317418625,23.5302990733,23.5295130076,23.5305753148,23.529643955,22.3817788542
79,23.5305617204,23.5303577179,23.5300919636,23.5304500643,23.5296425408,22.383238244
80,23.738673819,23.7317456733,23.7398484917,23.7304196629,23.7409869342,22.3725675069
81,23.7499860025,23.7491811613,23.7495566859,23.7475464624,23.749123845,22.406843406
82,23.7511281066,23.7496548525,23.7508061856,23.7506171863,23.7506871163,22.4288702484
83,23.7504361634,23.7496657071,23.7499708862,23.7506729923,23.7497252473,22.4334507128
84,23.7501402718,23.7518489859,23.7514003694,23.7494822171,23.749676832,22.4300055063
85,23.7500719244,23.7506579832,23.7506988277,23.7519067419,23.7496710161,22.4261863894
86,23.7517956254,23.7507819111,23.7520399727,23.7502576702,23.749667055,22.4236136712
87,23.749571787,23.752230422,23.7505207232,23.752178229,23.74966413,22.4214083181
88,23.7509771491,23.7487965533,23.7511675462,23.7508773676,23.7496618146,22.4187240226
89,23.750124103,23.7494798469,23.7515248329,23.748447033,23.7496600135,22.4153996747
90,23.7500667876,23.7525764185,23.7498583658,23.7521397154,23.7496584469,22.4117603651
91,23.7497856451,23.7502094856,23.750940071,23.7528446462,23.7496570407,22.4081981465
92,23.2834084436,23.2826749513,23.280983478,23.285514155,23.2972993917,22.5136380525
93,23.2695710972,23.2687189321,23.2704075559,23.2728737946,23.2704228706,22.4667578344
94,23.2704916343,23.2690175636,23.2703935186,23.2700858007,23.2697301333,22.3836222571
95,23.2709440952,23.2710950229,23.2701849079,23.2686584727,23.2696207321,22.3198359606
96,23.2699847685,23.2725345528,23.2710584388,23.2691536039,23.2696435709,22.2870408445
97,23.2709111715,23.2706205094,23.2701060347,23.2684948873,23.2696487965,22.2723620033
98,23.2696124802,23.2707113065,23.2715487316,23.269497422,23.2696523972,22.2626405317
99,23.2693096029,23.2718041989,23.2715622735,23.2701230773,23.2696554351,22.2524373875
100,23.2715475946,23.2714710429,23.269821339,23.2704278946,23.26965798,22.2415728344
101,23.2715305933,23.2707707987,23.2716232284,23.2717952478,23.2696601037,22.2309580862
102,23.2693669301,23.2707407962,23.2710699094,23.2701736138,23.269661987,22.22096165
103,23.2697169178,23.2710677818,23.270922163,23.2699575392,23.2696636407,22.2113513859
104,23.3273541867,23.3247411493,23.3285213528,23.3248926063,23.3264428064,22.1890019451
105,23.3299533985,23.3300781877,23.3316925225,23.327819992,23.3294854942,22.1868193766
106,23.3314486562,23.3319719277,23.3315802631,23.3287428709,23.3296614361,22.1841494491
107,23.3306826694,23.3312649338,23.32974423,23.3295442333,23.3296844303,22.1773231159
108,23.3312670652,23.3295397281,23.3303040966,23.3315907576,23.3296842942,22.1669076768
109,23.3315881955,23.3323389126,23.330086928,23.3297073548,23.3296862694,22.1548640454
110,23.3317298177,23.3311133141,23.3315213934,23.3296442851,23.3296888022,22.1424789039
111,23.3318456944,23.3310468452,23.3315636956,23.3289696161,23.3296915995,22.1300240998
112,23.331367876,23.3323157899,23.3315130157,23.3304115923,23.3296944505,22.1174551442
113,23.3319801794,23.3309959227,23.3309089266,23.3300299759,23.3296973615,22.1048580819
114,23.3307571605,23.3317047609,23.3308440607,23.3305311333,23.3297002853,22.0922662463
115,23.3300199904,23.3306830982,23.3302418204,23.3305739936,23.3297031512,22.0796435967
116,23.2642279583,23.2649374083,23.2641896442,23.26580219,23.2630237335,22.0454105584
117,23.2593399164,23.2625155326,23.2610076249,23.2589005373,23.2604834233,22.0039459019
118,23.2611671125,23.2613838397,23.2619989478,23.2607073256,23.2602962527,21.9741400007
119,23.2594264238,23.2598232771,23.2602154249,23.2624867679,23.2603219463,21.9582649755
120,23.2597270184,23.2618057189,23.2605934847,23.2616893719,23.2600067868,21.9499434675
121,23.2606027379,23.2590565563,23.2597209242,23.2596579967,23.2609262187,21.9437516408
122,23.2607372898,23.2589426705,23.2602213194,23.2580640581,23.2603376789,21.9377897588
123,23.2601861096,23.2604848819,23.2593990104,23.2601094942,23.2595796001,21.9321632757
124,23.259635132,23.262073431,23.2605636082,23.2611899733,23.2599578404,21.9275250999
125,23.259596024,23.2585123862,23.2609774477,23.2617690571,23.2604867855,21.924195704
126,23.2602517968,23.2592125823,23.2614684247,23.2604723938,23.260670739,21.9220385163
127,23.25886275,23.2582358034,23.2608250374,23.2622917048,23.2604823411,21.9208692776
128,23.494916107,23.4899749202,23.4997578016,23.4872177158,23.4996547165,21.9164642217
129,23.5101711852,23.5068799393,23.5106465334,23.5103132288,23.5095094731,21.9339411151
130,23.5100074404,23.5091677633,23.509169558,23.5102384347,23.5104383676,21.9537657197
131,23.5087991822,23.507945019,23.5113095892,23.5100280652,23.5093871163,21.9627078576
132,23.5097766796,23.511951523,23.509840697,23.5097047818,23.5098005403,21.9613704563
133,23.5097303489,23.5098101757,23.5098251324,23.510628164,23.5102153411,21.9553753626
134,23.5114040997,23.5096602492,23.5109427228,23.5088266638,23.5093900993,21.9485099434
135,23.5096205073,23.5117856762,23.5090804923,23.5117098343,23.5110559617,21.9417902472
136,23.5112209422,23.5106059839,23.509424329,23.5089763421,23.5110116523,21.9352041723
137,23.5105954993,23.5088257019,23.5111214339,23.509641593,23.5109069827,21.928352837
138,23.5092028469,23.5085364298,23.5097964799,23.5094986342,23.5102239723,21.9211429784
139,23.5087092277,23.5097941435,23.5104747488,23.510024871,23.5105600869,21.9136264529
140,23.5395480364,23.5367066571,23.5393852697,23.5383285122,23.5396401187,21.9079914467
141,23.5412764397,23.5411787943,23.5396780322,23.5397897744,23.5402709494,21.9076605464
142,23.5402166709,23.5382140959,23.5403262436,23.5414925325,23.5403793645,21.9091683291
143,23.5409070097,23.5390203586,23.5415094574,23.5416362524,23.5400813935,21.9099636133
144,23.5413887242,23.5413655416,23.5393789561,23.5406322035,23.5409736546,21.9097651263
145,23.5402653936,23.5385698402,23.5389324205,23.5392850392,23.5399954041,21.9092472236
146,23.5416764491,23.5412858047,23.5394977433,23.5420363568,23.539372855,21.9087097417
147,23.5389177458,23.5415774305,23.5398104661,23.5412204865,23.5405821727,21.908397816
148,23.5416883581,23.5394040874,23.5395020449,23.5423113118,23.5400904454,21.9083373233
149,23.541597648,23.5404007754,23.5415790908,23.5399165007,23.5398557971,21.9083830992
150,23.5404743111,23.5420740135,23.5410640356,23.540312183,23.5394762123,21.9084514241
151,23.5405749472,23.5424429486,23.5390474309,23.5418636202,23.5404380498,21.9085339306
152,23.7662575969,23.7637835246,23.7700123509,23.7590054093,23.7680487792,21.907429583
153,23.7794017876,23.7777029944,23.7792347148,23.7800576132,23.7804928787,21.9294415267
154,23.7811495761,23.7782990708,23.7797916281,23.7800780638,23.7800998759,21.9550532368
155,23.7800980271,23.7780828868,23.781287009,23.780450267,23.7803199084,21.9703458635
156,23.7816589784,23.7782035508,23.7788632978,23.7826056195,23.7807148421,21.975474553
157,23.7793198413,23.7806522822,23.7790490674,23.7801459422,23.7807325048,21.9757333471
158,23.7808818528,23.778586153,23.7799455272,23.7790046836,23.7801280879,21.9748055125
159,23.7790927615,23.7803688805,23.7795846636,23.7782975286,23.7806759948,21.9737907572
160,23.7809278743,23.782281665,23.7798764298,23.7803068857,23.7797623239,21.9726293716
161,23.7790528601,23.7816705447,23.7816073636,23.7779005975,23.7809598373,21.9710567336
162,23.7805936364,23.7787814867,23.7800934509,23.7801362083,23.7795498107,21.9690434466
163,23.7784362066,23.7813587286,23.7806685751,23.7792404712,23.7796717205,21.9665518261
164,23.3865109163,23.3903989239,23.3853613052,23.3912883682,23.3914781714,22.0413091034
165,23.3800994557,23.3821404105,23.3795937257,23.3795830538,23.3803220986,22.0044175578
166,23.3802486981,23.3813130219,23.3804403124,23.3787080937,23.3807930949,21.9205044761
167,23.3797004888,23.3800559328,23.3799400282,23.3784165693,23.3799298796,21.8565887584
168,23.3804554891,23.3821119583,23.3805140615,23.3780512813,23.3810548382,21.8255535913
169,23.3801246194,23.3814558867,23.3812457253,23.3788940746,23.3799732944,21.813049358
170,23.3799313533,23.3800841285,23.3815958985,23.3813548644,23.3803139221,21.8049624873
171,23.3808009964,23.3799855987,23.3788482745,23.3809386017,23.3805665488,21.7959599604
172,23.3787623908,23.3814159715,23.3787429484,23.3808577864,23.3794878088,21.7861384168
173,23.380856254,23.3800169123,23.3805087009,23.3789617454,23.3807039339,21.77667545
174,23.381610729,23.3787839482,23.3797237591,23.3786879367,23.380209112,21.7682872733
175,23.3801258478,23.3795354631,23.3810738254,23.3812578771,23.3795807874,21.7607784349
176,23.2588808302,23.2611373205,23.2554595919,23.2596338156,23.2558265316,21.7550763604
177,23.2511200146,23.2486161029,23.250252962,23.2518757876,23.250879062,21.7378644767
178,23.2517971175,23.2514305956,23.2505446745,23.2499828881,23.250085933,21.719659859
179,23.2495272061,23.252253062,23.2506778978,23.2508812701,23.2498067049,21.7075643107
180,23.2509991001,23.2497245212,23.2498898982,23.2520792131,23.249592153,21.7011927867
181,23.2508185686,23.2498748101,23.2490706329,23.2495101259,23.2498387087,21.6976030934
182,23.2493122727,23.2484517055,23.248868501,23.250109326,23.2507889519,21.6947635216
183,23.250792719,23.2497476128,23.2493722426,23.2494238158,23.250576919,21.6921265621
184,23.2504105193,23.2490861454,23.2504121039,23.2521296641,23.2504069571,21.6897465015
185,23.2490658942,23.2478331304,23.2496296547,23.2493031217,23.2493417846,21.6877369259
186,23.2510923826,23.2505043128,23.2510938975,23.252394359,23.2506512186,21.685935953
187,23.2514225257,23.2513585686,23.2496190569,23.2515461714,23.2500960007,21.6845741435
188,23.5323161407,23.5267438773,23.5345908123,23.5211341218,23.5354803987,21.6881692215
189,23.5476922479,23.5484406664,23.5494009578,23.5476741149,23.5502249803,21.7203722409
190,23.5481523284,23.5499974918,23.5491067013,23.5514449549,23.5510719115,21.7577916126
191,23.5482597611,23.5479867212,23.5494118354,23.5495011485,23.5502679404,21.7828251337
192,23.5507676877,23.548412653,23.5509498564,23.5486277616,23.5505427485,21.79581827
193,23.5489761278,23.5505436037,23.5512680918,23.5488572877,23.5494608481,21.8034142294
194,23.5509697173,23.5498499819,23.5494421867,23.5488425266,23.5505700134,21.8099966626
195,23.549616438,23.5510045002,23.5497323068,23.5480213946,23.5505883721,21.8168806167
196,23.5494992098,23.5501967727,23.5494335242,23.5497523543,23.5508362748,21.8237046762
197,23.5504603339,23.5515367547,23.5508069881,23.5481197341,23.5507572977,21.8300555379
198,23.5488011623,23.5478857039,23.5506080649,23.551118436,23.5499383989,21.83583528
199,23.5517045774,23.5489536302,23.55159349,23.5481263401,23.5500387585,21.8410698921
200,23.2650331337,23.2743675452,23.2633934628,23.2745934996,23.2653085846,21.8428652445
201,23.2522432881,23.2517788879,23.250761635,23.2527585141,23.2503650335,21.8101434153
202,23.2509045226,23.2498797388,23.2500175448,23.2511862152,23.2504941784,21.7696340082
203,23.2507899891,23.2488310766,23.2486995719,23.2501834988,23.2506710695,21.7406218818
204,23.249174617,23.2521355562,23.2495494236,23.2518538724,23.2509366659,21.7238275428
205,23.2498746514,23.2496775105,23.2496220639,23.2481549139,23.2500533504,21.7131008918
206,23.2482826879,23.2516240617,23.2500628159,23.2515962457,23.2494710476,21.7036048264
207,23.2515596408,23.2495067022,23.2494341322,23.2519861929,23.2500696088,21.6939577944
208,23.2502336646,23.249421634,23.2496690729,23.2516572545,23.2500978066,21.6844939934
209,23.2495211601,23.2481448853,23.2493295114,23.2497328077,23.2504759753,21.6755896825
210,23.2498719382,23.2501783527,23.2499936057,23.2496402586,23.2501106035,21.6673271873
211,23.250495385,23.2506035334,23.2500529996,23.2489028819,23.2502690991,21.6596423805
212,23.6507418182,23.6488555165,23.6511987162,23.6490054362,23.6539362711,21.6874256439
213,23.6592970145,23.6599536928,23.6594041746,23.6599975135,23.6595059826,21.7308824077
214,23.6593461263,23.6609723911,23.659703995,23.6599002367,23.660926317,21.766191875
215,23.6589107516,23.6586060189,23.6589904102,23.6582763399,23.6600720492,21.7842040457
216,23.6602200063,23.6581778647,23.6602618708,23.6590619788,23.6589328681,21.7909117623
217,23.6581072521,23.6598282297,23.6592100092,23.6613327654,23.6596577696,21.7937904712
218,23.6592948844,23.6619725228,23.6616246603,23.6577626776,23.6595383547,21.7965668405
219,23.6618290524,23.6587397897,23.6614736417,23.6589216689,23.6600633047,21.7994726958
220,23.6593623552,23.6594849122,23.6604751636,23.6624389437,23.6591685447,21.8020361016
221,23.6592961107,23.6622511619,23.6601384544,23.6593314768,23.6604450711,21.8038979796
222,23.6605125165,23.6594495659,23.6604239503,23.660093139,23.6594118441,21.8051933927
223,23.6610822329,23.6598877015,23.6608030159,23.6599876596,23.6598516228,21.8059753547
224,23.9822613498,23.9826112899,23.981540572,23.9807945816,23.9856348691,21.8299321097
225,23.9884473478,23.989163462,23.9889087264,23.9885840578,23.9895553005,21.8702986883
226,23.9884638407,23.9914979159,23.9906536499,23.9912321756,23.9908152992,21.9086678957
227,23.9914751414,23.9909293168,23.988795833,23.9883198316,23.9907899297,21.9334472162
228,23.9884929551,23.9913531562,23.9887152098,23.9899969432,23.9907794389,21.9469732643
229,23.9882281221,23.9891734655,23.990858324,23.9880521963,23.9910574778,21.9553254651
230,23.990173518,23.9913768499,23.9904076254,23.9892509567,23.9901055802,21.9623742477
231,23.9900048475,23.9910452968,23.9898263751,23.9908524843,23.9900604967,21.9693604228
232,23.9906104466,23.9894559349,23.9903669265,23.9905991981,23.9906231814,21.976155233
233,23.9912537153,23.9882470432,23.9883523536,23.9884677727,23.9898114501,21.9824781066
234,23.9911239441,23.9918652208,23.9898535724,23.9905305944,23.9896641036,21.9882268581
235,23.9901054118,23.9914171267,23.989221271,23.9923239274,23.9899635478,21.9935492351
236,24.2080263636,24.201958268,24.2056723736,24.2016723318,24.2086647641,22.0049772519
237,24.2195784709,24.2205847856,24.2196942959,24.2170406179,24.2202963259,22.033781509
238,24.2192308156,24.2186787535,24.2206770028,24.2192976317,24.2210262032,22.0657353446
239,24.2199080096,24.2193465829,24.22111265,24.2212841042,24.2204533091,22.0874434105
240,24.2202606756,24.2178270115,24.2182764267,24.2209785662,24.2190138041,22.0988651384
241,24.2215710891,24.2174310801,24.2203652357,24.2213589575,24.2204114235,22.1050448024
242,24.2203380683,24.2193288437,24.2218829236,24.2186189889,24.2208477045,22.1098206716
243,24.2193613022,24.218818312,24.220209359,24.2214596835,24.2205179054,22.1144282196
244,24.219977991,24.2221690297,24.2194096373,24.2220570987,24.2202127365,22.1187735725
245,24.2216830939,24.2195464067,24.2206435928,24.2217402508,24.2202446815,22.122543778
246,24.2199763673,24.2198076651,24.2197875223,24.2222512393,24.2205466336,22.1256200327
247,24.2215100619,24.2188562431,24.2192290632,24.2189509816,24.220955747,22.1281388736
248,24.2104054994,24.2108575609,24.2102700043,24.2121764926,24.2116443178,22.1336751195
249,24.2099286312,24.2120656401,24.21045057,24.2085871265,24.2095805407,22.1422822246
250,24.2117542269,24.2094154825,24.2098471161,24.2091119924,24.2105984139,22.153006902
251,24.2100886416,24.2091529932,24.209765081,24.2115125227,24.2094607081,22.1652255522
252,24.2084280207,24.2097619449,24.2081115087,24.2084096145,24.2094986056,22.1782114187
253,24.2082935574,24.2091297789,24.2112157738,24.2095197081,24.2104131629,22.1916319093
254,24.2097037757,24.2112178823,24.2094540211,24.2124043449,24.208931366,22.2053832516
255,24.2114276376,24.2119952725,24.2109070887,24.2083986259,24.2089204085,22.2194760468
256,24.2081728146,24.209509654,24.2113909993,24.2078471826,24.2099489111,22.2337242172
257,24.2096327916,24.209527653,24.2091055344,24.2095431745,24.2110130264,22.2481127388
258,24.2101298609,24.2090150223,24.2105326964,24.2115978499,24.2092910821,22.2630582541
259,24.2104597467,24.2109036117,24.2110479524,24.2121889012,24.2090164442,22.2784782484
260,23.917056976,23.9243075976,23.9116087814,23.9283796314,23.9148499474,22.2884144023
261,23.9008543881,23.9016304529,23.9007590482,23.9017651529,23.90136645,22.259932944
262,23.8989268409,23.8994950831,23.8995456543,23.8993861781,23.8996191621,22.2215651316
263,23.9004608707,23.8995482603,23.9009267494,23.9019236238,23.9005799825,22.1940105104
264,23.8982677836,23.8978798933,23.9001151123,23.900849756,23.9005224564,22.1789380496
265,23.9002591877,23.9001286163,23.899339517,23.9000540403,23.8991307071,22.1699434042
266,23.8986885306,23.9017703354,23.9001545529,23.9021362314,23.8999847343,22.1620692661
267,23.8985482482,23.9007156987,23.9003193853,23.9002964312,23.8988051738,22.1539222462
268,23.8998411567,23.8977993568,23.9011502533,23.8995080489,23.8990279078,22.145582255
269,23.9015091248,23.9001059781,23.8991498972,23.8991531766,23.8999392405,22.1376126166
270,23.9004936369,23.8999551688,23.8998986162,23.8982700576,23.900502011,22.1302727704
271,23.9015614539,23.9000149367,23.9011442722,23.8999731374,23.9003916666,22.1234442108
272,23.4181887284,23.4214802949,23.4165704735,23.4243387546,23.424747346,22.2093914206
273,23.4103408448,23.4097717305,23.4095970349,23.4086508966,23.4108329536,22.1687455349
274,23.4096987677,23.4101519792,23.4099258139,23.4104930886,23.410827326,22.07549199
275,23.4093287479,23.4081666837,23.4102997372,23.4115545406,23.4101258129,22.0056052156
276,23.410817587,23.4110086422,23.408876385,23.4093557129,23.4094262372,21.9743395302
277,23.4099266015,23.4106434449,23.4100172454,23.4108626937,23.40966217,21.9662743874
278,23.4095288248,23.4120453406,23.4092635245,23.4102254494,23.4093778452,21.9655496511
279,23.4097083161,23.4093516236,23.4112838532,23.4092981529,23.4095389367,21.9651015784
280,23.4102138432,23.4102700668,23.4089330105,23.4100828314,23.4108287746,21.9642007406
281,23.4111441353,23.4103122403,23.4097196723,23.4089417602,23.4098903178,21.9640354495
282,23.4090951131,23.4115472117,23.4113074929,23.4095772364,23.4104883669,21.9650726373
283,23.4091939291,23.4108974079,23.4087188273,23.4087386294,23.409683307,21.9672466094
284,23.456559475,23.4565397888,23.4585668445,23.4565128255,23.4581966071,21.965664393
285,23.4593861648,23.458375183,23.4587097273,23.4577937401,23.4592162163,21.9649433628
286,23.460828059,23.4602776338,23.4601741938,23.4604432663,23.4605565082,21.9625048845
287,23.4597716911,23.461048279,23.4600629606,23.4590062307,23.4603718348,21.9573517576
288,23.459122944,23.4586640776,23.4596510017,23.4601665867,23.4595939622,21.950215778
289,23.4588442062,23.4586083765,23.459683133,23.4588585645,23.4606782089,21.9425224417
290,23.4599181967,23.4608211177,23.4605986903,23.457597879,23.460796796,21.935510726
291,23.4592191866,23.4604292676,23.4593613434,23.4582905207,23.460227412,21.9296827817
292,23.4586541092,23.4601999394,23.4585881746,23.4608382606,23.4595377739,21.9249970283
293,23.4595946269,23.4619061164,23.4597697302,23.4602685306,23.4590192553,21.9215135152
294,23.4600839466,23.4613293563,23.4597871924,23.45988121,23.4604068003,21.9193682159
295,23.4595985708,23.4615355734,23.4592677128,23.4616687561,23.4605822467,21.9186255684
296,23.669105364,23.6634731298,23.669185192,23.6605148632,23.6685793332,21.9214512228
297,23.6802689585,23.6768547972,23.679405229,23.6766948379,23.6794108217,21.9543244286
298,23.6813213281,23.6808326892,23.678804362,23.6787963391,23.6797057212,21.9919147187
299,23.6805792723,23.6818194914,23.679866998,23.6818295562,23.6796838721,22.0207780592
300,23.679773146,23.6821725235,23.6803974358,23.6790850299,23.6796673151,22.0412635592
301,23.6803110751,23.6816282773,23.6794835317,23.6815480563,23.6804048877,22.0581840005
302,23.6796094316,23.6794150501,23.6795460825,23.6787136295,23.6803464398,22.0750437221
303,23.6808884964,23.6785921401,23.6810474763,23.6805966102,23.67982658,22.0927566222
304,23.6804737115,23.6812673781,23.6806540322,23.6813455649,23.680397221,22.1111698577
305,23.6806744071,23.6818171533,23.6794625033,23.68219565,23.6798139544,22.1300318609
306,23.6802091779,23.6805275398,23.681320103,23.6793566918,23.6795268472,22.1490982479
307,23.6810324184,23.6789394187,23.6807939562,23.6818848423,23.6802648507,22.1682805238
308,23.2880311254,23.2907746281,23.2875027136,23.2917239106,23.294625174,22.2920965778
309,23.2791991858,23.2815679765,23.2793131381,23.2795503231,23.2803911488,22.2876969419
310,23.2809106851,23.2800548651,23.2800302975,23.2802211936,23.2798976165,22.2436736131
311,23.281575485,23.2810906597,23.2807371787,23.2795126268,23.2798764685,22.2104635309
312,23.2798346402,23.280323807,23.2807588417,23.2816982338,23.2798688029,22.2052581574
313,23.2801498753,23.2799395656,23.2797626112,23.2802710705,23.279859984,22.2202087913
314,23.2805517669,23.2810443594,23.279510951,23.2787008114,23.2798524942,22.243182132
315,23.2812109238,23.2804766365,23.2808215521,23.2795952146,23.2798467075,22.2675990934
316,23.2792041858,23.2803798699,23.280253894,23.2801888323,23.2798421594,22.2920274527
317,23.2808975248,23.2791988155,23.2804240196,23.2793672719,23.2798382399,22.3169710979
318,23.2804369674,23.2792117393,23.2800435446,23.2811099754,23.2798346794,22.342935471
319,23.2805599727,23.2785189034,23.2792196594,23.2816662668,23.2798313518,22.3700427137
320,23.3833713393,23.3820748663,23.385433299,23.3797942024,23.384669446,22.3849300764
