,b0,b1,b2,b3,b4,b5
135,35.1850687716,35.7198881393,32.8820029726,32.4098148064,31.8989943029,-0.0339194026092
136,35.1850811032,35.7198881345,32.8819796507,32.4098259081,31.8989866974,-0.0339194026092
137,35.1850811023,35.7199086677,32.8819681101,32.4098037512,31.8989943025,-0.0339194026092
138,35.1850872115,35.7199291129,32.8819681133,32.4098037526,31.8989943023,-0.0339194026092
139,35.1850932837,35.7199494705,32.8819452614,32.409792736,31.8990018827,-0.0339194026092
140,35.2292006695,35.764794672,32.9229406612,32.4502411526,31.9389532035,-0.0339194026092
141,35.2291533816,35.7646748309,32.9230618376,32.4503171537,31.938812335,-0.0339194026092
142,35.2291773065,35.7647151085,32.9229946516,32.4502734906,31.9388875339,-0.0339194026092
143,35.2291773044,35.7647351127,32.9230056714,32.4502843507,31.9388726864,-0.0339194026092
144,35.2291773022,35.7647351027,32.923016765,32.4502843547,31.938880121,-0.0339194026092
145,35.2291773008,35.7647150829,32.9230056857,32.4502843569,31.9388726857,-0.0339194026092
146,35.2291831912,35.7647550169,32.9230056925,32.4502735036,31.9388801207,-0.0339194026092
147,35.2291772973,35.7647350805,32.9230056997,32.4502843629,31.9388875319,-0.0339194026092
148,35.2291890443,35.7647350719,32.923005707,32.4502735102,31.9388801198,-0.0339194026092
149,35.2291831855,35.7647549913,32.9229947029,32.4502843696,31.938887531,-0.0339194026092
150,35.2291861165,35.7647549832,32.9230057211,32.4502735167,31.9388875305,-0.0339194026092
151,35.2291890392,35.7647549775,32.9230057266,32.4502735187,31.9388949187,-0.0339194026092
152,35.5818113384,36.123212767,33.2506746182,32.7737467124,32.2582665836,-0.0339194026092
153,35.5814609608,36.1220611727,33.2516362553,32.7743070702,32.2571463958,-0.0339194026092
154,35.5816374342,36.1226322764,33.2511527212,32.7740419498,32.257677803,-0.0339194026092
155,35.5816021493,36.1225273072,33.251244425,32.7740811716,32.2575807387,-0.0339194026092
156,35.5816072748,36.1225273063,33.2512617642,32.7740811719,32.2575741221,-0.0339194026092
157,35.581602149,36.1225449767,33.2512444261,32.7740910629,32.2575741221,-0.0339194026092
158,35.5816123714,36.1225273048,33.2512444267,32.7740811726,32.2575741218,-0.0339194026092
159,35.5816072756,36.1225625807,33.2512444233,32.77408117,32.2575807394,-0.0339194026092
160,35.5816174408,36.1225625796,33.251235833,32.7740713142,32.2575741224,-0.0339194026092
161,35.5816123729,36.1225625818,33.2512272927,32.7740811699,32.257587337,-0.0339194026092
162,35.5816224822,36.1225625846,33.2512358285,32.7740614901,32.2575741227,-0.0339194026092
163,35.5816174428,36.1225975762,33.2512188003,32.774071311,32.2575873374,-0.0339194026092
164,34.994209659,35.5261739925,32.7028120543,32.2340124731,31.7240475958,-0.0445065319029
165,34.9942222395,35.5266330917,32.7029993169,32.2336872659,31.7268812226,-0.0339194026092
166,34.9939025145,35.5255615906,32.7038443779,32.2342263538,31.725930233,-0.0339194026092
167,34.9939779097,35.5258129407,32.7036470361,32.2341014737,31.7261297224,-0.0339194026092
168,34.9939869488,35.5258535689,32.7036238737,32.2340903757,31.726152538,-0.0339194026092
169,34.9939899432,35.5258535651,32.7036124118,32.2340793189,31.7261449574,-0.0339194026092
170,34.9939959056,35.5258737468,32.7036010272,32.2340683029,31.7261600934,-0.0339194026092
171,34.9940018323,35.5258938423,32.70360103,32.2340683041,31.7261600932,-0.0339194026092
172,34.9940018316,35.5259138521,32.7035784871,32.2340573287,31.7261600931,-0.0339194026092
173,34.9940135795,35.525913849,32.7035673302,32.2340573299,31.7261751312,-0.0339194026092
174,34.9940135788,35.5259337735,32.7035673328,32.2340463949,31.7261676241,-0.0339194026092
175,34.9940164934,35.5259536133,32.7035452396,32.2340355001,31.726175131,-0.0339194026092
176,34.8029661278,35.3321475225,32.5248127273,32.0580482805,31.5527939651,-0.0339194026092
177,34.8031600198,35.3327642607,32.5242718139,32.0577069323,31.5534269061,-0.0339194026092
178,34.8030708588,35.3325084902,32.5245298469,32.057872361,31.5531323569,-0.0339194026092
179,34.8030842008,35.3325413272,32.5244769431,32.0578347287,31.553201951,-0.0339194026092
180,34.8030929779,35.3325413204,32.5244769472,32.0578347312,31.5532095559,-0.0339194026092
181,34.8030885981,35.3325576382,32.5244769518,32.0578440948,31.553217136,-0.0339194026092
182,34.8030885961,35.3325413047,32.5244769567,32.0578347373,31.5532246915,-0.0339194026092
183,34.8030929718,35.3325576219,32.5244769616,32.0578441009,31.5532246912,-0.0339194026092
184,34.8030885919,35.3325412886,32.5244769665,32.0578347434,31.5532322222,-0.0339194026092
185,34.80308859,35.3325412808,32.5244856838,32.0578534993,31.553232222,-0.0339194026092
186,34.8030929658,35.3325575985,32.5244769758,32.0578347492,31.5532472115,-0.0339194026092
187,34.8030885862,35.332541266,32.5244944469,32.0578535048,31.5532397284,-0.0339194026092
188,35.2440316426,35.780854149,32.9359377498,32.4623118837,31.9526481803,-0.0347183183186
189,35.2436003281,35.7794174245,32.935514605,32.46303353,31.951227663,-0.034173805708
190,35.2438224977,35.7800651642,32.9352571269,32.462724276,31.9519122055,-0.0344166803427
191,35.2437878097,35.7798978148,32.9351206126,32.4628156952,31.9517871345,-0.0344282088069
192,35.2437959735,35.7798709614,32.9351584457,32.462840223,31.9517967511,-0.0345554103564
193,35.2437964559,35.7798440623,32.9351966881,32.4628647787,31.951799782,-0.0346826119058
194,35.2438121537,35.7798021026,32.9352354529,32.4628894478,31.9518226436,-0.0348098134552
195,35.2438123297,35.7797896072,32.9352594024,32.4629142316,31.9518256931,-0.0349370150047
196,35.2438240983,35.7797469802,32.9352989772,32.4629302886,31.9518419383,-0.0350642165541
197,35.2438318778,35.7797342603,32.9353233398,32.4629641476,31.9518515856,-0.0351914181035
198,35.243835547,35.7796755988,32.9353637582,32.462971391,31.951861233,-0.035318619653
199,35.243851245,35.7796780022,32.9353885513,32.4630145359,31.9518774596,-0.0354458212024
200,34.8027441334,35.3310497262,32.5253871156,32.0584414528,31.5523321655,-0.035318619653
201,34.8032057123,35.3325268793,32.5241314617,32.0576821113,31.5537507382,-0.0351914181035
202,34.8029731115,35.3318819369,32.5246916272,32.0580061381,31.5530780157,-0.0350642165541
203,34.8030148156,35.3320366679,32.5245394152,32.0579196281,31.5532024537,-0.0349370150047
204,34.8030083265,35.3321023128,32.5244911826,32.0578832241,31.5532072406,-0.0348098134552
205,34.8030062583,35.3320999105,32.5244640806,32.0578759804,31.5531975932,-0.0346826119058
206,34.8029950557,35.3321644906,32.5244277848,32.0578303223,31.5531951298,-0.0345554103564
207,34.8029971019,35.3321620898,32.5244008985,32.057823078,31.5531926444,-0.0344282088069
208,34.8029814048,35.3322092419,32.5243652628,32.057796823,31.5531829971,-0.0343010072575
209,34.8029787726,35.3322232322,32.5243388078,32.0577801213,31.5531804901,-0.034173805708
210,34.8029716726,35.3322696211,32.5243038081,32.0577540589,31.5531708429,-0.0340466041586
211,34.8029644839,35.3322833616,32.5242777689,32.0577374522,31.5531683143,-0.0339194026092
212,35.4057532537,35.9458647662,33.0866133226,32.6103875068,32.0972662995,-0.0369213005269
213,35.4050855643,35.9432573178,33.0861342787,32.6115783757,32.0971199974,-0.0339194026092
214,35.4054074073,35.944318948,33.0862161359,32.6110318905,32.0981436506,-0.0343036461678
215,35.4053355439,35.9440668973,33.0860050856,32.6111561531,32.0979118095,-0.0341354873248
216,35.4053354865,35.944066647,33.0859936634,32.6111562775,32.0979117597,-0.034130297532
217,35.4053291187,35.9440666577,33.085985999,32.6111562726,32.0979178579,-0.0341206503959
218,35.4053354853,35.9440666404,33.0859809215,32.6111723118,32.0979117574,-0.0341245774668
219,35.4053354925,35.9440403878,33.0859651689,32.611156267,32.0979178595,-0.0341113123172
220,35.405329117,35.9440666478,33.0859746048,32.611156279,32.0979117578,-0.034115539432
221,35.4053354895,35.9440666562,33.0859773278,32.6111723054,32.0979239359,-0.034116762928
222,35.4053354907,35.9440403775,33.0859744733,32.6111562735,32.0979117593,-0.0341154840502
223,35.4053354918,35.9440666649,33.0859709977,32.6111642744,32.0979239367,-0.0341139261819
224,35.8903771321,36.4377952477,33.5390114738,33.0560240797,32.5381379916,-0.035390503926
225,35.8899379557,36.4357658961,33.5380402242,33.0569449656,32.5356847606,-0.0338378662525
226,35.8901786808,36.4366308485,33.538760603,33.0564959979,32.5365156782,-0.0343125922132
227,35.8901064037,36.4363942658,33.538560329,33.0566140153,32.5363213407,-0.034049355237
228,35.8900745875,36.4363697351,33.5385362793,33.0566080947,32.5363132495,-0.0339297856534
229,35.8900615108,36.436322716,33.5384906428,33.0566306687,32.5363052145,-0.0338005461374
230,35.8900421147,36.4363207269,33.5384536457,33.0566246271,32.5362917622,-0.0336692290714
231,35.8900194684,36.4362730632,33.5384341994,33.0566330386,32.5362891332,-0.0335517625222
232,35.89000318,36.4362480247,33.5384037443,33.0566415215,32.5362810965,-0.0334293342077
233,35.8899836455,36.4362228269,33.5383807589,33.0566500941,32.5362676446,-0.0333042477992
234,35.8899640582,36.4362208162,33.5383580727,33.0566440634,32.5362650163,-0.0331913082315
235,35.8899444346,36.4361719601,33.5383220317,33.0566527119,32.5362569846,-0.0330603125723
236,36.2280220831,36.7800754776,33.8544817697,33.3667570911,32.8425183159,-0.0340577804477
237,36.2277389203,36.779005891,33.853462565,33.3673097377,32.8414656377,-0.0330671928344
238,36.227899901,36.7794742192,33.8539343682,33.3670490328,32.8419759241,-0.0334384812934
239,36.2278667641,36.7793943756,33.853825363,33.3671013647,32.841871394,-0.0333547092523
240,36.2278610514,36.7793531636,33.8538194343,33.3671147945,32.8418615864,-0.0333403601393
241,36.2278610461,36.7793531435,33.853814794,33.3671148059,32.8418713598,-0.0333440803227
242,36.2278553317,36.7793531945,33.853783676,33.3671282341,32.8418615907,-0.0333241964917
243,36.2278553279,36.7793324294,33.8537836509,33.3671147899,32.8418615858,-0.0333183551504
244,36.2278553261,36.7793531751,33.8537906048,33.3671282463,32.841861583,-0.033321497005
245,36.2278553314,36.7793115628,33.8537780562,33.3671282352,32.8418615876,-0.033315829974
246,36.2278495695,36.7793324646,33.8537697505,33.3671282283,32.8418615901,-0.0333062392065
247,36.2278553316,36.7793115676,33.8537747771,33.3671417661,32.841861586,-0.0333085073554
248,36.2131057147,36.764279439,33.8399369847,33.3536812191,32.8285346561,-0.0330826683726
249,36.2130838961,36.7642330655,33.8398876602,33.3537160794,32.8285645517,-0.0329252645603
250,36.2130370818,36.764095607,33.8397793996,33.3537515979,32.8285451021,-0.0327173947771
251,36.212992376,36.7640235352,33.8397006506,33.3537879561,32.8285255765,-0.0325345512143
252,36.2129534566,36.7639260747,33.8396187241,33.3538400603,32.8285258036,-0.0323440350112
253,36.2129135564,36.7638259519,33.8395259106,33.3538630449,32.828516155,-0.0321606789932
254,36.2128742876,36.7637485108,33.8394270443,33.3539018234,32.8284966484,-0.031955960989
255,36.212834129,36.7636434852,33.8393493963,33.3539573369,32.8284968611,-0.0317791475562
256,36.2127865815,36.7635356044,33.8392451446,33.3539820338,32.8284872257,-0.0315777477554
257,36.2127543856,36.76345205,33.8391659374,33.354007164,32.8284775757,-0.0313872519025
258,36.212707976,36.763338619,33.8391886803,33.3540492867,32.8284580394,-0.031248170071
259,36.2126638557,36.7632219638,33.8392865125,33.3541093159,32.8284582588,-0.0311209685215
260,35.757013276,36.2999392819,33.4158371875,32.9361869286,32.4157455805,-0.0310149672303
261,35.7574767833,36.3014784007,33.4145320782,32.9354092528,32.4172113424,-0.0309089659392
262,35.7572513248,36.3008168079,33.4151133118,32.9357288278,32.4164949548,-0.0308029646479
263,35.7573000496,36.3009979742,33.4149317469,32.9356283682,32.4166388365,-0.0306969633567
264,35.7572954334,36.3010122379,33.4148967654,32.9356038284,32.4166307975,-0.0305909620656
265,35.7573031362,36.3010746695,33.4148531744,32.9355702697,32.4166227586,-0.0304849607744
266,35.7572941482,36.3011045144,33.4148102785,32.9355369862,32.4166259969,-0.0303789594831
267,35.7572972327,36.3011341158,33.4147767312,32.9355219275,32.4166066806,-0.030272958192
268,35.7572960624,36.3011634765,33.4147350046,32.9354890046,32.416609919,-0.0301669569008
269,35.7572947135,36.3012234867,33.4147107439,32.9354651917,32.41660188,-0.0300609556096
270,35.7572893566,36.3012368424,33.4146616978,32.9354414957,32.416593841,-0.0299549543184
271,35.7572914949,36.3012805642,33.4146298193,32.9354091871,32.416585802,-0.0298489530272
272,35.0378731235,35.570765238,32.7430530312,32.274027946,31.7632129842,-0.0420721352203
273,35.0377089904,35.5710346126,32.743522134,32.2737569493,31.7666023704,-0.0298489530272
274,35.0373104262,35.5697309074,32.7445694133,32.2744118886,31.765431003,-0.0298489530272
275,35.0374004746,35.5700062536,32.7443343785,32.2742753803,31.7656758779,-0.0298489530272
276,35.0374061962,35.5700472499,32.744334373,32.2742753775,31.7656895165,-0.0298489530272
277,35.0374033424,35.5700268075,32.7443221677,32.2742642739,31.7656963065,-0.0298489530272
278,35.0374062003,35.5700472664,32.7443343601,32.2742753712,31.7656963072,-0.0298489530272
279,35.0374062029,35.5700472769,32.7443221531,32.274275367,31.7657030782,-0.0298489530272
280,35.0374062048,35.5700676475,32.7443466303,32.2742753641,31.7657098291,-0.0298489530272
281,35.0374062073,35.5700472949,32.7443343382,32.2742865022,31.7657030797,-0.0298489530272
282,35.0374004888,35.5700473012,32.7443466174,32.2742865001,31.7657165613,-0.0298489530272
283,35.0374004908,35.5700063189,32.7443839856,32.2743089065,31.7657098309,-0.0298489530272
284,35.1113597641,35.6457639012,32.8133226541,32.3420586202,31.8328338937,-0.0295945499283
285,35.1112544178,35.6455152281,32.8135257445,32.3421890028,31.832548763,-0.0293401468294
286,35.111263546,35.6456542133,32.8133823319,32.3420956352,31.8326559163,-0.0290857437305
287,35.1112236087,35.6456291373,32.8133893432,32.3421034725,31.8326021757,-0.0288313406317
288,35.1112273119,35.6455807334,32.8133728515,32.342084039,31.8325673209,-0.027882812644
289,35.1111998922,35.6455980904,32.8133543398,32.3420803253,31.8325535425,-0.0275653072825
290,35.1111810835,35.6455984046,32.8133335839,32.3420644114,31.8325228392,-0.027111080352
291,35.1111680296,35.6455781788,32.8133252866,32.342048497,31.8324990659,-0.0266568534215
292,35.1111492215,35.6455784944,32.8133045297,32.3420325825,31.8324752927,-0.026202626491
293,35.1111304134,35.6455788105,32.8132837723,32.3420279364,31.8324515195,-0.0257483995605
294,35.1111087323,35.6455584962,32.8133073223,32.3420120215,31.8324346764,-0.02529417263
295,35.1109867798,35.6453539851,32.8132929849,32.3419961065,31.8324039732,-0.0248399456995
296,35.4369180548,35.9791375122,33.1181904618,32.6410238223,32.1282854833,-0.0245341205767
297,35.436561049,35.9779915776,33.1191306777,32.6415920736,32.1271345813,-0.0247789001001
298,35.4367094856,35.9784782589,33.1183213476,32.6411222671,32.1276483672,-0.0239224703311
299,35.4366603475,35.9783170757,33.1184200929,32.641152462,32.1275226019,-0.0236166452082
300,35.4366455805,35.9782724429,33.1184529963,32.6411828242,32.1274905337,-0.0233108200854
301,35.4366342584,35.9781786858,33.1184778479,32.6411753526,32.1274681584,-0.0230049949626
302,35.4366211435,35.9775062553,33.1184937103,32.6412059494,32.1274400418,-0.0226676187085
303,35.4363119178,35.9774856904,33.1185099104,32.6411982523,32.1274168156,-0.0223302424543
304,35.4363024006,35.9774650079,33.1185357452,32.6412163456,32.1273985667,-0.0219928662002
305,35.4362964928,35.9774193395,33.1185527595,32.6412216235,32.1273701806,-0.0216554899461
306,35.4362867879,35.9773857597,33.1185228905,32.6412400369,32.1273518691,-0.021318113692
