,Unnamed: 0,tout,s,i,t1,t2,t3,t4,t5,t6,sp0,m,rh
7000,7000,-1.99166666667,42.1666666667,2258.03159577,23.3988879464,23.4000692988,23.399648731,23.3999677376,23.7074591871,23.3998660835,23.4,0.489515247579,3636.50157795
7001,7001,-1.95,46.0,2258.03159577,23.400323988,23.3988248947,23.4013098332,23.3999690114,23.6934000574,23.4001142982,23.4,0.489515247579,3636.54612362
7002,7002,-1.90833333333,59.1666666667,2258.03159577,23.4012845399,23.4016724741,23.4000632789,23.3999709978,23.684264242,23.4001685124,23.4,0.489515247579,3538.86185699
7003,7003,-1.86666666667,72.3333333333,2100.05980543,23.3999477299,23.3995227813,23.3999512267,23.3999734053,23.6763868957,23.4001323905,23.4,0.489515247579,3464.61034037
7004,7004,-1.825,85.5,2100.05980543,23.4003181293,23.3997098975,23.4003532412,23.3999759669,23.6688602205,23.400247351,23.4,0.489515247579,3389.47288078
7005,7005,-1.78333333333,98.6666666667,1942.0880151,23.3991226916,23.4007896212,23.4005181597,23.3999785714,23.6617310172,23.4001404983,23.4,0.489515247579,3287.89987553
7006,7006,-1.74166666667,111.833333333,1942.0880151,23.3999486782,23.3992095166,23.3995554189,23.3999811697,23.6550694773,23.4000856737,23.4,0.489515247579,3210.64521454
7007,7007,-1.7,125.0,1784.11622477,23.3988641453,23.4009344676,23.4004533438,23.3999837525,23.6488143539,23.3998193522,23.4,0.489515247579,3132.44430259
7008,7008,-1.60833333333,138.166666667,5302.01309183,23.5045236931,23.5032714945,23.4984489244,23.5022684208,23.638900312,23.5074416206,23.51,0.489515247579,2437.69810109
7009,7009,-1.51666666667,151.333333333,5302.01309183,23.5095483393,23.5091795009,23.5086306581,23.5092877173,23.6415583279,23.5097813328,23.51,0.489515247579,1217.85095
7010,7010,-1.425,164.5,5302.01309183,23.5102588166,23.5097621685,23.5098049999,23.5098667222,23.6518317813,23.5097768173,23.51,0.489515247579,1633.50339682
7011,7011,-1.33333333333,177.666666667,5302.01309183,23.5103653696,23.5101826471,23.5099068328,23.5098814485,23.6600023212,23.5098096041,23.51,0.489515247579,1325.36434755
