,t41,t42,t43,t44,t45,t5,t6
952,23.389945147,23.3887657381,23.3902875301,23.3899396186,23.3898950517,23.5812315503,23.3899686014
953,23.3899454951,23.3911827112,23.3910783626,23.3899398421,23.3898969635,23.5810099214,23.3898366419
954,23.3899462612,23.3898523794,23.3901275082,23.3899405408,23.3898988008,23.5811173858,23.3902380356
955,23.38994734,23.3894039139,23.3904242677,23.3899416296,23.3899005492,23.5814216693,23.390619954
956,23.3899462938,23.3895702217,23.3909396119,23.3899400827,23.3899014288,23.5827166022,23.3905990535
957,23.389945241,23.38936651,23.3892288874,23.389938735,23.3899022163,23.5851115659,23.3901321106
958,23.389945003,23.3885216195,23.3907933631,23.3899385174,23.3899032396,23.5882046178,23.3901532322
959,23.3899452244,23.3903765862,23.3904414209,23.3899388241,23.3899043846,23.5916307912,23.3902647035
960,23.3899455859,23.3908607283,23.3900758539,23.389939183,23.38990548,23.5952017618,23.3900918549
961,23.3899459599,23.3899994339,23.3910027899,23.3899394437,23.3899064532,23.5988284203,23.3903608173
962,23.3899459828,23.3912139229,23.3898999014,23.3899387799,23.3899069775,23.6026610156,23.3906208281
963,23.3899469917,23.3892096107,23.390003598,23.3899394521,23.3899077474,23.606748808,23.3905187143
964,23.3899482897,23.3914640813,23.389946645,23.3899407142,23.3899085614,23.6110097547,23.3899988733
965,23.389949512,23.3912960409,23.3900641279,23.3899419958,23.3899093748,23.6153938272,23.3899683795
966,23.3899505107,23.3915343308,23.3905043617,23.3899430456,23.3899101633,23.6198469021,23.3900155611
967,23.3899511842,23.3910354159,23.3910983656,23.3899440092,23.3899109535,23.6243372963,23.390567858
968,23.5992830832,23.604290778,23.610518871,23.5829392305,23.6112726647,23.6340351276,23.6152635958
969,23.6177118444,23.6183286495,23.6198692118,23.6133967188,23.6194242367,23.668688,23.6202984545
970,23.6197224363,23.6200740602,23.6211677434,23.6188137796,23.6204345863,23.7078665485,23.6207125376
971,23.619940451,23.6186047907,23.6209676048,23.6197683984,23.6199467629,23.7350892348,23.6206471623
972,23.6199571657,23.6181057058,23.6199680956,23.6199220215,23.6199222154,23.7493097034,23.6204360269
973,23.6199591206,23.618390379,23.6213711063,23.6199465937,23.6199201818,23.7558109576,23.620262123
974,23.6199597648,23.6205078518,23.619449638,23.6199498519,23.619919471,23.7591797598,23.6201208196
975,23.6199606001,23.6209424483,23.61955386,23.6199507718,23.6199190862,23.7615581727,23.6206024856
976,23.6199615193,23.6209027125,23.6193633626,23.6199519494,23.6199189259,23.7635304017,23.6198756363
977,23.6199630777,23.6182946735,23.6194117284,23.6199525066,23.6199186342,23.7652312364,23.6204363859
978,23.6199644974,23.6213287713,23.6202777848,23.6199544322,23.6199187347,23.7666451259,23.6202665745
979,23.6199658011,23.6196054354,23.6208806025,23.6199559117,23.6199187853,23.7678844503,23.6200625039
980,23.2646433877,23.2586842998,23.2573876938,23.2759652595,23.2628726581,23.7449851188,23.256683435
981,23.2504655228,23.2488267635,23.250424735,23.2505232712,23.2499777559,23.7032230124,23.2504463183
982,23.2500155069,23.2497981453,23.2505033002,23.2500840964,23.249927404,23.6564402644,23.2499488709
983,23.2499646947,23.249574634,23.2506667309,23.2499560512,23.2499112716,23.631240415,23.2501725829
984,23.2501414295,23.2520111513,23.2500896752,23.2499569631,23.2499210702,23.6251910199,23.2498547712
985,23.2498472845,23.2512347689,23.2509299558,23.2499575365,23.2499239179,23.6285071119,23.2500884264
986,23.2505195235,23.2513152934,23.2491825115,23.2499576263,23.2499258856,23.6346215183,23.250040503
987,23.2505072692,23.2494711125,23.2489977585,23.249956805,23.2499272929,23.6411685675,23.2500144926
988,23.2503765692,23.2509864078,23.2502353253,23.2499555692,23.2499283426,23.6478438934,23.2503682642
989,23.2495226605,23.2517032387,23.2495833878,23.2499543785,23.2499291808,23.6548415582,23.2503000357
990,23.2508076251,23.2492660569,23.2501604918,23.2499534263,23.2499298926,23.6621845926,23.2501946706
991,23.2494685248,23.2500272744,23.251258393,23.2499527243,23.2499305163,23.6697879429,23.2503948272
992,23.514350196,23.5085132529,23.5180092948,23.504672672,23.5190914377,23.6826557863,23.3068002736
993,23.5292253049,23.5272969465,23.5299378189,23.5272754296,23.5293208302,23.7182152907,23.3829643594
994,23.530794557,23.5283546863,23.5306278889,23.5290568614,23.5303769413,23.7602432786,23.4461036313
995,23.5299251148,23.5284664248,23.5308335098,23.5303150437,23.5302463192,23.7913337105,23.4867030678
996,23.5302794665,23.528274948,23.5310009401,23.5301752,23.5297660291,23.8085201955,23.5091665768
997,23.5301724006,23.5310041591,23.5298006863,23.531287373,23.5301864671,23.8162982417,23.5208583262
998,23.5302455333,23.5322168537,23.52900258,23.5299456469,23.5296879379,23.8195500182,23.5270932657
999,23.5310175787,23.5298038832,23.5295585021,23.5299639584,23.5304218933,23.8208851838,23.5306154363
1000,23.5294465007,23.5292015367,23.5313500757,23.5306010018,23.5303436635,23.8213633006,23.5325771705
1001,23.5311140592,23.5280669353,23.5295741186,23.5310529937,23.5303591818,23.8212552256,23.5334547535
1002,23.5302352911,23.5293741673,23.5313356818,23.5313134752,23.5301656387,23.8206660801,23.5335193688
1003,23.5305724034,23.5295099386,23.5292486187,23.5297770886,23.5295885333,23.8197151863,23.5329854172
1004,23.9632666616,23.9600577597,23.9628929795,23.9563846235,23.5791243841,23.7880939692,23.5264581432
1005,23.9699484379,23.9699133902,23.9703646466,23.9694483653,23.6160254622,23.7799300236,23.5156158329
1006,23.9700879077,23.9705778985,23.9699870608,23.9707369314,23.6279870019,23.7943075988,23.5077088548
1007,23.9702217641,23.9704293101,23.9701210431,23.9701049899,23.6320800066,23.8035180282,23.5021605563
1008,23.9702313037,23.9708773598,23.9702090288,23.9703243002,23.6340517144,23.8071400272,23.4978532632
1009,23.9700000135,23.9698743901,23.9701308935,23.970314323,23.6349185047,23.8086006179,23.4942906597
1010,23.9704541533,23.970824741,23.9699100216,23.9703508861,23.6352415688,23.8088991345,23.4912159998
1011,23.9701682808,23.9696579163,23.9702928239,23.9704675435,23.6352876564,23.8084727011,23.4884473475
1012,23.9699256763,23.9698628609,23.9701287771,23.9708957187,23.6351289574,23.807647084,23.4858775501
1013,23.9699411549,23.9696139368,23.9702827691,23.970088832,23.6348382252,23.8066197063,23.4834444792
1014,23.9700020461,23.96976726,23.9696041715,23.9693576096,23.6344574646,23.8053942146,23.4810930132
1015,23.9704717171,23.9695565153,23.9700131843,23.9697904235,23.6340110402,23.80407395,23.4787975679
1016,23.6165428384,23.6183038912,23.6149284109,23.6253787357,23.6104202193,23.8233642846,23.4765472147
1017,23.6097091196,23.6110556344,23.6106868913,23.6097387769,23.6098900829,23.8336244318,23.4743181363
1018,23.6104584622,23.6093839162,23.6092222564,23.6107898712,23.6095158619,23.8342097174,23.4720887586
1019,23.6095583791,23.6107527348,23.6109223173,23.6089294152,23.6105227506,23.8311073876,23.4698663528
1020,23.6108586463,23.6082820517,23.6104948407,23.6108706322,23.6099683059,23.8282315646,23.4676578281
1021,23.6100926912,23.6094461174,23.6100166071,23.6097906972,23.6098488715,23.8264343045,23.46547014
1022,23.6111323919,23.6087839469,23.6113791235,23.6108003049,23.6098356404,23.8252570692,23.4632980527
1023,23.6090945396,23.6079097182,23.610854134,23.609032203,23.6094719087,23.8242513032,23.4611331305
1024,23.6105194408,23.6084165605,23.6109456454,23.610310395,23.6102576117,23.8231038591,23.4589707016
1025,23.6098805175,23.6105041965,23.6092946442,23.6093599059,23.6095786812,23.8219455195,23.4568096626
1026,23.6100435802,23.6091624557,23.6089444136,23.6115077664,23.609461525,23.8207225451,23.4546506003
1027,23.6101342143,23.6098807265,23.6093980039,23.6104003527,23.6095142952,23.8194423227,23.4524883132
1028,23.7802979265,23.7772377909,23.7804525908,23.7731723929,23.7823498186,23.8181211399,23.4503311021
1029,23.7894979154,23.7898126862,23.7894325682,23.7884235399,23.7898116258,23.8357740256,23.4481766426
1030,23.7895237577,23.7912928911,23.7896060493,23.7881293249,23.7898790601,23.8584298439,23.4460310313
1031,23.7905843609,23.7916659258,23.7908857734,23.7902290044,23.790618024,23.8749183764,23.4438973003
1032,23.7892614587,23.7889726122,23.790633902,23.7913675286,23.7902464791,23.8837095066,23.4417755102
1033,23.7908425186,23.7900380644,23.7902095437,23.791468198,23.789485538,23.8874108233,23.4396664771
1034,23.7897430825,23.7887847041,23.7905915369,23.7912172706,23.7902380636,23.8887203387,23.437571438
1035,23.7910159087,23.790409092,23.789989872,23.7909632302,23.7903636654,23.8891473526,23.4354911926
1036,23.7894648361,23.7889611536,23.7912549061,23.7907153951,23.7899988539,23.889221521,23.4334257708
1037,23.7903818395,23.790169528,23.7900296507,23.7904009604,23.7896135535,23.8889735206,23.4313746551
1038,23.7886337751,23.7883905177,23.7899694751,23.7899917928,23.7893629584,23.8884436349,23.4293370541
1039,23.7894449571,23.7893993632,23.7894209156,23.7895027469,23.7904574005,23.8876659903,23.4273121713
1040,24.1732532612,24.1721921049,24.1729652715,24.1669382518,23.7512960448,23.8775560773,23.4265545515
1041,24.180769619,24.1787307851,24.1795400074,24.1807620458,23.6570419195,23.8647374739,23.4249925473
1042,24.1800563341,24.1799773994,24.1803242512,24.1788020276,23.573835143,23.8430336587,23.4227070075
1043,24.1797461699,24.1796116813,24.1810514782,24.179496646,23.5300128856,23.8090749189,23.4202341112
1044,24.1793999716,24.1795477223,24.1803071372,24.1790996805,23.515731834,23.7739576841,23.417870572
1045,24.1796924375,24.179757613,24.1795651519,24.1786315254,23.513221318,23.7483636295,23.4156694199
1046,24.1785730699,24.1796840605,24.1794566883,24.1786979415,23.5121871046,23.7343585068,23.4135902548
1047,24.179670947,24.1790528262,24.1797344083,24.1790431039,23.5099969937,23.7275879145,23.4115756752
1048,24.180046606,24.181112751,24.1799905019,24.1792671326,23.5072531997,23.723276745,23.4095863242
1049,24.1801392595,24.1798627166,24.1800149187,24.1791941388,23.5047719318,23.7191296833,23.4076050795
1050,24.1806518225,24.1798481301,24.1797913455,24.1788384385,23.5027696349,23.7147996467,23.405627436
1051,24.1795782802,24.1800806913,24.1793806697,24.1782699265,23.5010993111,23.7106122681,23.4036532775
1052,24.4066545129,24.4053719761,24.4106909541,24.3965543149,23.4995821721,23.7072238956,23.4016829442
1053,24.420081735,24.4196626353,24.420381612,24.4172097057,23.498127173,23.7134003964,23.3997109154
1054,24.4200870348,24.4196626886,24.4198421524,24.4209653784,23.4967546024,23.7210257801,23.3977439083
1055,24.4192337131,24.419126706,24.4201118187,24.4183662584,23.4954524427,23.7248606076,23.395779566
1056,24.4191543617,24.42100943,24.4187821269,24.4210608909,23.494207515,23.7250723018,23.3938233634
1057,24.4185935121,24.4183454193,24.4201435462,24.4186316752,23.4930097014,23.723733953,23.3918770585
1058,24.4207205518,24.4204727787,24.4210202826,24.4189749919,23.4918413143,23.7221106211,23.3899385628
1059,24.4185808857,24.4190948742,24.4195177548,24.4212856387,23.4906946915,23.7206571041,23.3880062971
1060,24.421291254,24.4219025101,24.4202352903,24.4196607176,23.4895659679,23.7192796334,23.3860797773
1061,24.4210822453,24.4203557925,24.4202672848,24.4210012346,23.4884520148,23.7179140547,23.3841591094
1062,24.4215536031,24.4198167306,24.420083328,24.4197684006,23.4873499916,23.7165135622,23.3822444567
1063,24.4213832247,24.4203451731,24.4202744694,24.4216128489,23.4862575562,23.7150632161,23.380335892
1064,24.4581976091,24.4568353137,24.4586108822,24.4545821328,23.4851742322,23.7136853991,23.3784335055
1065,24.460713054,24.4576392404,24.4603168801,24.4577061997,23.4833684176,23.7137877719,23.376537261
1066,24.4600136649,24.461525007,24.4609964275,24.4605109478,23.4815064891,23.7139325328,23.3746470349
1067,24.4585500502,24.459557964,24.4605804804,24.4590088041,23.4799880774,23.713346985,23.3727627769
1068,24.4609921739,24.4616788177,24.4589830489,24.4611066446,23.4787876308,23.7121026031,23.3708844988
1069,24.4605599042,24.4606733777,24.4586412449,24.4613854847,23.4777388505,23.710725295,23.369012264
1070,24.4598619773,24.4588724451,24.4601606227,24.4612637344,23.4767244272,23.7094204236,23.3671460896
1071,24.4611299283,24.458392867,24.4585657427,24.4582627086,23.4757051586,23.708187431,23.3652859733
1072,24.4588439162,24.4593191725,24.461190809,24.4598911718,23.4746822124,23.7069448331,23.3634318616
1073,24.4586255393,24.460892666,24.4597182564,24.4599710104,23.4736636771,23.7057339549,23.3615837115
1074,24.4595446571,24.4597871579,24.4595492235,24.4596141723,23.4726527025,23.7045454971,23.3597414582
1075,24.46008337,24.461180683,24.459326966,24.4601164001,23.4716482791,23.7033592113,23.3579050653
1076,24.4787308261,24.4809163085,24.4783259453,24.4792708346,23.4706421989,23.7007110772,23.3560744116
1077,24.4788786587,24.4806837878,24.4790366897,24.479647609,23.469633456,23.6972788298,23.3542494488
1078,24.4807874361,24.4821350476,24.4801562947,24.4815505928,23.468624725,23.6930399678,23.3524301541
1079,24.4802177516,24.4823309272,24.4799073224,24.4818108197,23.467618246,23.6882469899,23.3506165616
1080,24.4802977098,24.4804849348,24.47964934,24.4811313594,23.4666141521,23.6831319339,23.3488086979
1081,24.4793032757,24.4799755049,24.4801531043,24.4804874462,23.4656111505,23.677849385,23.3470066028
1082,24.4798267988,24.4791776126,24.4793070253,24.4801378444,23.4646077369,23.6725014328,23.3452102667
1083,24.479385887,24.4796712881,24.4785123122,24.4799382769,23.463602871,23.6671425402,23.3434196743
1084,24.4801638606,24.4818016545,24.4785881374,24.4797324759,23.4625960321,23.6617934006,23.3416347664
1085,24.479662263,24.479826532,24.47937922,24.4794696857,23.4615870209,23.6564896358,23.3398554972
1086,24.4801619779,24.4779088874,24.4804421091,24.4791625289,23.4605758387,23.651189598,23.3380817965
1087,24.4793813906,24.4784246058,24.4796172038,24.4788320573,23.4595625519,23.6458892417,23.3363136225
1088,24.2912535725,24.2927609942,24.288609009,24.298898649,23.4585489503,23.6430933702,23.3345509826
1089,24.2809634916,24.2788856432,24.2804941943,24.2815646081,23.4575293728,23.63559082,23.3327889067
1090,24.2790424681,24.2790847807,24.2792324863,24.2786774302,23.4564985929,23.6287523475,23.3310332652
1091,24.2782724082,24.2776470641,24.2797052927,24.2781327314,23.4554445125,23.6257352931,23.3292861873
1092,24.2792638863,24.2793381672,24.2801667196,24.2791382645,23.4543619992,23.6258093234,23.3275452355
1093,24.2791340029,24.2812881662,24.2806341331,24.2782759859,23.4532584741,23.6272842219,23.3258080188
1094,24.2805859,24.2787606879,24.2790076392,24.279254426,23.4521431295,23.6290656536,23.3240733593
1095,24.2811316809,24.2777174106,24.2799532454,24.2791613761,23.4510249385,23.6308156012,23.3223410561
1096,24.279498106,24.2807887562,24.2801226324,24.281061857,23.4499091166,23.6325637244,23.3206113093
1097,24.2798791978,24.280972706,24.2801707201,24.2816224282,23.4487977924,23.6344048833,23.318884428
1098,24.2800873433,24.2820489041,24.2808889244,24.2797802175,23.4476917095,23.636326237,23.3171606628
1099,24.2785734732,24.2801993768,24.2798317395,24.2806634758,23.4465912546,23.6382705492,23.315440235
1100,24.1665837243,24.1703698833,24.1640389626,24.1717683888,23.4454913834,23.6384271739,23.3137232439
1101,24.1603189812,24.1623817468,24.1598509479,24.1609498235,23.4443901935,23.6323510192,23.3120049729
1102,24.1612499838,24.1609217729,24.1612293683,24.1618589777,23.4432836835,23.6248064703,23.3102914044
1103,24.1592950365,24.1597994231,24.1612695152,24.1617427557,23.4421679787,23.6190193666,23.3085849638
1104,24.1599449751,24.1617149207,24.1600956024,24.1615214552,23.4410405248,23.6149940683,23.3068836766
1105,24.1585837613,24.1612539464,24.1591230764,24.1586950286,23.4399039969,23.6117540942,23.3051855795
1106,24.1607169252,24.1598686761,24.1589441852,24.1599327868,23.4387633473,23.6085614198,23.3034897847
1107,24.1608218475,24.159225874,24.1594131618,24.1598923033,23.4376225823,23.6053124408,23.3017962322
1108,24.1599947206,24.1596174193,24.160205097,24.1585385057,23.4364838246,23.6020489798,23.300105157
1109,24.1597728388,24.1606171431,24.1584821678,24.1591909543,23.4353478569,23.5987901428,23.2984168452
1110,24.16056938,24.1587312791,24.1591171897,24.1580113207,23.4342148625,23.595555064,23.2967315045
1111,24.1582689048,24.1597551149,24.1586548019,24.1582370386,23.433084812,23.5923218888,23.2950493087
1112,24.2271168651,24.2260815191,24.2271874077,24.2239771149,23.4319663511,23.5900191027,23.2933703784
1113,24.23107837,24.2291620275,24.2303621668,24.2287327672,23.4308594392,23.5913468113,23.2916948357
1114,24.2312418594,24.2298484517,24.2308914282,24.2307659686,23.4297647642,23.5934885329,23.2900228007
1115,24.2312555491,24.2319457455,24.2297910429,24.2305239487,23.4286850339,23.5946327869,23.2883545022
1116,24.2299731462,24.2289223581,24.2296324346,24.2305629551,23.4276209482,23.5947379272,23.286690233
1117,24.2303867316,24.2311599676,24.2310681032,24.2316613241,23.4265729742,23.5943352249,23.2850303023
1118,24.2298983677,24.2301142616,24.2285469004,24.2292430789,23.425530174,23.5939112521,23.2833749148
1119,24.2308175383,24.227971389,24.2307387041,24.2311081166,23.4244916094,23.5934899238,23.2817241917
1120,24.228666186,24.2300408168,24.2306969162,24.2307926858,23.4234592714,23.5931218676,23.2800781516
1121,24.2292662243,24.2308417878,24.229931342,24.2299253011,23.4224341483,23.5927662018,23.2784367872
1122,24.2314428025,24.2308257867,24.2302340005,24.2300752815,23.4214150306,23.5924036779,23.2768000493
1123,24.2297114745,24.231156833,24.2293361521,24.2312529819,23.4204003093,23.5920675046,23.2751679059
1124,23.7694748009,23.7695697964,23.7673265192,23.7820962646,23.4709889822,23.5941665322,23.2745503063
1125,23.7609787119,23.7612042878,23.7602228246,23.7590456292,23.7475042116,23.6046514985,23.2732777536
1126,23.7587375821,23.7598901341,23.7590011324,23.7606008246,23.7594521876,23.6349225421,23.2714175703
1127,23.7600101791,23.7613131491,23.7587191792,23.761563519,23.7606227961,23.6674572754,23.2693998988
1128,23.7586286534,23.7589581414,23.7592029437,23.7587870527,23.7601159477,23.6915776128,23.2674724025
1129,23.7596685957,23.7599633767,23.7610639565,23.7615560117,23.7597830046,23.7065149767,23.2656909207
1130,23.7613603617,23.7595045603,23.7607166695,23.760174364,23.7602209293,23.7159084434,23.2640179293
1131,23.7596836407,23.759189809,23.7609263946,23.760609938,23.7600229922,23.7229435505,23.2624047024
1132,23.7584847921,23.7604454652,23.7597027431,23.7598463311,23.7596732014,23.7291266424,23.2608218801
1133,23.7601677297,23.7593345446,23.7600026054,23.7596585854,23.7595935513,23.7348964379,23.2592576498
1134,23.7600332919,23.7588330915,23.7593574909,23.7609791201,23.7598130842,23.7403973242,23.2577085711
1135,23.7606193207,23.7614895706,23.7603266639,23.7605551082,23.7601805095,23.745733735,23.2561692518
1136,23.5349369973,23.537618884,23.5313090123,23.5449532724,23.5341189156,23.750202217,23.2613426657
1137,23.5219846437,23.519771654,23.5192743076,23.5225841675,23.52073546,23.7273930951,23.2688421597
1138,23.5213263853,23.5207545355,23.5189105699,23.5217114444,23.5197716039,23.6960304445,23.2748199192
1139,23.5199368522,23.5183455447,23.5190244588,23.5185796316,23.5197108163,23.6723048337,23.278225223
1140,23.5192940717,23.5188953777,23.5200515325,23.5206694989,23.5200026804,23.6590824567,23.2796043287
1141,23.5193305796,23.518361797,23.5192493637,23.5210464564,23.5204274766,23.6528763487,23.2798069845
1142,23.5197272121,23.5190145079,23.5201459538,23.5206358709,23.5202195752,23.6498733493,23.2794274866
1143,23.5204372811,23.5199906747,23.5201220458,23.5211871469,23.5193367709,23.6479928599,23.2787595929
1144,23.521327288,23.5203931648,23.5197668034,23.5192495651,23.5194607198,23.6465143435,23.2779194109
1145,23.5199865297,23.5180844174,23.5199052261,23.5213615287,23.5196957438,23.6453356236,23.2769526578
1146,23.5208147468,23.5218587735,23.5207334897,23.5186125313,23.5193602066,23.6444707428,23.2758867655
1147,23.5209353137,23.5209267795,23.5199419167,23.5190969652,23.5199346024,23.6438545272,23.2747453713
1148,23.7352873087,23.7330666262,23.7385513124,23.7280150834,23.7407560441,23.6427796343,23.2735488033
1149,23.749051622,23.7493252036,23.7489642217,23.7470795421,23.749827416,23.6656214983,23.2723087412
1150,23.7503551019,23.7479341383,23.7504259915,23.7510668084,23.7499038282,23.6946487158,23.271041205
1151,23.7505030119,23.7505284399,23.7503440694,23.7507893778,23.7503435514,23.7156787291,23.2697574023
1152,23.7506430485,23.7500649355,23.7494803684,23.7505107434,23.7500923545,23.726698716,23.2684590879
1153,23.7496369052,23.7503947652,23.7493600307,23.7496199051,23.749805591,23.7308983607,23.2671583842
1154,23.7506894198,23.7508289239,23.7504797446,23.7499667838,23.7499748903,23.7317196037,23.2658590552
1155,23.749583054,23.7505462534,23.7487380045,23.7517338799,23.750697118,23.7312366079,23.2645658474
1156,23.7513129136,23.7494490882,23.7495723381,23.7506543759,23.7495777458,23.730246505,23.2632855126
1157,23.7514992252,23.7510035667,23.7499922863,23.7491752961,23.7496605419,23.7288381215,23.2620236929
1158,23.7503166386,23.7492993641,23.7492583409,23.7502094174,23.7502933951,23.7271245645,23.2607847594
1159,23.7492120543,23.7491223559,23.7488517885,23.7504155924,23.749606828,23.7252417912,23.2595724888
1160,23.9462934431,23.9439422203,23.9504431483,23.9394503502,23.9507021554,23.7231423506,23.2583903968
1161,23.9581809467,23.9600613086,23.9596567581,23.9570277498,23.959496383,23.7436487993,23.257241951
1162,23.9599160413,23.9605902292,23.9590257787,23.9579767153,23.9605679201,23.7707572111,23.256131019
1163,23.9601647737,23.9612412482,23.9607446438,23.9592614584,23.9606582314,23.7911397051,23.2550629894
1164,23.9600237647,23.9596425911,23.9610997929,23.9593666424,23.9596185128,23.8023031201,23.2540445254
1165,23.9597033812,23.9608449363,23.9606091168,23.9615425745,23.9607281896,23.8070155487,23.2530826306
1166,23.9590025468,23.9589598623,23.9592618321,23.9600204186,23.9598494771,23.8087022003,23.2521841602
1167,23.9599739657,23.958960205,23.961124103,23.9595401887,23.9600643726,23.8091317024,23.2513556642
1168,23.9600326957,23.9608247157,23.959902969,23.9590380641,23.9596721114,23.8091737287,23.2506029431
1169,23.9600411659,23.9603446596,23.9602285504,23.9607271769,23.9606953143,23.8092243597,23.2499307565
1170,23.9600476065,23.9589564923,23.9606417856,23.9613032013,23.9593069977,23.8095002911,23.2493422309
1171,23.9600539348,23.9592740421,23.9596339524,23.9595229276,23.9600944417,23.8098347888,23.2488391375
1172,23.7703903536,23.7687013929,23.7601676039,23.7711046463,23.7610815372,23.8123841924,23.2484218042
1173,23.7516820668,23.7513597684,23.7494388438,23.7517918779,23.7506914629,23.7875604033,23.2480896095
1174,23.7502025063,23.7501481662,23.7489219899,23.7492087165,23.7501251976,23.7530304965,23.247840216
1175,23.7500657746,23.7500504289,23.7492777897,23.7510295257,23.7492697805,23.7253073681,23.2476686036
1176,23.7500502463,23.7500403844,23.7486285595,23.7484732305,23.7494020094,23.7081150566,23.2475660275
1177,23.75004738,23.7500383363,23.7497677634,23.7483340684,23.7494751937,23.6982632554,23.2475182159
1178,23.7500461607,23.7500366907,23.7489303652,23.7491589091,23.7499921435,23.6919900977,23.2475055845
1179,23.7500449289,23.7500346061,23.7488882326,23.7492953925,23.7499047002,23.6871485889,23.2475434057
1180,23.7500434817,23.7500324799,23.7490121573,23.7486521394,23.7501346048,23.6829115836,23.2476503012
1181,23.7500420052,23.7500305183,23.7507812592,23.7513230361,23.74994656,23.6791068381,23.2478369884
1182,23.7500406092,23.7500287232,23.7500116604,23.7502438971,23.7502899604,23.675750208,23.248105742
1183,23.7500393154,23.7500270531,23.7496904355,23.7511711746,23.7503188672,23.6727661496,23.248454166
1184,23.9736190661,23.9835232797,23.9868229084,23.9738740291,23.9888624931,23.6716230693,23.248877706
1185,23.9965728234,23.998083979,24.0004330439,23.9957973039,23.9993426306,23.7040000898,23.2493716429
1186,23.9996012014,24.000194181,24.0004508034,24.0010833517,24.000689064,23.7460571565,23.2499317901
1187,23.9999745901,23.9996902377,23.9989155958,24.0008081188,24.0001749167,23.7794428505,23.2505560727
1188,24.0000227801,23.999541595,23.998962667,24.0006737255,24.0004623172,23.8007070418,23.2512436982
1189,24.0000283307,24.0006130503,23.9997074088,24.0012156936,23.9996288066,23.8139237736,23.2519937864
1190,24.0000280872,24.0007709216,23.9994634439,24.0008129971,24.0006703038,23.8234252934,23.2528037273
1191,24.0000267948,23.9999317889,23.9997961737,23.9987003201,24.0008115214,23.8316809806,23.2536694854
1192,24.0000252171,23.999713436,23.9990448714,23.9985926789,24.0005189711,23.8394459691,23.2545857034
1193,24.0000235079,23.999439261,24.0008222872,24.0008415552,24.0005211589,23.8468295444,23.2555466825
1194,24.0000216935,23.999961289,23.9992568156,24.0002161865,24.0000074491,23.8539279607,23.2565464878
1195,24.0000197716,24.0007812694,23.9987615708,23.9992444638,24.0006518444,23.8607171479,23.2575796593
1196,23.7475154624,23.7126191983,23.7049563829,23.7281533951,23.7094834707,23.8715526585,23.2586410714
1197,23.6994744771,23.6915988203,23.6902741014,23.6948315563,23.6905673714,23.8370311987,23.2597262704
1198,23.6916919792,23.6908695899,23.6891349687,23.6905385278,23.6906574792,23.7864922463,23.2608304435
1199,23.6903236319,23.68996361,23.6909967353,23.6900765498,23.6904987402,23.7487136338,23.2619472095
1200,23.6900817334,23.6901025478,23.691093053,23.6900272722,23.6899224056,23.7294592508,23.2630684988
1201,23.6900396338,23.6908780993,23.6890534123,23.6900223348,23.6902323987,23.7222806743,23.264186915
1202,23.6900331222,23.6909863,23.6904177341,23.690022501,23.6904030682,23.7202604788,23.2652971485
1203,23.6900318673,23.6908411413,23.6910971973,23.6900225154,23.6900098654,23.7197710996,23.2663963646
1204,23.6900312435,23.689174165,23.6902235906,23.6900225491,23.6905052091,23.7196747409,23.2674827147
1205,23.6900304389,23.6898134573,23.6902435747,23.6900224019,23.6897134674,23.7198914938,23.2685543095
1206,23.6900295811,23.6889770639,23.6908670219,23.6900221512,23.6895394448,23.7203987018,23.2696077633
1207,23.6900287885,23.6896176185,23.689234634,23.690021706,23.6897160359,23.7211759708,23.2706403659
1208,24.0924203723,24.1008140998,24.1038979403,24.0967174843,23.6752938506,23.7274676261,23.2710155033
1209,24.1094152056,24.1089482084,24.1101030689,24.1098187331,23.6048590583,23.7479636037,23.2717801827
1210,24.1099308312,24.1101429058,24.110785544,24.1098968106,23.5350281445,23.7547774364,23.2728877645
1211,24.1100009827,24.1097872861,24.1095901992,24.1099014767,23.4989793911,23.740156783,23.2740661295
1212,24.1100070807,24.1094221938,24.1102187568,24.1088872621,23.4884447645,23.7181683214,23.2751604347
1213,24.1100051102,24.1097776569,24.1108049647,24.1097535154,23.4875474572,23.70257583,23.2761420913
1214,24.1100030953,24.1080974118,24.1093535297,24.1109139565,23.4867666412,23.6960280186,23.2770363724
1215,24.110001013,24.1092423889,24.1104885625,24.1100917138,23.4846460317,23.6946741922,23.2778707127
1216,24.1099986262,24.109110181,24.1109095973,24.1100083157,23.4822417684,23.6946425967,23.2786586702
1217,24.1099960652,24.1085361909,24.1109822532,24.109997594,23.4801905152,23.6943228111,23.2794020853
1218,24.1099935994,24.1085570389,24.1099838985,24.10999406,23.4784955603,23.6936794332,23.280096908
1219,24.1099915866,24.1110580248,24.1090754974,24.1099913439,23.4765950078,23.6927445675,23.2807375954
1220,23.8632283869,23.8555626431,23.8534232329,23.8636871038,23.5267291625,23.6957024603,23.2809290496
1221,23.8505169451,23.8507263777,23.8498699004,23.8505836544,23.5608721057,23.6897740435,23.2815697919
1222,23.8499929147,23.8488494282,23.850187241,23.8499928807,23.8378638916,23.7075631231,23.2821881842
1223,23.8499955247,23.8503417973,23.8508905015,23.8499945481,23.8494482791,23.7506199198,23.282650457
1224,23.8499958245,23.8487501107,23.8500223367,23.8499947451,23.8501244355,23.7912330891,23.2829658177
