,b0,b1,b2,b3,b4,b5,b6
941,28.8066789736,24.1943185445,24.1600373725,40.235352212,27.904395825,0.0454655092678,21.5020105207
942,28.8066592305,24.1942652203,24.1600257386,40.234961986,27.9043637002,0.0455430779951,21.5020097407
943,28.8066391161,24.1942289286,24.1600195504,40.2345823275,27.9043311167,0.045617250653,21.5020089608
944,28.4042777099,23.8573330577,23.8224453218,39.6657286823,27.5087116862,0.0502059138192,21.212433975
945,28.40421603,23.8576564496,23.8243948949,39.6664147815,27.5182651593,0.0459388227898,21.2003025341
946,28.404256644,23.8565186308,23.823992564,39.6648826419,27.5092183267,0.0482997772242,21.200312192
947,28.4042224053,23.8568100277,23.8240987999,39.664977673,27.5110062393,0.0474616559103,21.2003218499
948,28.404212325,23.856740065,23.8241034066,39.6645607306,27.5109663649,0.0475123169897,21.2003315078
949,28.4041996381,23.8567294971,23.8241053846,39.664213456,27.5109922924,0.0475139836188,21.2003411657
950,28.4041904944,23.8567175898,23.8241153208,39.6639774898,27.5110235314,0.0475016409626,21.2003435163
951,28.404181925,23.8567432664,23.8241189372,39.6637343295,27.5110513642,0.0474945473769,21.2003458669
952,28.4041735167,23.8567501085,23.8241225484,39.6634933906,27.5110779056,0.047488334717,21.2003482175
953,28.4041652632,23.8567754182,23.8241323934,39.6632551563,27.511103581,0.047482731353,21.2003505681
954,28.4041571503,23.8567636086,23.8241328655,39.6630188371,27.5111224717,0.0474800254091,21.2003529187
955,28.4041490838,23.8567886362,23.824142638,39.6627860738,27.5111400862,0.0474774191101,21.2003552693
956,28.4041412562,23.8567951457,23.8241461952,39.6625517797,27.5111569084,0.0474765145659,21.2003576199
957,28.4041333813,23.8568016283,23.8241466756,39.662399685,27.5111820972,0.0474583269969,21.2003599705
958,28.4041255425,23.8568080097,23.8241594115,39.6622707676,27.51119303,0.0474417418724,21.2003623211
959,28.4041176753,23.8568323879,23.8242456306,39.6621326532,27.5112039982,0.047426564768,21.2003646717
960,28.4041096776,23.8569383891,23.8242522206,39.6619897778,27.5112135025,0.047412117388,21.2003670223
961,28.4041016473,23.8569445769,23.82425878,39.6618414699,27.5112184901,0.0474001295707,21.2003693729
962,28.4040888078,23.8569020888,23.824261974,39.6615305748,27.511197383,0.047420876102,21.2003850094
963,28.4040749985,23.8568236338,23.8242742119,39.6612504134,27.5111708681,0.047433802994,21.200400646
964,28.4040613557,23.8567984001,23.8242803792,39.6609801001,27.5111415627,0.047446908603,21.2004162826
965,28.4040481539,23.8567199162,23.8242895352,39.6607144948,27.5111123663,0.0474612899493,21.2004319192
966,28.4040352488,23.8566766341,23.8242986646,39.6604614568,27.5110859636,0.0474739166779,21.2004475558
967,28.4040231879,23.8566156525,23.8243077632,39.6602181725,27.5110600929,0.0474887387968,21.2004631924
968,28.6761710779,24.0855815837,24.0519108567,40.0452254965,27.7900786612,0.0456886285107,21.4045978573
969,28.676254853,24.0840985277,24.0513755312,40.043484293,27.7735854301,0.0478805702524,21.4046239318
970,28.6762088501,24.0848887761,24.0516717613,40.0441040986,27.7789816426,0.0459674353121,21.4046500063
971,28.6762200097,24.0846497181,24.0517117264,40.0435683619,27.7770384913,0.0462848791975,21.4046760807
972,28.6762194286,24.0846091296,24.0517285167,40.0432942975,27.7770256746,0.0462743780852,21.4047021552
973,28.6762176218,24.084567136,24.0517553776,40.0430669009,27.7769738241,0.0462647593725,21.4047282297
974,28.6762173069,24.0845211016,24.0517668291,40.0428302085,27.7769386907,0.0462586524823,21.4047550707
975,28.6762175962,24.0844592708,24.0517936445,40.0426080636,27.7769035029,0.0462529995961,21.4047819116
976,28.6762188985,24.0844129282,24.0518101725,40.0424019233,27.7768735457,0.0462475279536,21.4048087526
977,28.6762143662,24.0843510989,24.0518317468,40.0422472452,27.7768503664,0.0462028365216,21.4048355936
978,28.6762873647,24.0843350528,24.0518531937,40.0421668354,27.7768224754,0.0461690360597,21.4048624346
979,28.6762867135,24.084360145,24.0519614879,40.0421206035,27.7768023021,0.0461234592195,21.4048892755
980,28.2380890788,23.7173074756,23.6843568242,39.4225367494,27.3445748234,0.0509805560249,21.09063208
981,28.2379982252,23.7176035444,23.6862323466,39.423951675,27.355974814,0.0458644401019,21.0771620199
982,28.2380854629,23.7163865405,23.6858123252,39.4235297872,27.3457025761,0.0480009635143,21.0771975591
983,28.2380803218,23.7164767356,23.6859767192,39.4231503391,27.3475068494,0.0473090984121,21.0772757157
984,28.2380912086,23.7165141029,23.6859963391,39.4233149048,27.3475588379,0.0471992676756,21.0772948518
985,28.2381033779,23.7165230156,23.6860220806,39.4234611945,27.3476542739,0.0470868078851,21.0773139879
986,28.2381159684,23.716563719,23.6860369942,39.4235711678,27.3477417304,0.0469834919744,21.077333124
987,28.2381302648,23.7165725978,23.6860626328,39.4236553019,27.3478227729,0.046886958532,21.0773522602
988,28.2381447198,23.7166131064,23.6860828749,39.4237193399,27.3478974653,0.0467962113901,21.0773713963
989,28.2381602105,23.7166219927,23.6860977917,39.4237670257,27.3479673061,0.0467100540536,21.0773905324
990,28.238174908,23.7166308829,23.6861206547,39.423800912,27.3480339145,0.0466274464619,21.0774096685
991,28.2381923156,23.7166711968,23.6861382093,39.4238232333,27.348097255,0.0465480236239,21.0774288047
992,28.5694876452,23.9955984879,23.9632690927,39.893635826,27.6889110255,0.0453118289562,21.3138850464
993,28.5696165535,23.9939799389,23.9626163586,39.8912024695,27.6679497436,0.046932462219,21.3138954843
994,28.5695638827,23.9948243427,23.9629541075,39.8923029486,27.6756435403,0.0452617708837,21.3139059221
995,28.5695862253,23.9946626641,23.9628937779,39.8920017245,27.6726313789,0.0452367418474,21.31391636
996,28.5695944722,23.9946675098,23.9629019137,39.8919976792,27.6725549668,0.0452117128111,21.3139267979
997,28.5696034042,23.9946992903,23.9629100505,39.8920478587,27.6726433494,0.0451866837749,21.3139372358
998,28.569611692,23.9947041402,23.9629224816,39.8920421733,27.6725669379,0.0451616547386,21.3139476737
999,28.5696200028,23.9947089903,23.962934896,39.8920884398,27.672736595,0.0451366257023,21.3139581116
1000,28.5696296295,23.9947406121,23.9629472938,39.8921072066,27.6726613061,0.0451115966661,21.3139685495
1001,28.5696366914,23.9947454624,23.9629511698,39.892125122,27.6727485661,0.0450865676298,21.3139789873
1002,28.5696469781,23.9947769267,23.9629720398,39.8921422711,27.6727545517,0.0450615385935,21.3139894252
1003,28.5696547281,23.9947817771,23.9629717045,39.8921343172,27.6727605372,0.0450365095573,21.3139998631
1004,29.0901528706,24.4333681922,24.3982777883,40.6266554306,28.2156797471,0.0550552427721,21.7045846747
1005,29.0903377866,24.431365193,24.3977492465,40.6278738363,28.2156929898,0.0548977829554,21.7046038108
1006,29.0903802199,24.4310790578,24.397639355,40.6272725853,28.2157038798,0.0548518963889,21.7046229469
1007,29.0903987202,24.4310993235,24.3976541637,40.6272139923,28.2157147412,0.0548060098224,21.7046420831
1008,29.0904172211,24.4311527325,24.397672361,40.6271533229,28.2157255945,0.0547601232559,21.7046612192
1009,29.0904362391,24.4311728685,24.3976906265,40.6271270656,28.215736452,0.0547142366894,21.7046803553
1010,29.0904542547,24.4311925915,24.3977055429,40.6270845516,28.215747315,0.0546683501229,21.7046994914
1011,29.0904727695,24.431212669,24.3977253817,40.6269581858,28.2157581828,0.0546224635564,21.7047186276
1012,29.0904918035,24.4312323353,24.3977419614,40.6269147987,28.215769055,0.0545765769899,21.7047377637
1013,29.090509851,24.4312519978,24.3977618106,40.626889566,28.2157799314,0.0545306904234,21.7047568998
1014,29.0905283978,24.4312826771,24.3977784415,40.6268299351,28.2157908118,0.054484803857,21.7047760359
1015,29.0905469634,24.4313025854,24.3977965542,40.6268024792,28.2158016959,0.0544389172905,21.704795172
1016,28.6645583598,24.0747316947,24.0425894319,40.0240106808,27.7669701759,0.0447688775072,21.3853017204
1017,28.6643683518,24.0751371349,24.0424273579,40.0267501321,27.7676291046,0.0445776438924,21.3852825843
1018,28.6644272963,24.0740042207,24.0419729909,40.0249956815,27.7664738685,0.0446235304589,21.3852634481
1019,28.6643898841,24.0742501111,24.0420578382,40.0254088442,27.7668538067,0.0446694170253,21.385244312
1020,28.6643676111,24.0742163707,24.0420349466,40.0255530869,27.7667136619,0.0447153035918,21.3852251759
1021,28.6643481395,24.0742322867,24.0420200246,40.0255705803,27.7668318597,0.0447611901583,21.3852060398
1022,28.6643264351,24.0741985471,24.0420051026,40.025672346,27.7668208862,0.0448070767248,21.3851869037
1023,28.6643075194,24.0741896358,24.041982151,40.0256898394,27.7668099127,0.0448529632913,21.3851677675
1024,28.6642852633,24.0741807253,24.0419672293,40.0257916051,27.7669270265,0.0448988498578,21.3851486314
1025,28.6642663433,24.0741718147,24.0419442168,40.0258090984,27.7667879656,0.0449447364243,21.3851294953
1026,28.6642452021,24.0741379359,24.0419292954,40.0259108643,27.7669050797,0.0449906229908,21.3851103592
1027,28.6642251714,24.0741415293,24.0419103055,40.0260122987,27.7668941063,0.0450365095573,21.3850912231
1028,28.8772007315,24.2533108501,24.2199908315,40.3281618437,27.9876693156,0.0450615385935,21.5448179429
1029,28.8772649746,24.2523166203,24.2195874189,40.3264505206,27.9709827104,0.0450865676298,21.5448075051
1030,28.8772176619,24.2527908372,24.2197702381,40.3272608578,27.9789442018,0.0451115966661,21.5447970672
1031,28.8772127434,24.252694377,24.2197258807,40.3271881551,27.9773761358,0.0451366257023,21.5447866293
1032,28.8772028312,24.2526663054,24.2197103408,40.3271852053,27.9771655222,0.0451616547386,21.5447761914
1033,28.8771898815,24.2526846678,24.219702203,40.3272177308,27.9771595377,0.0451866837749,21.5447657535
1034,28.8771799657,24.2526565972,24.2196940654,40.3272502563,27.9772561462,0.0452117128111,21.5447553156
1035,28.8771670232,24.2526749608,24.2196822066,40.3272827818,27.977147569,0.0452367418474,21.5447448778
1036,28.8771571038,24.252646891,24.2196777904,40.3273153074,27.9771415847,0.0452617708837,21.5447344399
1037,28.8771441683,24.2526652557,24.219662197,40.3273478329,27.9771356005,0.0452867999199,21.544724002
1038,28.8771342453,24.2526371867,24.2196577946,40.3273803585,27.9771296164,0.0453118289562,21.5447135641
1039,28.8771213169,24.2526555526,24.2196459226,40.3274128841,27.9772262254,0.0453368579925,21.5447031262
1040,29.3385297781,24.6414834241,24.6054039033,40.9828144113,28.456551504,0.0554045575052,21.8907811652
1041,29.3387292131,24.6386757938,24.6046288759,40.9780035701,28.456802665,0.0553816776565,21.8907620291
1042,29.3386217194,24.6398852112,24.6050749501,40.9800878359,28.4567917278,0.055427564223,21.890742893
1043,29.3386195861,24.6396007317,24.6049581614,40.9797379487,28.4567808013,0.0554734507895,21.8907237569
1044,29.3385995553,24.6395918296,24.6049375325,40.9797444823,28.4567698618,0.055519337356,21.8907046208
1045,29.3385786839,24.6395829269,24.6049226128,40.9798041127,28.4567589211,0.0555652239225,21.8906854846
1046,29.3385586531,24.6395740249,24.6049076933,40.9798637434,28.4567479833,0.055611110489,21.8906663485
1047,29.3385369491,24.6395651236,24.6048927739,40.979923374,28.4567370478,0.0556569970555,21.8906472124
1048,29.3385169182,24.639575241,24.6048778546,40.9799830047,28.4567261142,0.055702883622,21.8906280763
1049,29.3384960548,24.6395473224,24.6048629355,40.9800426355,28.4567151821,0.0557487701884,21.8906089402
1050,29.3384751939,24.6395574405,24.6048480164,40.9801022663,28.4567042511,0.0557946567549,21.890589804
1051,29.338455163,24.6395485405,24.6048330973,40.9801618971,28.4566933208,0.0558405433214,21.8905706679
1052,29.622446142,24.8785519127,24.8423256822,41.3828934009,28.7320810792,0.0558405433214,22.1035535449
1053,29.6225475134,24.8772121234,24.8417893172,41.3805419027,28.7320811071,0.0558405433214,22.1035535449
1054,29.6224995087,24.8778542492,24.8420491897,41.3816204283,28.732081135,0.0558405433214,22.1035535449
1055,29.6225084185,24.8776751184,24.8419950883,41.3813566665,28.7320811621,0.0558405433214,22.1035535449
1056,29.6225084183,24.8776751265,24.8419856953,41.3814014251,28.7320811881,0.0558405433214,22.1035535449
1057,29.6225084182,24.8776415498,24.8419904084,41.3813115821,28.732081192,0.0558405433214,22.1035535449
1058,29.6225069107,24.8776751414,24.8419856994,41.3813566702,28.732081236,0.0558405433214,22.1035535449
1059,29.6225084177,24.8776415661,24.8419809615,41.3813566714,28.7320812582,0.0558405433214,22.1035535449
1060,29.6225054121,24.8776751551,24.841985703,41.3813115871,28.7320812795,0.0558405433214,22.1035535449
1061,29.6225069102,24.877641579,24.8419809649,41.3813566735,28.7320813,0.0558405433214,22.1035535449
1062,29.6225054118,24.8776584163,24.8419809666,41.3813115891,28.7320813195,0.0558405433214,22.1035535449
1063,29.6225054116,24.8776584221,24.8419809681,41.3813566754,28.7320813382,0.0558405433214,22.1035535449
1064,29.6698261465,24.9174758884,24.8815525608,41.4484248826,28.7779733186,0.0558655723577,22.1390402532
1065,29.6698312246,24.9172424719,24.8814536705,41.4481082001,28.7779673454,0.055890601394,22.1390298153
1066,29.6698128958,24.9173700583,24.8814876923,41.4483178279,28.7779613711,0.0559156304302,22.1390193775
1067,29.669803433,24.9172996048,24.88146575,41.4482624424,28.7779553937,0.0559406594665,22.1390089396
1068,29.6697910441,24.9173276979,24.8814529553,41.4483390813,28.7779494124,0.0559656885028,22.1389985017
1069,29.6697815814,24.9172898856,24.8814448163,41.448327493,28.7779434283,0.055990717539,22.1389880638
1070,29.669769923,24.917285025,24.8814366771,41.4483600181,28.7779374427,0.0560157465753,22.1389776259
1071,29.6697582668,24.9172801642,24.8814191425,41.4483481098,28.7779314567,0.0560407756116,22.138967188
1072,29.6697488041,24.9172753032,24.8814203986,41.4484250685,28.7779254704,0.0560658046478,22.1389567501
1073,29.6697364152,24.9172704421,24.8813981241,41.44841316,28.7779194835,0.0560908336841,22.1389463123
1074,29.6697254895,24.9172489875,24.8813947246,41.4484456851,28.7779134959,0.0561158627204,22.1389358744
1075,29.6697145637,24.9172607192,24.8813818453,41.4484782101,28.7779075074,0.0561408917566,22.1389254365
1076,29.6933692376,24.9371919463,24.9011749623,41.4821104329,28.8008515295,0.0561617492869,22.1566653113
1077,29.6933665364,24.9370908833,24.9011316912,41.4819642058,28.8008465645,0.0561826068171,22.1566566131
1078,29.6933503262,24.9371838603,24.9011569329,41.4821646443,28.8008415999,0.0562034643473,22.1566479149
1079,29.6933412212,24.9371798179,24.9011501524,41.4821917501,28.8008366373,0.0562243218775,22.1566392166
1080,29.6933293311,24.9371916838,24.9011522827,41.4822614277,28.8008316774,0.0562451794077,22.1566305184
1081,29.6933188454,24.9372192374,24.9011543102,41.482330808,28.8008267202,0.056266036938,22.1566218202
1082,29.6933070026,24.9372308855,24.9011518961,41.4823998946,28.8008217655,0.0562868944682,22.1566131219
1083,29.6932965403,24.937258006,24.9011537728,41.4824686909,28.800816813,0.0563077519984,22.1566044237
1084,29.6932847437,24.937284842,24.9011555509,41.4825372003,28.8008118626,0.0563286095286,22.1565957254
1085,29.6932743041,24.9372808047,24.9011572318,41.4826054261,28.8008069141,0.0563494670589,22.1565870272
1086,29.6932625526,24.9373073607,24.9011588172,41.4826733716,28.8008019675,0.0563703245891,22.156578329
1087,29.6932521352,24.9373336395,24.9011561852,41.4827410399,28.8007970228,0.0563911821193,22.1565696307
1088,29.4565955595,24.7381314274,24.7032378979,41.1471522171,28.571307281,0.0563911821193,21.9790838999
1089,29.4565123182,24.7392197839,24.7036757735,41.1490188117,28.5713073198,0.0563911821193,21.9790838999
1090,29.4565534572,24.7386893197,24.7034505455,41.1481056598,28.5713073596,0.0563911821193,21.9790838999
1091,29.4565460974,24.738760152,24.7034927508,41.1482515004,28.5713074002,0.0563911821193,21.9790838999
1092,29.456546097,24.7387776554,24.7034875927,41.1482515022,28.5713074412,0.0563911821193,21.9790838999
1093,29.4565475512,24.7387601753,24.7034824024,41.1482032661,28.5713074762,0.0563911821193,21.9790838999
1094,29.4565475509,24.7387249496,24.7034719219,41.1482032684,28.5713075242,0.0563911821193,21.9790838999
1095,29.4565490137,24.7387249617,24.703471925,41.1481546587,28.5713075663,0.0563911821193,21.9790838999
1096,29.4565504851,24.7387249739,24.7034613125,41.1481546604,28.5713076087,0.0563911821193,21.9790838999
1097,29.4565504848,24.7386894026,24.7034559577,41.1481056713,28.5713076515,0.0563911821193,21.9790838999
1098,29.456551965,24.7386894149,24.703450569,41.1480562976,28.5713076946,0.0563911821193,21.9790838999
1099,29.456553454,24.7386534939,24.7034396859,41.1480562993,28.571307738,0.0563911821193,21.9790838999
1100,29.3145561804,24.61919492,24.5847004896,40.9467103488,28.4336139459,0.0563911821193,21.8725924614
1101,29.3145054277,24.6198576792,24.5849763152,40.9478969569,28.4336139887,0.0563911821193,21.8725924614
1102,29.3145271953,24.6195600169,24.5848517539,40.9474267177,28.4336140817,0.0563911821193,21.8725924614
1103,29.3145225344,24.6196366974,24.5848816446,40.9475342606,28.4336141526,0.0563911821193,21.8725924614
1104,29.3145194736,24.6196744745,24.5848875098,40.9475873614,28.4336142265,0.0563911821193,21.8725924614
1105,29.314519473,24.6196744949,24.5848933372,40.9475873639,28.4336143035,0.0563911821193,21.8725924614
1106,29.3145164486,24.6196932542,24.5848991272,40.947666194,28.4336143833,0.0563911821193,21.8725924614
1107,29.3145164479,24.6197119213,24.58490488,40.9476661967,28.4336144655,0.0563911821193,21.8725924614
1108,29.3145149488,24.619730497,24.5849105961,40.9476922599,28.4336145499,0.0563911821193,21.8725924614
1109,29.3145134586,24.6197489818,24.5849106018,40.9477440653,28.4336146366,0.0563911821193,21.8725924614
1110,29.3145119772,24.6197490059,24.5849219192,40.9477440684,28.4336147253,0.0563911821193,21.8725924614
1111,29.3145119764,24.6197856812,24.5849219253,40.9477954549,28.4336148161,0.0563911821193,21.8725924614
1112,29.3973398908,24.689484734,24.6541934327,41.0652664924,28.5139362807,0.0563911821193,21.9347124672
1113,29.3973707371,24.6890859712,24.6540330723,41.0645477566,28.5139363371,0.0563911821193,21.9347124672
1114,29.3973562289,24.6892822307,24.6541093227,41.0648934699,28.5139363935,0.0563911821193,21.9347124672
1115,29.3973590624,24.6892473433,24.6540882245,41.0647966209,28.5139364481,0.0563911821193,21.9347124672
1116,29.3973597756,24.6892121148,24.6540882282,41.064796623,28.5139364998,0.0563911821193,21.9347124672
1117,29.3973590616,24.6892473707,24.6540882312,41.0647966234,28.5139365282,0.0563911821193,21.9347124672
1118,29.3973597747,24.6892121442,24.6540774843,41.0647476359,28.513936611,0.0563911821193,21.9347124672
1119,29.3973590605,24.6892121578,24.6540882389,41.0647966304,28.5139366634,0.0563911821193,21.9347124672
1120,29.3973604896,24.6892298351,24.6540774906,41.06474764,28.5139367068,0.0563911821193,21.9347124672
1121,29.3973590598,24.6892121813,24.6540774934,41.0647476413,28.513936743,0.0563911821193,21.9347124672
1122,29.3973590594,24.6892121921,24.654077496,41.0647476427,28.5139367795,0.0563911821193,21.9347124672
1123,29.3973604886,24.6892122027,24.6540720718,41.0647476441,28.5139368161,0.0563911821193,21.9347124672
1124,28.8412577387,24.2239589984,24.1882563631,40.2766542423,27.9743788671,0.0567388809237,21.5176296979
1125,28.8410117146,24.2241911745,24.1901500796,40.2814085684,27.9613157415,0.0463964205278,21.5176383962
1126,28.8411408513,24.2224836933,24.1895401538,40.2783433786,27.935240081,0.0464020349208,21.5176470944
1127,28.84112658,24.2228196074,24.1896684845,40.2787915514,27.947332839,0.0463547054673,21.5176557926
1128,28.8411374182,24.222800685,24.1896752386,40.2787643936,27.9445999756,0.0463338479371,21.5176644909
1129,28.8411456576,24.2228275836,24.189682022,40.278807246,27.9445127962,0.0463129904069,21.5176731891
1130,28.8411556276,24.2228087926,24.1896811253,40.2787101854,27.9445177849,0.0462921328767,21.5176818873
1131,28.8411664711,24.2228128459,24.1896879085,40.2787181574,27.9444301599,0.0462712753464,21.5176905856
1132,28.8411755759,24.222816899,24.1896869546,40.278655977,27.9444351485,0.0462504178162,21.5176992838
1133,28.8411846806,24.222797982,24.1896937377,40.2786288727,27.9444401371,0.046229560286,21.5177079821
1134,28.8411955355,24.2228020347,24.1896927261,40.2786017685,27.9444451255,0.0462087027558,21.5177166803
1135,28.8412046403,24.222851902,24.1896995092,40.2785393894,27.944450114,0.0461878452256,21.5177253785
1136,28.5573299435,23.9839286107,23.9523437801,39.8760977128,27.6562809895,0.0477283068458,21.3046520434
1137,28.5572438807,23.9853852875,23.9529257206,39.8783538555,27.6722477565,0.0460960720926,21.3046711795
1138,28.5573128749,23.9847524515,23.9526785732,39.8772063985,27.6618563495,0.0460501855261,21.3046903156
1139,28.557323233,23.9848650804,23.9527480932,39.8773218341,27.6639040256,0.0460042989596,21.3047094518
1140,28.5573413683,23.9849249618,23.9527718635,39.8773896484,27.6641036548,0.0459584123931,21.3047285879
1141,28.557360456,23.9849338783,23.9527867864,39.877330019,27.6641770203,0.0459125258266,21.304747724
1142,28.5573795469,23.9849680589,23.952810487,39.8773121952,27.6641879942,0.0458666392601,21.3047668601
1143,28.5573986469,23.9849894143,23.9528253803,39.8772940134,27.6641988648,0.0458207526936,21.3047859962
1144,28.5574177398,23.9850109737,23.9528446875,39.8772344097,27.6643339755,0.0457748661271,21.3048051324
1145,28.5574377703,23.9850198876,23.9528639556,39.877256811,27.6643449469,0.0457289795607,21.3048242685
1146,28.5574559427,23.985078639,23.9528832122,39.8771563248,27.6643559379,0.0456830929942,21.3048434046
1147,28.5574759722,23.9850627407,23.9528981393,39.8771781279,27.6644900508,0.0456372064277,21.3048625407
1148,28.8296466497,24.2140863398,24.1804758828,40.2631367851,27.9463660801,0.0456121773914,21.5089815691
1149,28.8297496141,24.2128582323,24.1799869808,40.2609129645,27.9251918535,0.0455871483551,21.508992007
1150,28.829714503,24.2134627262,24.1802501816,40.2619589338,27.9353668737,0.0455621193189,21.5090024448
1151,28.8297328537,24.2134026532,24.1802113036,40.2617316152,27.933329394,0.0455370902826,21.5090128827
1152,28.8297536323,24.2130395946,24.1801955441,40.2621827785,27.933213658,0.0453337297165,21.508997464
1153,28.8297650872,24.2130439628,24.1802032101,40.2621697089,27.9332257061,0.0452924887229,21.5090055513
1154,28.8297523141,24.212877797,24.1802052742,40.2628162408,27.9333093225,0.045059876147,21.5089858913
1155,28.8297707731,24.2126649824,24.18019977,40.2634627728,27.9333929388,0.044827263571,21.5089662313
1156,28.8297331558,24.21242754,24.1802094023,40.2640755479,27.9332862667,0.044594650995,21.5089465713
1157,28.829753584,24.212237658,24.1802076892,40.2647220799,27.9334652638,0.044362038419,21.5089269113
1158,28.8297747316,24.2120218236,24.1801728154,40.2652925788,27.9334534992,0.044129425843,21.5089072514
1159,28.8297966631,24.2118706374,24.1801748794,40.2659051725,27.9333449137,0.0438968132671,21.5088875914
1160,29.078249026,24.4206821133,24.3879110127,40.6190599768,28.1904988244,0.0438060318966,21.6951688007
1161,29.0782997645,24.4193235667,24.3873915158,40.6178055149,28.1710310414,0.0437152505261,21.6950899927
1162,29.0782236843,24.4197036909,24.3875581581,40.6194486235,28.180248361,0.0436244691557,21.6950111847
1163,29.0782002814,24.4193611281,24.3874602655,40.6200403104,28.1781878872,0.0435336877852,21.6949323767
1164,29.0781707671,24.4190346846,24.3873952328,40.6207481537,28.1779160227,0.0434429064147,21.6948535687
1165,29.0781421533,24.418719318,24.3873369431,40.6215166017,28.1779657307,0.0433521250442,21.6947747607
1166,29.0781105067,24.418402223,24.3872494802,40.6216778456,28.1775523336,0.0434040793845,21.6947166482
1167,29.0780764872,24.4181803925,24.3872022704,40.6219774125,28.1775483485,0.0434560337247,21.6946585357
1168,29.0780440826,24.417976355,24.3871402085,40.6222437554,28.1772948222,0.0435136926844,21.6946004232
1169,29.0780079714,24.4177759228,24.387092739,40.6225415693,28.1772904463,0.0436437084548,21.6945423107
1170,29.0779721761,24.4176136624,24.3870376691,40.6228052861,28.1769481426,0.0437752377839,21.6944841981
1171,29.0779366135,24.4174760386,24.3869823738,40.6230673907,28.1771145133,0.0439078826729,21.6944260856
1172,28.8294163102,24.2053278461,24.1791512449,40.2709063691,27.92309303,0.0454006350753,21.5080183936
1173,28.829321201,24.209111036,24.1795986563,40.2733489432,27.9391438837,0.0441445936511,21.507970719
1174,28.8293272631,24.2070681848,24.1793242544,40.2725796073,27.9297788425,0.0445110735567,21.5079230443
1175,28.8292960874,24.2072165066,24.1793338245,40.2730819126,27.9315924225,0.0445809363172,21.5078753697
1176,28.8292710344,24.2070656188,24.1792975556,40.2733286459,27.9318084876,0.0446962766976,21.5078276951
1177,28.8292467774,24.2069269253,24.1792658137,40.2736600351,27.931810776,0.0448147746417,21.5077800204
1178,28.8292210293,24.2070733457,24.1792259611,40.273849479,27.9319079944,0.0449367102186,21.5077367404
1179,28.829194844,24.2074474048,24.1791951229,40.2740385466,27.9318990514,0.0450442764098,21.5076934603
1180,28.8291686691,24.2078549819,24.1791597321,40.2742272271,27.9319955223,0.0451500855313,21.5076501803
1181,28.8291424779,24.2082635032,24.1791288804,40.2744594704,27.931986495,0.0452557649285,21.5076069003
1182,28.8291162782,24.2086851154,24.1790888926,40.2746034086,27.9320823659,0.0453606983093,21.5075636202
1183,28.8290900761,24.2091231771,24.1790580415,40.2748356525,27.9320733433,0.045464732866,21.5075203402
1184,29.1248774151,24.4585388057,24.4263491359,40.6944992222,28.2383237866,0.0451665169421,21.7293237858
1185,29.1249184051,24.4571957228,24.4257450197,40.6922435909,28.2151977848,0.0456932012871,21.7292700679
1186,29.124845937,24.4579807727,24.4259530593,40.6934661323,28.2263315431,0.0456761163571,21.72921635
1187,29.1248165183,24.4579369019,24.4258101572,40.6933549108,28.2239017464,0.0458653536884,21.7291626321
1188,29.1247807627,24.4580463601,24.4257539115,40.6935022233,28.2238870531,0.0460242201044,21.7291089141
1189,29.1247446686,24.4581681134,24.4256973627,40.6936470321,28.2237106002,0.0461814643593,21.7290551962
1190,29.1247068825,24.4582864496,24.4256411396,40.6937223539,28.223849513,0.046348907609,21.7290044421
1191,29.1246685602,24.4584153582,24.4255891803,40.6937948363,28.2236654229,0.0465137811878,21.728953688
1192,29.1246300727,24.4585539796,24.4255324394,40.6939074339,28.2236427764,0.0466778628199,21.7289029338
1193,29.1245914049,24.4586883202,24.4254847601,40.6940185814,28.2236201302,0.0468410805371,21.7288521797
1194,29.1245525636,24.4588314687,24.4254228164,40.6940834064,28.2235162371,0.047003466582,21.7288014256
1195,29.1245135486,24.4589702002,24.4253748663,40.6941904401,28.223574836,0.0471650200552,21.7287506715
1196,28.7576859736,24.1503882374,24.1186174157,40.1750470517,27.8512541582,0.0499893523173,21.4536179103
1197,28.7575661089,24.1524061192,24.1193204057,40.1772004029,27.8722073218,0.0474823198034,21.453588032
1198,28.7575927411,24.1516990277,24.1189445763,40.1762998503,27.8588664372,0.0479208838155,21.4535581536
1199,28.7575660244,24.1520145326,24.1189916169,40.1765683836,27.8613178647,0.0479636252558,21.4535282752
1200,28.7575446921,24.152193661,24.1189638685,40.1766992849,27.8615343891,0.0480554704908,21.4534983969
1201,28.7575239757,24.1523553805,24.1189361271,40.1768178547,27.8616363177,0.0481523553639,21.4534685185
1202,28.75749432,24.1524474832,24.1189166573,40.1766300881,27.8615925294,0.0482887388821,21.4534515685
1203,28.7574669803,24.1525348928,24.1188914984,40.1764645564,27.8615484601,0.0484324588,21.4534346184
1204,28.7574352536,24.152596761,24.1188634846,40.176277232,27.8616164568,0.0485588418738,21.4534176683
1205,28.7574018724,24.1526659633,24.1188382704,40.1760834542,27.861460513,0.0486783882612,21.4534007183
1206,28.7573677014,24.152691071,24.1188101477,40.1758890385,27.8615284435,0.0487942570416,21.4533837682
1207,28.7573356946,24.1527445967,24.1187848586,40.1757260203,27.861484385,0.0489151833413,21.4533668181
1208,29.2543509014,24.5710764507,24.5348950137,40.8771054678,28.3767951703,0.0584530039653,21.8260872993
