,Unnamed: 0,z0,z1,z2,z3,tout,s,i,t1,sp0,sp1,sp2,sp3,sp,m,rh
111,111,21.8658300793,20.490252766,22.1722191941,23.3149336568,2.2,598.5,73702.4775523,22.3463491308,20.49,20.49,20.49,20.49,20.49,5.8083600104,3317.38606204
112,112,21.8711439377,20.4897899231,22.1761502901,23.3292010687,2.2,605.75,73702.4775523,22.3536363194,20.49,20.49,20.49,20.49,20.49,5.8083600104,3240.22642239
113,113,21.877094848,20.4900687138,22.1806584393,23.3416914082,2.2,613.0,73702.4775523,22.3608256651,20.49,20.49,20.49,20.49,20.49,5.8083600104,3190.64706502
114,114,21.8829680657,20.4901076272,22.1851220384,23.3558843547,2.2,633.666666667,73702.4775523,22.3684721852,20.49,20.49,20.49,20.49,20.49,5.8083600104,3109.09485063
115,115,21.8886978177,20.4901593321,22.1895142082,23.3714132767,2.2,654.333333333,73702.4775523,22.376446139,20.49,20.49,20.49,20.49,20.49,5.8083600104,3035.38516847
116,116,21.8945352639,20.4895532446,22.1940899708,23.3873475116,2.2,675.0,73702.4775523,22.3846118522,20.49,20.49,20.49,20.49,20.49,5.8083600104,2948.34349892
117,117,21.9006805763,20.4896092002,22.1990369451,23.4033051234,2.2,695.666666667,73702.4775523,22.3930359742,20.49,20.49,20.49,20.49,20.49,5.8083600104,2869.61934842
118,118,21.9081232846,20.4896138502,22.2053398464,23.4185438699,2.2,716.333333333,73702.4775523,22.4021238154,20.49,20.49,20.49,20.49,20.49,5.8083600104,2776.59052989
119,119,21.916203728,20.490145779,22.212314069,23.4337136294,2.2,737.0,73702.4775523,22.4116459261,20.49,20.49,20.49,20.49,20.49,5.8083600104,2692.39168057
120,120,21.9246122606,20.4899016737,22.2196432693,23.6146604913,2.25,757.666666667,81201.0522795,22.4707245498,20.49,20.49,20.49,20.49,20.49,5.8083600104,2554.7445678
121,121,21.9344774269,20.4902606413,22.2286288202,23.8057411944,2.3,778.333333333,81201.0522795,22.5338771283,20.49,20.49,20.49,20.49,20.49,5.8083600104,2436.44162558
122,122,21.9459646444,20.4903372877,22.2395912615,23.9127466756,2.35,799.0,81201.0522795,22.5731797777,20.49,20.49,20.49,20.49,20.49,5.8083600104,2299.00336681
123,123,21.9575316849,20.4897248588,22.2509750604,23.976560068,2.4,819.666666667,81201.0522795,22.5997626796,20.49,20.49,20.49,20.49,20.49,5.8083600104,2169.86335254
124,124,21.9700477457,20.4900895715,22.2635759036,24.0340832025,2.45,840.333333333,81201.0522795,22.6252304185,20.49,20.49,20.49,20.49,20.49,5.8083600104,2065.36638076
125,125,21.9832377593,20.4896696867,22.2769857922,24.0911817053,2.5,861.0,81201.0522795,22.6510331261,20.49,20.49,20.49,20.49,20.49,5.8083600104,1925.6245351
126,126,21.9964313815,20.4897876147,22.290431674,24.1393327727,2.55,862.583333333,81201.0522795,22.6742061573,20.49,20.49,20.49,20.49,20.49,5.8083600104,1828.95908813
127,127,22.0094991303,20.4899489856,22.3037459828,24.1785872831,2.6,864.166666667,81201.0522795,22.6946465649,20.49,20.49,20.49,20.49,20.49,5.8083600104,1712.41918883
128,128,22.0224511662,20.4900971616,22.3169281809,24.2125840252,2.65,865.75,81201.0522795,22.7134387133,20.49,20.49,20.49,20.49,20.49,5.8083600104,1600.42425032
129,129,22.0355328125,20.4899221166,22.3302219802,24.2435759343,2.7,867.333333333,81201.0522795,22.7314033168,20.49,20.49,20.49,20.49,20.49,5.8083600104,1484.55844993
130,130,22.0484815441,20.489690682,22.3433524326,24.2713934935,2.75,868.916666667,81201.0522795,22.7483221771,20.49,20.49,20.49,20.49,20.49,5.8083600104,1374.09421888
131,131,22.0613908806,20.4900286258,22.3564146465,24.2897063156,2.8,870.5,81201.0522795,22.7623975458,20.49,20.49,20.49,20.49,20.49,5.8083600104,1269.65342224
132,132,21.8162080951,20.4309825303,22.1189530272,24.2655831503,2.84166666667,872.083333333,68672.3429878,22.5929539907,20.43,20.43,20.43,20.43,20.43,5.8083600104,470.978195072
133,133,21.5643067728,20.429669422,21.8805646111,24.2688047967,2.88333333333,873.666666667,68672.3429878,22.4314182629,20.43,20.43,20.43,20.43,20.43,5.8083600104,1230.54962288
134,134,21.4329939969,20.4298707066,21.7602733103,24.2826408117,2.925,875.25,68672.3429878,22.3522051938,20.43,20.43,20.43,20.43,20.43,5.8083600104,730.853303105
135,135,21.3983272662,20.430139095,21.7305720691,24.2995192436,2.96666666667,876.833333333,68672.3429878,22.3359313112,20.43,20.43,20.43,20.43,20.43,5.8083600104,741.850902364
136,136,21.3965839461,20.4297427361,21.7291935316,24.3138681384,3.00833333333,878.416666667,68672.3429878,22.339155238,20.43,20.43,20.43,20.43,20.43,5.8083600104,663.184368236
137,137,21.3939668058,20.4303035451,21.7252384399,24.3273073132,3.05,880.0,68672.3429878,22.3409934857,20.43,20.43,20.43,20.43,20.43,5.8083600104,605.932079714
138,138,21.3859712905,20.4300528819,21.7159470729,24.3410267841,3.09166666667,883.75,68672.3429878,22.3393319891,20.43,20.43,20.43,20.43,20.43,5.8083600104,518.356549449
139,139,21.3776641193,20.4299202158,21.7067101825,24.3550192755,3.13333333333,887.5,68672.3429878,22.3376730658,20.43,20.43,20.43,20.43,20.43,5.8083600104,452.76671076
140,140,21.3721554774,20.4299056196,21.7003605324,24.3690101265,3.175,891.25,68672.3429878,22.3379033769,20.43,20.43,20.43,20.43,20.43,5.8083600104,379.815731847
141,141,21.369450174,20.4301860706,21.6966857983,24.3832270757,3.21666666667,895.0,68672.3429878,22.3400277886,20.43,20.43,20.43,20.43,20.43,5.8083600104,311.565424955
142,142,21.3683730063,20.4300791338,21.6944969535,24.3977823645,3.25833333333,898.75,68672.3429878,22.3432691605,20.43,20.43,20.43,20.43,20.43,5.8083600104,235.471687736
143,143,21.3681703749,20.4302276133,21.6931238567,24.4130279278,3.3,902.5,68672.3429878,22.3472860704,20.43,20.43,20.43,20.43,20.43,5.8083600104,170.591036013
144,144,21.1516009591,20.397818035,21.4725605346,23.9942602409,3.39166666667,906.25,68672.3429878,22.0984822938,19.94,19.94,19.94,19.94,19.94,5.87598980092,0.0
145,145,21.1562605387,20.3896179067,21.4798465688,23.9400535922,3.48333333333,910.0,68672.3429878,22.1267757177,19.94,19.94,19.94,19.94,19.94,6.00970427223,0.0
146,146,21.2694623235,20.4049467515,21.594723747,23.9352743404,3.575,913.75,68672.3429878,22.2188487547,19.94,19.94,19.94,19.94,19.94,6.07955737426,0.0
147,147,21.3470436137,20.4285076414,21.6699150527,23.9339520561,3.66666666667,917.5,68672.3429878,22.2624027081,19.94,19.94,19.94,19.94,19.94,6.06041226141,0.0
148,148,21.3715251136,20.4523179866,21.6907051294,23.9336927846,3.75833333333,921.25,68672.3429878,22.2789953889,19.94,19.94,19.94,19.94,19.94,6.06560060301,0.0
149,149,21.3715793778,20.4745896663,21.6881325991,23.9336309185,3.85,925.0,68672.3429878,22.2801531885,19.94,19.94,19.94,19.94,19.94,6.06982555273,0.0
150,150,21.3698613134,20.4951090187,21.6850222383,23.9336064563,3.94166666667,920.416666667,68672.3429878,22.2804600628,19.94,19.94,19.94,19.94,19.94,6.07379525694,0.0
151,151,21.3724919059,20.514261859,21.6866952801,23.9336013357,4.03333333333,915.833333333,68672.3429878,22.2836975872,19.94,19.94,19.94,19.94,19.94,6.07806394914,0.0
152,152,21.3773567368,20.5324521806,21.6905001022,23.9336089496,4.125,911.25,68672.3429878,22.2883272439,19.94,19.94,19.94,19.94,19.94,6.08250694198,0.0
153,153,21.3818934174,20.5498684109,21.6938220582,23.9336207142,4.21666666667,906.666666667,68672.3429878,22.2926857904,19.94,19.94,19.94,19.94,19.94,6.08702632164,0.0
154,154,21.3853539333,20.5665333442,21.6960509201,23.9336315661,4.30833333333,902.083333333,68672.3429878,22.2963339976,19.94,19.94,19.94,19.94,19.94,6.09158390002,0.0
155,155,21.3880493343,20.5824101424,21.6975883585,23.9336405442,4.4,897.5,68672.3429878,22.2994900998,19.94,19.94,19.94,19.94,19.94,6.09615310766,0.0
