,Unnamed: 0,z0,z1,z2,z3,tout,s,i,t1,sp0,sp1,sp2,sp3,sp,m,rh
7010,7010,21.3380395554,20.4609040878,21.6504371947,22.4531937759,-1.425,164.5,72259.3936811,21.7181547536,20.46,20.46,20.46,20.46,20.46,5.91273189517,5650.71044957
7011,7011,21.3324158927,20.4598271976,21.645973971,22.5126826691,-1.33333333333,177.666666667,72259.3936811,21.7307599645,20.46,20.46,20.46,20.46,20.46,5.91950521837,5749.469764
7012,7012,21.3319252027,20.4597344094,21.6468121989,22.5752922221,-1.24166666667,190.833333333,72259.3936811,21.7468844387,20.46,20.46,20.46,20.46,20.46,5.93000021197,5926.10487605
7013,7013,21.3322877166,20.4603091729,21.6484391902,22.6363236472,-1.15,204.0,72095.0245333,21.7661054138,20.46,20.46,20.46,20.46,20.46,5.9266611236,5876.88215254
7014,7014,21.3329976299,20.45967796,21.650322406,22.6929800644,-1.05833333333,219.166666667,72095.0245333,21.7844184415,20.46,20.46,20.46,20.46,20.46,5.92232678212,5795.00892839
7015,7015,21.3348781264,20.4602994582,21.6532955376,22.7469659984,-0.966666666667,234.333333333,72095.0245333,21.8025766392,20.46,20.46,20.46,20.46,20.46,5.91891260143,5745.04194035
7016,7016,21.3381945518,20.4602778333,21.6575857917,22.7994318723,-0.875,249.5,72095.0245333,21.8218722972,20.46,20.46,20.46,20.46,20.46,5.91244554442,5634.85613358
7017,7017,21.3427695496,20.4600343099,21.6629675017,22.851988889,-0.783333333333,264.666666667,72095.0245333,21.8422429502,20.46,20.46,20.46,20.46,20.46,5.9048973536,5503.74436234
7018,7018,21.3483573438,20.459812284,21.6691683105,22.902298425,-0.691666666667,279.833333333,72095.0245333,21.8623097905,20.46,20.46,20.46,20.46,20.46,5.89859257004,5394.01215152
7019,7019,21.3547469084,20.4600297519,21.6759907025,22.9500558577,-0.6,295.0,72095.0245333,21.8823028748,20.46,20.46,20.46,20.46,20.46,5.89168936392,5279.74449944
7020,7020,21.0977711382,20.2637411855,21.4277517137,22.8726123287,-0.55,310.166666667,55817.027878,21.7045150349,20.26,20.26,20.26,20.26,20.26,5.8083600104,2340.56134064
7021,7021,20.8261043774,20.2610813243,21.1692989657,22.8057527015,-0.5,325.333333333,55817.027878,21.4862133042,20.26,20.26,20.26,20.26,20.26,5.91570856107,5695.53537221
7022,7022,20.6758946705,20.2596807477,21.0297904954,22.7958178371,-0.45,340.5,55817.027878,21.4098669095,20.26,20.26,20.26,20.26,20.26,5.8083600104,3697.23839932
7023,7023,20.6272395155,20.2604025461,20.9863217926,22.8125357268,-0.4,355.666666667,55817.027878,21.3820556181,20.26,20.26,20.26,20.26,20.26,5.82031444155,4073.64875248
7024,7024,20.6169764768,20.2602166418,20.9766397249,22.8286401527,-0.35,370.833333333,55817.027878,21.3810028615,20.26,20.26,20.26,20.26,20.26,5.81634619199,4003.7931425
7025,7025,20.6091508934,20.2597650939,20.9673973728,22.841184765,-0.3,386.0,55817.027878,21.3794913246,20.26,20.26,20.26,20.26,20.26,5.81409351026,3959.69888376
7026,7026,20.5972709369,20.2605581081,20.9539287953,22.8508547296,-0.25,389.5,55817.027878,21.3744511562,20.26,20.26,20.26,20.26,20.26,5.81172651262,3929.1675953
7027,7027,20.5836507748,20.2603938443,20.9390354383,22.8595618058,-0.2,393.0,55652.6587302,21.3682251144,20.26,20.26,20.26,20.26,20.26,5.8083600104,3862.98260886
7028,7028,20.5725717833,20.2600085401,20.9268522647,22.8685383124,-0.15,396.5,55652.6587302,21.3631664976,20.26,20.26,20.26,20.26,20.26,5.8083600104,3833.68940432
7029,7029,20.5652806127,20.260088135,20.9184115723,22.877692421,-0.1,400.0,55652.6587302,21.3606748266,20.26,20.26,20.26,20.26,20.26,5.8083600104,3803.95858941
7030,7030,20.560805879,20.2606892282,20.9126741554,22.886778688,-0.05,403.5,55652.6587302,21.36001246,20.26,20.26,20.26,20.26,20.26,5.8083600104,3773.76252801
7031,7031,20.5579662097,20.2602926129,20.9085057988,22.8957414608,0.0,407.0,55652.6587302,21.3603358003,20.26,20.26,20.26,20.26,20.26,5.8083600104,3727.59748178
7032,7032,20.6415775852,20.5369887902,20.8990566354,23.0672130749,0.0916666666667,410.5,61851.4504929,21.4069408487,20.64,20.64,20.64,20.64,20.64,6.07164454296,8735.00924741
7033,7033,20.6422027855,20.6396123408,20.8850101153,23.2365787709,0.183333333333,414.0,61851.4504929,21.4905599489,20.64,20.64,20.64,20.64,20.64,5.84763957038,4666.33569845
7034,7034,20.640608643,20.6405435485,20.876629526,23.3365611285,0.275,417.5,61851.4504929,21.5119197795,20.64,20.64,20.64,20.64,20.64,5.88075070616,5679.96301636
7035,7035,20.6432344301,20.6401662499,20.8746571259,23.3971525816,0.366666666667,421.0,61851.4504929,21.5276105381,20.64,20.64,20.64,20.64,20.64,5.89598925695,5854.6218112
7036,7036,20.6411773798,20.6405412695,20.8753615982,23.4504035149,0.458333333333,424.5,61851.4504929,21.5463995887,20.64,20.64,20.64,20.64,20.64,5.87270963139,5387.50548182
7037,7037,20.6393734887,20.640601186,20.8771197063,23.5030212799,0.55,428.0,61851.4504929,21.5633974702,20.64,20.64,20.64,20.64,20.64,5.86318666414,5226.64197488
7038,7038,20.6401110281,20.6406436147,20.8788486292,23.5464402266,0.641666666667,408.5,61851.4504929,21.5778989088,20.64,20.64,20.64,20.64,20.64,5.85769891063,5134.09068161
7039,7039,20.6425492271,20.6396959544,20.8802212754,23.5806316114,0.733333333333,389.0,61851.4504929,21.5898911428,20.64,20.64,20.64,20.64,20.64,5.85341264311,5049.65772038
7040,7040,20.6416958283,20.640195877,20.8810798619,23.6046955,0.825,369.5,61851.4504929,21.5969141084,20.64,20.64,20.64,20.64,20.64,5.85415155981,5028.49388073
7041,7041,20.6401934822,20.6399062652,20.8815516258,23.6259622365,0.916666666667,350.0,61851.4504929,21.603243769,20.64,20.64,20.64,20.64,20.64,5.85178533898,4984.66969847
7042,7042,20.6431518072,20.6408136524,20.8817688485,23.6472245958,1.00833333333,330.5,61851.4504929,21.6105593412,20.64,20.64,20.64,20.64,20.64,5.85203428253,5039.96188686
7043,7043,20.6401328814,20.6396171313,20.881634213,23.6672032551,1.1,311.0,61851.4504929,21.615590691,20.64,20.64,20.64,20.64,20.64,5.85080254532,4923.71757511
7044,7044,20.6065557749,20.3950427231,20.8818630468,23.6868469286,1.1,291.5,61851.4504929,21.6080746149,20.39,20.39,20.39,20.39,20.39,5.8083600104,1355.06197787
7045,7045,20.573889036,20.390159428,20.8817187748,23.7009734394,1.1,272.0,61851.4504929,21.5822442844,20.39,20.39,20.39,20.39,20.39,5.90160115947,5439.32817613
7046,7046,20.5554540178,20.3900232309,20.8797175605,23.7108603202,1.1,252.5,61851.4504929,21.5976300329,20.39,20.39,20.39,20.39,20.39,5.8083600104,3277.38200919
7047,7047,20.5489376875,20.389563798,20.8778792998,23.7243378508,1.1,233.0,61851.4504929,21.5988797955,20.39,20.39,20.39,20.39,20.39,5.8083600104,3711.69418605
7048,7048,20.5466475544,20.3903564486,20.8764570911,23.7361332832,1.1,213.5,61851.4504929,21.601197046,20.39,20.39,20.39,20.39,20.39,5.8083600104,3818.42219672
7049,7049,20.5439800179,20.3900718873,20.8748868384,23.7475848836,1.1,194.0,61851.4504929,21.6031965775,20.39,20.39,20.39,20.39,20.39,5.8083600104,3862.37975631
7050,7050,20.5397800654,20.390256535,20.8725344329,23.7613681038,1.1,190.416666667,61851.4504929,21.6043219182,20.39,20.39,20.39,20.39,20.39,5.81230009176,3932.35139431
7051,7051,20.5345258134,20.3898586037,20.8692883862,23.7765579131,1.1,186.833333333,61851.4504929,21.6056207882,20.39,20.39,20.39,20.39,20.39,5.81421082818,3959.69258547
7052,7052,20.5289273881,20.3900755318,20.8654730801,23.7918969247,1.1,183.25,61851.4504929,21.6065466644,20.39,20.39,20.39,20.39,20.39,5.81677986561,4005.82009912
7053,7053,20.5265932926,20.3901936227,20.8647066549,23.8081654656,1.1,179.666666667,61851.4504929,21.6103988524,20.39,20.39,20.39,20.39,20.39,5.81664374366,4004.88909952
7054,7054,20.5245330417,20.390380406,20.8640226185,23.8240206583,1.1,176.083333333,61851.4504929,21.6139678182,20.39,20.39,20.39,20.39,20.39,5.81783966765,4027.30369619
7055,7055,20.5210631495,20.3898526645,20.8618088088,23.8392983262,1.1,172.5,61851.4504929,21.6164760099,20.39,20.39,20.39,20.39,20.39,5.81849120738,4031.72309805
7056,7056,20.5161411596,20.4869968466,20.8580997599,23.8537693939,1.1,168.916666667,61851.4504929,21.6018859081,20.49,20.49,20.49,20.49,20.49,5.92299495037,5796.9909512
7057,7057,20.5082735611,20.489477384,20.8513823203,23.8640228915,1.1,165.333333333,61851.4504929,21.6222116418,20.49,20.49,20.49,20.49,20.49,5.8083600104,3848.15313678
7058,7058,20.4977688294,20.4904145017,20.8419826723,23.8759009635,1.1,161.75,61851.4504929,21.6075217397,20.49,20.49,20.49,20.49,20.49,5.86904607475,4892.68221344
7059,7059,20.4908418659,20.4901318184,20.832003118,23.8870955321,1.1,158.166666667,61851.4504929,21.6075172661,20.49,20.49,20.49,20.49,20.49,5.85711128961,4736.24779932
7060,7060,20.489056994,20.490416254,20.8231236188,23.8983609663,1.1,154.583333333,61851.4504929,21.6068592683,20.49,20.49,20.49,20.49,20.49,5.85950445147,4825.52190056
7061,7061,20.4901003289,20.4904578921,20.8150762875,23.909556805,1.1,151.0,61851.4504929,21.6075649242,20.49,20.49,20.49,20.49,20.49,5.86083193466,4892.51346097
7062,7062,20.4923571602,20.4902034287,20.8077688315,23.9215671611,1.1,152.333333333,61851.4504929,21.6090658668,20.49,20.49,20.49,20.49,20.49,5.86252391099,4961.06761935
7063,7063,20.4915722817,20.4901903001,20.8010541832,23.935500457,1.1,153.666666667,61851.4504929,21.6106794731,20.49,20.49,20.49,20.49,20.49,5.86253949,4961.16030687
7064,7064,20.4912145106,20.4904925914,20.794790271,23.9493344869,1.1,155.0,61851.4504929,21.6123805904,20.49,20.49,20.49,20.49,20.49,5.86353123668,5024.05630508
7065,7065,20.4930928724,20.4899989877,20.7888690394,23.9626772082,1.1,156.333333333,61851.4504929,21.6148029536,20.49,20.49,20.49,20.49,20.49,5.8641669229,5070.30382073
7066,7066,20.4932847671,20.4897814242,20.7832610037,23.9759850707,1.1,157.666666667,61851.4504929,21.6165964607,20.49,20.49,20.49,20.49,20.49,5.86579540432,5095.14130588
7067,7067,20.4907790695,20.4903742117,20.7779371241,23.9894061709,1.1,159.0,61851.4504929,21.6178796961,20.49,20.49,20.49,20.49,20.49,5.86641188496,5112.92574414
7068,7068,20.4723545881,20.4704999619,20.7731024395,23.9201509888,1.15,160.333333333,58102.1631292,21.5930496942,20.47,20.47,20.47,20.47,20.47,5.84487474855,4573.23064342
7069,7069,20.4686628743,20.4703249556,20.7692056762,23.8479553242,1.2,161.666666667,58102.1631292,21.5646160626,20.47,20.47,20.47,20.47,20.47,5.86924656401,5159.47359585
7070,7070,20.4726462837,20.4695344683,20.7654144538,23.8173775709,1.25,163.0,58102.1631292,21.5579407816,20.47,20.47,20.47,20.47,20.47,5.85657187652,4935.84513248
7071,7071,20.4720241659,20.4700823478,20.7618222198,23.8076166645,1.3,164.333333333,58102.1631292,21.5530510618,20.47,20.47,20.47,20.47,20.47,5.85999296178,4958.55380692
7072,7072,20.4715923493,20.4702669233,20.7584191186,23.8000070634,1.35,165.666666667,58102.1631292,21.5498304027,20.47,20.47,20.47,20.47,20.47,5.85841099108,4975.8059694
7073,7073,20.4712273778,20.4705634465,20.7552576796,23.7926170702,1.4,167.0,58102.1631292,21.5465558237,20.47,20.47,20.47,20.47,20.47,5.85805115685,4973.27789414
7074,7074,20.4695811343,20.4707293698,20.7515266013,23.7861542747,1.45,161.666666667,58102.1631292,21.5429134664,20.47,20.47,20.47,20.47,20.47,5.85785626754,4971.90317705
7075,7075,20.4699259956,20.4704701613,20.7469182749,23.7809861749,1.5,156.333333333,58102.1631292,21.539887959,20.47,20.47,20.47,20.47,20.47,5.85818959984,5015.48818546
7076,7076,20.4728075982,20.4697015408,20.7416131279,23.77696064,1.55,151.0,58102.1631292,21.5376503731,20.47,20.47,20.47,20.47,20.47,5.85914603652,5062.89435461
7077,7077,20.4735067881,20.4706693329,20.7358287453,23.7737618456,1.6,145.666666667,58102.1631292,21.5347748994,20.47,20.47,20.47,20.47,20.47,5.8606510595,5100.53137483
7078,7078,20.4707569421,20.4701245274,20.7296309828,23.7711388281,1.65,140.333333333,58102.1631292,21.5311364296,20.47,20.47,20.47,20.47,20.47,5.85999589655,5082.39630162
7079,7079,20.472669164,20.470282988,20.7230784985,23.7690809034,1.7,135.0,58102.1631292,21.5285134464,20.47,20.47,20.47,20.47,20.47,5.86251796596,5207.30497386
7080,7080,20.881578747,20.7046977577,20.8814191795,23.6805779968,1.7,129.666666667,54352.8757656,21.6570901915,20.88,20.88,20.88,20.88,20.88,6.11870755911,11685.434215
7081,7081,20.8905505156,20.8769163543,20.8820343435,23.5922448514,1.7,124.333333333,54352.8757656,21.6643261516,20.88,20.88,20.88,20.88,20.88,6.00942009017,7779.82017487
7082,7082,20.8824264874,20.880064144,20.8801461418,23.5453597229,1.7,119.0,54352.8757656,21.6576154237,20.88,20.88,20.88,20.88,20.88,5.93418952626,9677.36232508
7083,7083,20.8812307035,20.8802013915,20.8789676358,23.523608697,1.7,113.666666667,54455.606483,21.6415510946,20.88,20.88,20.88,20.88,20.88,6.00405157221,10173.1645591
7084,7084,20.8797565032,20.880213676,20.8822791804,23.501202015,1.7,108.333333333,54455.606483,21.6392079987,20.88,20.88,20.88,20.88,20.88,5.97638680957,9722.14825858
7085,7085,20.8779622034,20.8807446804,20.8809513102,23.4783580063,1.7,103.0,54455.606483,21.6320299657,20.88,20.88,20.88,20.88,20.88,5.9731983818,9637.74458608
7086,7086,20.8818598619,20.8792715301,20.8790327656,23.4592485593,1.7,101.416666667,54455.606483,21.6273943775,20.88,20.88,20.88,20.88,20.88,5.97012050964,9663.16989161
7087,7087,20.8812761289,20.8809249001,20.8824589062,23.443948182,1.7,99.8333333333,54455.606483,21.6239712301,20.88,20.88,20.88,20.88,20.88,5.97040688457,9702.23914563
7088,7088,20.883190488,20.8806481744,20.8787024792,23.4307335173,1.7,98.25,54455.606483,21.620076382,20.88,20.88,20.88,20.88,20.88,5.96577559259,9607.19510109
7089,7089,20.8803187012,20.8803667458,20.8803101593,23.4190535069,1.7,96.6666666667,54455.606483,21.6162408455,20.88,20.88,20.88,20.88,20.88,5.96614752444,9658.44000563
7090,7090,20.8808799124,20.8793107403,20.8793581027,23.4086664562,1.7,95.0833333333,54455.606483,21.6131698622,20.88,20.88,20.88,20.88,20.88,5.96499262129,9649.51433589
7091,7091,20.8825641029,20.8790877487,20.8814177908,23.3995117723,1.7,93.5,54455.606483,21.6116800934,20.88,20.88,20.88,20.88,20.88,5.96524813747,9723.01571629
7092,7092,20.8274683602,20.5071715567,20.9264011998,23.5002241964,1.74166666667,91.9166666667,64469.2484925,21.6439947397,20.39,20.39,20.39,20.39,20.39,5.8083600104,717.185727172
7093,7093,20.776095231,20.3892047706,20.9751531268,23.589550642,1.78333333333,90.3333333333,64469.2484925,21.6439965498,20.39,20.39,20.39,20.39,20.39,5.90836255433,5537.57758958
7094,7094,20.7500163434,20.3905295737,21.0020041163,23.6265358149,1.825,88.75,64469.2484925,21.6717135327,20.39,20.39,20.39,20.39,20.39,5.83320373684,4287.53835582
7095,7095,20.7432932229,20.390519445,21.0101897062,23.6428008363,1.86666666667,87.1666666667,64469.2484925,21.6808226364,20.39,20.39,20.39,20.39,20.39,5.81634999423,4002.52252047
7096,7096,20.7435034515,20.3896820031,21.0117885049,23.6607327167,1.90833333333,85.5833333333,64469.2484925,21.6815068354,20.39,20.39,20.39,20.39,20.39,5.83985102541,4388.97243041
7097,7097,20.7429996594,20.389571634,21.0128802623,23.6791313218,1.95,84.0,64469.2484925,21.6859025312,20.39,20.39,20.39,20.39,20.39,5.84548256316,4483.42149173
7098,7098,20.7402361734,20.3896655747,21.0142308105,23.6943288973,1.99166666667,79.9166666667,64469.2484925,21.6890676386,20.39,20.39,20.39,20.39,20.39,5.84949185839,4552.56449372
7099,7099,20.7361403578,20.389805378,21.0149769428,23.7065284159,2.03333333333,75.8333333333,64469.2484925,21.6907258784,20.39,20.39,20.39,20.39,20.39,5.8534369141,4621.11042859
7100,7100,20.7317142852,20.3902018721,21.0146711323,23.7170617008,2.075,71.75,64469.2484925,21.6915184124,20.39,20.39,20.39,20.39,20.39,5.85704818403,4687.19732858
7101,7101,20.7282615738,20.3899191176,21.0145027662,23.726515866,2.11666666667,67.6666666667,64571.9792098,21.6924364038,20.39,20.39,20.39,20.39,20.39,5.86013623615,4735.91008174
7102,7102,20.7250281117,20.3900715939,21.0139929926,23.7349982311,2.15833333333,63.5833333333,64571.9792098,21.6928680406,20.39,20.39,20.39,20.39,20.39,5.86401860018,4803.64055538
7103,7103,20.7211060801,20.3899973121,21.0125250701,23.7425355352,2.2,59.5,64571.9792098,21.6927068317,20.39,20.39,20.39,20.39,20.39,5.86682508303,4850.25594334
7104,7104,20.9881582769,20.4766739931,21.2743610486,23.9543113671,2.25,55.4166666667,84599.2632288,21.9096367516,20.48,20.48,20.48,20.48,20.48,5.96209606667,6453.04014459
7105,7105,21.2695017632,20.4794495476,21.5445999778,24.1553951439,2.3,51.3333333333,84599.2632288,22.1751139749,20.48,20.48,20.48,20.48,20.48,5.86044281494,4738.75304467
7106,7106,21.4242911419,20.4796203677,21.688684853,24.2544163422,2.35,47.25,84599.2632288,22.2860000198,20.48,20.48,20.48,20.48,20.48,5.9138913641,5642.62930479
7107,7107,21.4713732177,20.4795823988,21.7307982519,24.3073631056,2.4,43.1666666667,84599.2632288,22.3334094818,20.48,20.48,20.48,20.48,20.48,5.90459022128,5486.72288516
7108,7108,21.4763071457,20.4794692027,21.737014021,24.3580258506,2.45,39.0833333333,84599.2632288,22.3514377882,20.48,20.48,20.48,20.48,20.48,5.90599870686,5509.74849598
7109,7109,21.4791241106,20.4790217684,21.7443254877,24.4087199628,2.5,35.0,84599.2632288,22.3689981712,20.48,20.48,20.48,20.48,20.48,5.90782405736,5535.77605159
7110,7110,21.4896253776,20.4794105389,21.759637372,24.4539749572,2.55,32.3333333333,84701.9939462,22.3900362355,20.48,20.48,20.48,20.48,20.48,5.90988909716,5576.40064798
7111,7111,21.5028181651,20.4787532139,21.7768217043,24.467274022,2.6,29.6666666667,84701.9939462,22.4099748781,20.48,20.48,20.48,20.48,20.48,5.92919687022,5582.22849525
7112,7112,21.5134943129,20.4786743641,21.7908387472,24.4709623061,2.65,27.0,84701.9939462,22.4223269187,20.48,20.48,20.48,20.48,20.48,5.94371245519,5626.98068702
7113,7113,21.5207222047,20.4797478936,21.8012383863,24.4719883971,2.7,24.3333333333,84701.9939462,22.4329314039,20.48,20.48,20.48,20.48,20.48,5.95919338778,5661.27207653
7114,7114,21.5256815615,20.4794938908,21.8094136494,24.4722849034,2.75,21.6666666667,84701.9939462,22.4414508807,20.48,20.48,20.48,20.48,20.48,5.97208740115,5663.62974135
7115,7115,21.5295675616,20.4786064678,21.8165065058,24.4723826478,2.8,19.0,84701.9939462,22.4473289082,20.48,20.48,20.48,20.48,20.48,5.98630020104,5715.75124847
7116,7116,21.5317129835,20.6619700282,21.8203438473,24.5904282836,2.8,16.3333333333,84701.9939462,22.4119085302,20.92,20.92,20.92,20.92,20.92,6.11870755911,9115.33056618
7117,7117,21.535539882,20.8748574828,21.8270328642,24.6635936561,2.8,13.6666666667,84701.9939462,22.4546559281,20.92,20.92,20.92,20.92,20.92,6.11870755911,9116.54493929
7118,7118,21.5378414726,20.9171037832,21.832710558,24.6871821393,2.8,0.0,84701.9939462,22.4970342104,20.92,20.92,20.92,20.92,20.92,6.00459992802,7177.51659302
7119,7119,21.5419193422,20.9198889523,21.8397977082,24.7069947812,2.8,0.0,84701.9939462,22.4929020007,20.92,20.92,20.92,20.92,20.92,6.05663099118,8071.1481105
7120,7120,21.545989916,20.9188586815,21.8462365729,24.7311277405,2.8,0.0,84701.9939462,22.5071256847,20.92,20.92,20.92,20.92,20.92,6.04114387817,7796.67099449
7121,7121,21.5496950639,20.9190632084,21.8518892644,24.7559746212,2.8,0.0,84701.9939462,22.5199132802,20.92,20.92,20.92,20.92,20.92,6.0310796151,7629.67130873
7122,7122,21.5532155638,20.9189870319,21.8571723752,24.7792473739,2.8,0.0,84701.9939462,22.531332961,20.92,20.92,20.92,20.92,20.92,6.02385020558,7506.48108007
7123,7123,21.5567286457,20.9189042882,21.862384861,24.8013058339,2.8,0.0,84701.9939462,22.5417533442,20.92,20.92,20.92,20.92,20.92,6.01903848224,7424.27280874
7124,7124,21.560261236,20.918714931,21.8675040318,24.822744712,2.8,0.0,84701.9939462,22.5519459511,20.92,20.92,20.92,20.92,20.92,6.01435390885,7342.88134873
7125,7125,21.5637973847,20.9199486758,21.8725405393,24.8437210511,2.8,0.0,84701.9939462,22.5619538503,20.92,20.92,20.92,20.92,20.92,6.01019552091,7288.78611934
7126,7126,21.5673329372,20.9187436338,21.8774313488,24.8641785635,2.8,0.0,84701.9939462,22.5720408142,20.92,20.92,20.92,20.92,20.92,6.00444983644,7175.74762707
7127,7127,21.5708735743,20.9198452277,21.8822922248,24.8842397343,2.8,0.0,84701.9939462,22.5810270018,20.92,20.92,20.92,20.92,20.92,6.00289666531,7164.37486476
7128,7128,21.5949048319,20.5374594477,21.9075793666,24.4814780523,2.8,0.0,88166.2898764,22.6009120816,20.42,20.42,20.42,20.42,20.42,6.06426286969,782.607479333
7129,7129,21.6301832693,20.4201420765,21.9442984586,24.4200399645,2.8,0.0,88166.2898764,22.5457158072,20.42,20.42,20.42,20.42,20.42,6.12813011778,5746.26798387
7130,7130,21.6554222038,20.4198378449,21.9706343816,24.4146122888,2.8,0.0,88166.2898764,22.6062478336,20.42,20.42,20.42,20.42,20.42,6.09699399996,4313.52984323
7131,7131,21.6682625081,20.4192866441,21.9844589087,24.4130953975,2.8,0.0,88166.2898764,22.6176010157,20.42,20.42,20.42,20.42,20.42,6.07582783123,4057.20625104
7132,7132,21.6755829987,20.4199388968,21.9930240671,24.4126727251,2.8,0.0,88166.2898764,22.6147728456,20.42,20.42,20.42,20.42,20.42,6.09742277869,4429.77903942
7133,7133,21.6815787165,20.420212922,22.0005155359,24.4125436735,2.8,0.0,88166.2898764,22.6186675414,20.42,20.42,20.42,20.42,20.42,6.10159418335,4474.19347802
7134,7134,21.6875506294,20.4199706911,22.0080576298,24.4125039401,2.8,0.0,88166.2898764,22.6225239275,20.42,20.42,20.42,20.42,20.42,6.10704344411,4522.90906478
7135,7135,21.693276009,20.4198812944,22.0153061122,24.4124947129,2.8,0.0,88166.2898764,22.6263601638,20.42,20.42,20.42,20.42,20.42,6.11250043553,4570.1037802
7136,7136,21.6984032949,20.419304452,22.0218923783,24.4124955975,2.8,0.0,88166.2898764,22.630091797,20.42,20.42,20.42,20.42,20.42,6.1173394255,4598.23454328
7137,7137,21.7029050986,20.4193859646,22.0278166143,24.4124987232,2.8,0.0,88166.2898764,22.6332837737,20.42,20.42,20.42,20.42,20.42,6.12282834705,4643.74232973
7138,7138,21.7069010994,20.4194222261,22.0332161811,24.4125018247,2.8,0.0,88166.2898764,22.6366230846,20.42,20.42,20.42,20.42,20.42,6.12704973951,4666.52404569
7139,7139,21.7105482742,20.4191405936,22.0382470395,24.4125048196,2.8,0.0,88166.2898764,22.6395925655,20.42,20.42,20.42,20.42,20.42,6.13173283283,4692.03523031
7140,7140,21.9861556995,20.1016847443,22.30647975,24.0416278828,2.8,0.0,95176.0221154,22.7285856724,19.98,19.98,19.98,19.98,19.98,6.23604691463,226.39791466
7141,7141,22.2797003332,19.9796386419,22.5833472801,23.982088073,2.8,0.0,95176.0221154,22.8597563477,19.98,19.98,19.98,19.98,19.98,6.12610232787,3582.96894816
7142,7142,22.4414134554,19.979834498,22.7283476988,23.9767143234,2.8,0.0,95176.0221154,22.9561419616,19.98,19.98,19.98,19.98,19.98,6.13729431596,3122.25919551
7143,7143,22.4792745878,19.9794982442,22.7576101204,23.9752133614,2.8,0.0,95176.0221154,22.9694051456,19.98,19.98,19.98,19.98,19.98,6.09314440726,2783.39302568
7144,7144,22.4681486778,19.9796618694,22.7467264959,23.9747313549,2.8,0.0,95176.0221154,22.9575489159,19.98,19.98,19.98,19.98,19.98,6.06469183971,3045.37060242
7145,7145,22.4568044306,19.9792611728,22.7398358609,23.9745182961,2.8,0.0,95176.0221154,22.9478852896,19.98,19.98,19.98,19.98,19.98,6.04217282801,3069.40378726
7146,7146,22.4567537253,19.9793036977,22.7442176341,23.9744037928,2.8,0.0,95176.0221154,22.9461507087,19.98,19.98,19.98,19.98,19.98,6.02395102404,3103.38341029
7147,7147,22.4623670182,19.97904131,22.7528481577,23.9743347989,2.8,0.0,95176.0221154,22.9481120383,19.98,19.98,19.98,19.98,19.98,6.00884296527,3115.85014406
7148,7148,22.4676683204,19.9792529891,22.7602584324,23.9742850809,2.8,0.0,95176.0221154,22.9500197723,19.98,19.98,19.98,19.98,19.98,5.99612624792,3138.44634169
7149,7149,22.4709947868,19.9797047492,22.7655850429,23.9742430152,2.8,0.0,95176.0221154,22.9509650122,19.98,19.98,19.98,19.98,19.98,5.98530415178,3150.36896254
7150,7150,22.4731602835,19.9794758522,22.7699795275,23.9742055197,2.8,0.0,95176.0221154,22.9514788355,19.98,19.98,19.98,19.98,19.98,5.97601798338,3151.7699066
7151,7151,22.4751371237,19.9793523056,22.7743665089,23.9741722843,2.8,0.0,95176.0221154,22.9521538682,19.98,19.98,19.98,19.98,19.98,5.96799577144,3163.36156369
