,t1,w0,w1,i,s,tout,rh,m0,sp0
0,20.00019662146768,19.175827321688843,19.45641251003928,910.5891411620644,0.0,-2.575,91171.31982532694,0.25842346624790824,25.58
1,20.000012502782372,19.177619382094687,19.42847265895522,910.5891411620644,0.0,-3.45,95883.06239187293,0.2656139021997557,25.84999999999999
2,20.00034172468745,19.17160053379189,19.402545828512054,910.5891411620644,0.0,-4.324999999999998,100708.70685573107,0.2723598091174642,23.69
3,20.000205922615855,19.160296630458078,19.368135630460504,910.5891411620644,0.0,-5.2,105863.16992055053,0.2800349633044264,25.33000000000001
4,20.000353123401872,19.149680762051837,19.331311504920354,910.5891411620644,0.0,-6.074999999999998,111203.11823012117,0.2876927381229222,25.52
5,20.00109245881102,19.139599463918252,19.293360717111295,910.5891411620644,0.0,-6.949999999999998,116725.92723228314,0.2952081504416984,22.44
6,19.787787860026306,19.111660403366415,19.24139066046801,910.5891411620644,0.0,-7.825,240072.5323213019,1.0,24.41
7,19.492251252255528,19.08014916663469,19.173813470742573,910.5891411620644,0.0,-8.7,244486.46343764718,1.0,25.28000000000001
8,19.04576289830567,19.032916524226778,19.06626839238586,910.5891411620644,0.0,-9.575,246491.9411148669,1.0,22.12
9,18.968151926666245,18.932201513964124,18.950784820125048,910.5891411620644,0.0,-10.45,236380.98450485914,0.8966761877504406,22.79
10,18.770233036796434,18.91509364337905,18.85880213655318,910.5891411620644,0.0,-11.325,238255.73468496645,0.8966761877504406,24.23
11,18.416670940174196,18.863639647626556,18.758829873767056,910.5891411620644,0.0,-12.2,240121.1273733388,0.8966761877504406,24.060000000000006
12,18.328904661146584,18.792799483451027,18.653261025486636,910.5891411620644,0.0,-12.158333333333333,240032.54767496034,0.8966761877504406,24.53
13,18.223787783456046,18.768110813748137,18.56301206555853,910.5891411620644,0.0,-12.116666666666665,239943.9068235884,0.8966761877504406,23.94
14,18.099089463407534,18.745727205217833,18.482394561684973,910.5891411620644,0.0,-12.075,239855.22547322648,0.8966761877504406,23.84
15,18.000998317982475,18.704385447606803,18.401849487353026,910.5891411620644,0.0,-12.033333333333335,239766.51779528309,0.8966761877504406,23.61
16,17.944304264751835,18.67037456729068,18.325627651109777,910.5891411620644,0.0,-11.991666666666665,239677.8186091032,0.8966761877504406,23.22
17,17.917274107647817,18.64126777661422,18.255354266360467,910.5891411620644,0.0,-11.95,239589.08825852163,0.8966761877504406,24.2
18,17.917777382048726,18.616421805939666,18.193755379446714,910.5891411620644,0.0,-11.908333333333333,239500.39189552987,0.8966761877504406,23.02
19,17.924879856644203,18.594582169331186,18.136615937289605,910.5891411620644,0.0,-11.866666666666667,239411.63704767782,0.8966761877504406,25.98
