,t1,w0,w1,i,s,tout,hsp,m0,rh0,csp0
75,24.01898334,26.373181898075295,19.46569488721923,22320.3738,0.0,-10.6,21,1.607490731,0.0,23.94
76,23.918184769999996,26.44510208646236,19.4685951458076,22320.3738,0.0,-10.6,21,1.4601987859999999,0.0,23.88
77,24.482238199999998,26.492293539700643,19.4708504596312,22320.3738,0.0,-10.6,21,1.197971822,0.0,24.48
78,25.41777199,26.618625509036814,19.47210378707745,22320.3738,0.0,-10.6,21,0.9811253740000001,0.0,25.53
79,24.71143489,26.81451818501601,19.473420093544437,22320.3738,0.0,-10.6,21,1.287503256,0.0,24.68
80,25.71170705,26.88182464101943,19.47440363033482,22320.3738,0.0,-10.6,21,0.970269575,0.0,25.76
81,23.07383863,27.013692383648152,19.474753021494227,22320.3738,0.0,-10.6,21,2.266398096,0.0,22.68
82,24.52695556,26.87557107900009,19.474913919362585,22320.3738,0.0,-10.6,21,1.091277986,0.0,24.83
83,23.78608891,26.9460966025906,19.47490342110405,22320.3738,0.0,-10.6,21,1.702459802,0.0,23.7
84,24.04726701,27.202113453634247,19.491475410408633,28565.4522,0.0,-10.55,21,0.63422516,0.0,25.51
85,23.69260158,27.361257932425485,19.508223078531255,28565.4522,0.0,-10.5,21,1.120200795,0.0,23.67
86,24.327996239999997,27.438771435649016,19.509676085577652,28565.4522,0.0,-10.45,21,0.780000035,0.0,24.4
87,24.423156280000004,27.574040910335,19.51205320706163,28565.4522,0.0,-10.4,21,0.7759421479999999,0.0,24.42
88,22.46566713,27.691956437981542,19.514090751156484,28565.4522,0.0,-10.35,21,2.519760411,0.0,22.21
89,24.33000881,27.58605027880402,19.550878604508465,28565.4522,32.0,-10.3,21,0.63422516,0.0,25.74
90,24.65026887,27.808065990258033,19.62632524559611,28565.4522,66.33333333,-10.25,21,0.63422516,0.0,25.17
91,22.605125,28.035319733297406,19.716648374289647,28565.4522,100.66666667,-10.2,21,2.572446075,0.0,22.33
92,24.53147392,27.91513544376504,19.808064296390825,28565.4522,135.0,-10.15,21,0.63422516,0.0,25.54
93,22.92883718,28.144726619233893,19.89257375607124,28565.4522,169.33333333,-10.1,21,2.352600358,0.0,22.63
94,23.66671795,28.14981613295608,19.98209039767795,28565.4522,203.66666667,-10.05,21,1.4998582219999999,0.0,23.69
95,24.88431256,28.20487592592466,20.070390296358898,28565.4522,238.0,-10.0,21,0.63422516,0.0,25.44
96,22.55859853,28.60657235530059,20.18532466068223,31780.545489999997,272.33333333,-9.908333333,21,2.876196035,0.0,22.03
97,23.507757080000005,28.55203388917119,20.304938064631205,31780.545489999997,306.66666667,-9.816666667,21,1.61768301,0.0,23.54
98,22.47082566,28.625777519336275,20.39383782364784,31780.545489999997,341.0,-9.725,21,2.681207766,0.0,22.32
99,23.78305164,28.656557416293545,20.478332336363582,31780.545489999997,375.33333333,-9.633333333,21,1.283271504,0.0,23.9
100,22.70604235,28.802896002836082,20.565010763657217,31780.545489999997,409.66666667,-9.541666667000001,21,2.527175106,0.0,22.57
101,24.74763043,28.818747892304064,20.653639044052085,31780.545489999997,444.0,-9.45,21,0.63422516,0.0,25.64
102,24.58212203,29.085944900002087,20.730558946067724,31780.545489999997,461.8333333,-9.358333333,21,1.513399225,0.0,24.31
103,25.037691600000002,29.22897668504424,20.79612404209415,31780.545489999997,479.66666669999995,-9.266666667,21,0.845535125,0.0,25.05
104,24.60763688,29.310069714508103,20.864410780201244,31780.545489999997,497.5,-9.175,21,1.230243011,0.0,24.58
105,25.31779969,29.363602264076015,20.93055646340471,31780.545489999997,515.3333333,-9.083333332999999,21,0.716904471,0.0,25.46
106,23.65752254,29.48086164517818,20.99209617356816,31780.545489999997,533.1666667,-8.991666667,21,2.057171554,0.0,23.5
107,22.55641864,29.399077621435964,21.05099139001406,31780.545489999997,551.0,-8.9,21,3.011347208,0.0,22.29
108,22.165137440000002,29.066373882896077,21.036296991001525,27897.19305,568.8333333,-8.716666667,21,3.159804781,0.0,22.04
109,24.500648670000004,28.863741290078295,20.914429570301127,27897.19305,586.6666667,-8.533333333,21,0.8326820629999999,0.0,25.04
110,23.79568451,29.078215126363133,20.777186921711582,27897.19305,604.5,-8.35,21,1.729822587,0.0,23.7
111,23.913503100000003,29.093380505487445,20.727817246566584,27897.19305,622.3333332999999,-8.166666667000001,21,1.5979085919999998,0.0,23.91
112,24.57673652,29.046088726737047,20.721654933500496,27897.19305,640.1666667000001,-7.983333332999999,21,1.15118813,0.0,24.61
113,24.73282262,29.122157061884003,20.705921858171244,27897.19305,658.0,-7.8,21,1.0814061990000001,0.0,24.73
114,25.481601749999996,29.17714874092621,20.690436361130995,27897.19305,667.1666667000001,-7.6166666670000005,21,0.648945792,0.0,25.75
115,23.58277657,29.298012742934322,20.666132933179156,27897.19305,676.3333332999999,-7.433333332999999,21,2.076366514,0.0,23.42
116,22.81644415,29.153705749983548,20.645160840764838,27897.19305,685.5,-7.25,21,2.665259008,0.0,22.67
117,22.335498499999996,28.95366620832135,20.625419286612573,27897.19305,694.6666667000001,-7.066666667000001,21,3.0409489869999997,0.0,22.08
118,24.15288318,28.817295308524617,20.60970268657625,27897.19305,703.8333332999999,-6.8833333329999995,21,1.163500599,0.0,24.37
119,23.41568391,28.951548787165663,20.593545336353912,27897.19305,713.0,-6.7,21,2.0307840880000003,0.0,23.38
120,22.626073170000005,29.210214429730257,20.523664025662022,35394.80363,722.1666667000001,-6.558333332999999,21,2.8722077,0.0,22.45
121,23.50914797,29.237045376717298,20.444444981093795,35394.80363,731.3333332999999,-6.416666667,21,1.880002561,0.0,23.54
122,25.345782650000004,29.349648285085735,20.40945265919386,35394.80363,740.5,-6.275,21,0.6496064229999999,0.0,25.97
123,22.84483057,29.7093283294847,20.378152350743452,35394.80363,749.6666667000001,-6.1333333329999995,21,3.119053475,0.0,22.14
124,23.09973099,29.5501731850343,20.349312315576487,35394.80363,758.8333332999999,-5.9916666670000005,21,2.517625785,0.0,23.11
125,22.881412660000002,29.492816438249758,20.32070972322837,35394.80363,768.0,-5.85,21,2.849943741,0.0,22.74
126,25.18559358,29.53194512156535,20.288439073269963,35394.80363,759.4166666299999,-5.708333333,21,0.7420704290000001,0.0,25.75
127,23.38586453,29.82457166334922,20.249007536818795,35394.80363,750.8333333700001,-5.566666667000001,21,2.535514723,0.0,23.06
128,22.51467572,29.764672583253123,20.206856186446778,35394.80363,742.25,-5.425,21,3.1711257980000003,0.0,22.32
129,22.35552809,29.58208379538639,20.163845609456324,35394.80363,733.6666665999999,-5.283333333,21,3.1711257980000003,0.0,22.31
130,22.37432224,29.528449431741198,20.121723936815574,35394.80363,725.0833334000001,-5.141666667,21,3.131284799,0.0,22.36
131,24.35796908,29.50064963892751,20.079564791337223,35394.80363,716.5,-5.0,21,1.249140509,0.0,24.6
132,24.28442882,29.69882831645352,20.033836712254967,34861.09163,707.9166665999999,-4.858333333,21,1.7907206080000002,0.0,24.17
133,22.93658841,29.79553347556519,19.990869668608298,34861.09163,699.3333334000001,-4.716666667,21,2.613325505,0.0,22.76
134,23.023339,29.64172258334039,19.938941507719843,34861.09163,690.75,-4.575,21,2.3535891230000003,0.0,23.02
135,24.3381641,29.57975705637255,19.88647653203966,34861.09163,682.1666665999999,-4.433333333,21,1.178701749,0.0,24.48
136,24.93039421,29.726390502297477,19.84738439262113,34861.09163,673.5833333999999,-4.291666667,21,1.012341833,0.0,24.95
137,24.20666969,29.865747062475883,19.81117434194827,34861.09163,665.0,-4.15,21,1.570468941,0.0,24.17
138,24.44992047,29.847425306497616,19.76695025664919,34861.09163,636.1666667,-4.008333333,21,1.845277563,0.0,24.45
139,25.48114398,29.85914525556956,19.7109663248219,34861.09163,607.3333333,-3.866666667,21,1.165501822,0.0,25.55
140,23.19637305,30.00402895376191,19.655462181934794,34861.09163,578.5,-3.725,21,3.1711257980000003,0.0,22.28
141,24.57803868,29.801868168400134,19.603887968057297,34861.09163,549.6666667,-3.583333333,21,1.559845221,0.0,24.75
142,25.13863082,29.85016782544151,19.541948454417952,34861.09163,520.8333333,-3.441666667,21,1.1374108379999999,0.0,25.14
143,25.35060078,29.9984189575777,19.481270036836076,34861.09163,492.0,-3.3,21,0.967808222,0.0,25.35
144,25.3664865,30.066108996923912,19.43873547942059,34861.09163,463.1666667,-3.208333333,21,1.0096960259999999,0.0,25.36
145,25.62374959,30.114410057739033,19.399426919954593,34861.09163,434.3333333,-3.116666667,21,0.832599795,0.0,25.63
146,23.57513714,30.17585477464094,19.364252781745268,34861.09163,405.5,-3.025,21,2.351134595,0.0,23.33
147,24.15866852,29.983627626559063,19.334084938414083,34861.09163,376.66666669999995,-2.933333333,21,1.5772462980000002,0.0,24.21
148,22.95242168,29.93422356097256,19.29471845817564,34861.09163,347.83333330000005,-2.8416666669999997,21,2.686964156,0.0,22.81
149,23.40739422,29.808191175012166,19.255145602908488,34861.09163,319.0,-2.75,21,2.107577939,0.0,23.43
150,24.142543880000005,29.755424891477166,19.230116940251918,34861.09163,310.33333339999996,-2.6583333330000003,21,1.4976173780000002,0.0,24.15
151,24.4447747,29.82667627366066,19.21091144378112,34861.09163,301.66666660000004,-2.566666667,21,1.39018787,0.0,24.46
152,24.82857184,29.88442261118557,19.192857309536,34861.09163,293.0,-2.475,21,1.167597432,0.0,24.83
153,24.89436053,29.94551246350386,19.175925001233523,34861.09163,284.3333334,-2.383333333,21,1.180203173,0.0,24.89
154,24.5989519,29.99013311438615,19.159953064415607,34861.09163,275.6666666,-2.291666667,21,1.438880705,0.0,24.51
155,23.16218915,29.985036467592504,19.1448802165991,34861.09163,267.0,-2.2,21,2.58419167,0.0,22.97
156,23.52498755,29.665848359562528,19.1211272546564,30710.88318,258.33333337,-2.108333333,21,1.9202409219999999,0.0,23.53
157,22.36179901,29.509683920207934,19.097685344112133,30710.88318,249.66666663,-2.016666667,21,3.1427740980000003,0.0,22.05
158,23.86154505,29.30685317608897,19.08378540855996,30710.88318,241.0,-1.925,21,1.458999875,0.0,23.98
159,24.775230250000003,29.332757912063133,19.07033637884703,30710.88318,232.33333337,-1.8333333330000001,21,0.934754476,0.0,24.93
160,23.64131845,29.47396976849635,19.05753525862382,30710.88318,223.66666663,-1.7416666669999998,21,1.9861635830000002,0.0,23.57
161,23.49711302,29.373814357756636,19.045297304721423,30710.88318,215.0,-1.65,21,1.6997016569999999,0.0,23.46
162,23.10969856,29.272487614838315,19.031770909034506,30710.88318,212.58333330000002,-1.5583333330000002,21,2.242240946,0.0,23.09
163,24.18749123,29.190947267622708,19.016619352478763,30710.88318,210.16666669999998,-1.466666667,21,1.26626795,0.0,24.28
164,24.077696990000003,29.25021651669737,19.00144313588728,30710.88318,207.75,-1.375,21,1.509692745,0.0,24.07
165,22.40529353,29.27533118310398,18.98630907103287,30710.88318,205.33333330000002,-1.283333333,21,3.116062911,0.0,22.04
166,22.07207011,29.045562203719573,18.971235332681175,30710.88318,202.9166667,-1.191666667,21,3.1189306739999996,0.0,22.04
167,23.05619841,28.888586855127837,18.95567900117494,30710.88318,200.5,-1.1,21,2.00771253,0.0,23.1
168,24.45176189,28.80325401068146,18.93887051154901,26962.077889999997,198.0833333,-1.1,21,0.9306510370000001,0.0,24.68
169,25.21604837,28.88836997731937,18.921350850222918,26962.077889999997,195.6666667,-1.1,21,0.63422516,0.0,25.66
170,22.93351166,29.013082486828228,18.91237842074726,26962.077889999997,193.25,-1.1,21,2.496076585,0.0,22.59
171,23.40366678,28.77351959135791,18.903330398150743,26962.077889999997,190.8333333,-1.1,21,1.6662097390000001,0.0,23.45
172,22.69791663,28.675152690042005,18.885883044305174,26962.077889999997,188.41666666999998,-1.1,21,2.419238001,0.0,22.56
173,24.645250600000004,28.58523207877773,18.868541982989335,26962.077889999997,186.0,-1.1,21,0.655561403,0.0,25.25
174,25.280068399999998,28.749989328676783,18.850535769661665,26962.077889999997,177.08333333000002,-1.1,21,0.63422516,0.0,25.46
175,25.26512798,28.88987652742683,18.83192480895834,26962.077889999997,168.16666666999998,-1.1,21,0.63422516,0.0,25.97
176,22.82823251,28.92253774642887,18.813127799985942,26962.077889999997,159.25,-1.1,21,2.5696441780000003,0.0,22.48
177,24.6883557,28.664626898582565,18.794056783458903,26962.077889999997,150.33333333000002,-1.1,21,0.737581769,0.0,25.1
178,24.64866157,28.74631098654859,18.774702972977327,26962.077889999997,141.41666666999998,-1.1,21,1.027490066,0.0,24.64
179,25.09357156,28.82759437300019,18.755156318136972,26962.077889999997,132.5,-1.1,21,0.643662289,0.0,25.27
180,22.9761653,29.00186003783737,18.73576887590134,30710.88318,123.58333333,-1.1,21,2.418449241,0.0,22.71
181,24.56188092,28.886235371556772,18.716582304215247,30710.88318,114.66666667,-1.1,21,0.8202903709999999,0.0,24.95
182,23.50421781,28.992592576546848,18.697228072955067,30710.88318,105.75,-1.1,21,1.8210622769999998,0.0,23.42
183,23.78996747,28.982054095388747,18.671140402066026,30710.88318,96.83333333,-1.1,21,1.498275588,0.0,23.81
184,25.07799088,28.953003335352797,18.644469572034975,30710.88318,87.91666667,-1.1,21,0.63422516,0.0,25.79
185,23.67509592,29.15118680432404,18.624394876071534,30710.88318,79.0,-1.1,21,1.897568872,0.0,23.53
186,23.21921743,29.078805416697808,18.606629416171423,30710.88318,72.83333333,-1.1,21,2.024232258,0.0,23.14
187,24.41014496,28.95100833826913,18.590816023662487,30710.88318,66.66666667,-1.1,21,1.037341206,0.0,24.54
188,22.73880692,29.056786315568772,18.575249968413498,30710.88318,60.5,-1.1,21,2.639831326,0.0,22.49
189,24.2412652,28.922365962153616,18.5599970186578,30710.88318,54.33333333,-1.1,21,1.032199732,0.0,24.48
190,24.87686663,28.996685147316974,18.544881305099594,30710.88318,48.16666667,-1.1,21,0.817315065,0.0,25.04
191,24.56984368,29.157974652381967,18.529612869669574,30710.88318,42.0,-1.1,21,1.155553766,0.0,24.56
192,24.76167921,29.438340214478085,18.519309205102818,38475.349760000005,35.83333333,-1.1,21,1.09728631,0.0,24.76
193,22.83605582,29.652281716971306,18.828394857614096,38475.349760000005,29.66666667,-1.1,21,2.809681097,0.0,22.53
194,25.06362187,29.535868256395673,19.25656955070889,38475.349760000005,23.5,-1.1,21,0.643022766,0.0,25.9
195,22.833150740000004,29.819621291958605,19.395142219075222,38475.349760000005,17.333333330000002,-1.1,21,3.0287929080000002,0.0,22.2
196,24.00376743,29.695311173494932,19.419307935215006,38475.349760000005,0.0,-1.1,21,1.590715928,0.0,24.02
197,25.16064405,29.724001878678692,19.43414755468188,38475.349760000005,0.0,-1.1,21,0.8556050209999999,0.0,25.33
198,23.32253456,29.991501467136896,19.457251380361182,38475.349760000005,0.0,-1.1,21,2.435009184,0.0,23.12
199,22.42924736,29.896295936343943,19.475988294599567,38475.349760000005,0.0,-1.1,21,3.1632144369999997,0.0,22.26
200,24.57785717,29.7174598347043,19.49234147042474,38475.349760000005,0.0,-1.1,21,0.9984729040000001,0.0,24.97
201,25.379628449999995,29.944980933264247,19.507108389989455,38475.349760000005,0.0,-1.1,21,0.778005162,0.0,25.56
202,25.17453311,30.18367202834183,19.5200636154473,38475.349760000005,0.0,-1.1,21,1.086696105,0.0,25.16
203,22.87015168,30.2451885566131,19.531524064443435,38475.349760000005,0.0,-1.1,21,3.069295421,0.0,22.39
204,23.54154786,30.000305793784758,19.559337740335693,38742.205760000004,0.0,-1.15,21,2.076353456,0.0,23.56
205,24.67121129,29.9746970728191,19.585174801344248,38742.205760000004,0.0,-1.2,21,1.2426676490000002,0.0,24.75
206,24.88154666,30.1536748602003,19.592874375570915,38742.205760000004,0.0,-1.25,21,1.276384111,0.0,24.88
207,23.03296347,30.256060897189784,19.600781423483216,38742.205760000004,0.0,-1.3,21,2.8783430610000003,0.0,22.74
208,24.64111315,30.075527745823376,19.607626121828464,38742.205760000004,0.0,-1.35,21,1.177428869,0.0,24.87
209,22.76225823,30.18168486341459,19.613649377370084,38742.205760000004,0.0,-1.4,21,3.1711257980000003,0.0,22.03
210,23.45115715,30.034796388931415,19.618896993340265,38742.205760000004,0.0,-1.45,21,2.192042914,0.0,23.47
211,23.988449129999996,30.00172613498703,19.623500211967894,38742.205760000004,0.0,-1.5,21,1.7351826369999999,0.0,23.99
212,23.74716641,30.10445389508098,19.627541272844045,38742.205760000004,0.0,-1.55,21,2.019976878,0.0,23.7
213,24.10026481,30.107831034936805,19.6310102771375,38742.205760000004,0.0,-1.6,21,1.732584804,0.0,24.11
214,24.96298898,30.14304492248755,19.63408295730242,38742.205760000004,0.0,-1.65,21,1.13842026,0.0,25.03
215,22.8330037,30.27442907874952,19.636831500062687,38742.205760000004,0.0,-1.7,21,3.15412491,0.0,22.31
216,22.58836651,30.096949590042495,19.735374062303592,39145.84723,0.0,-1.7416666669999998,21,3.1711257980000003,0.0,22.04
217,25.05908678,29.960497065417922,19.83175031650331,39145.84723,0.0,-1.783333333,21,0.887336845,0.0,25.56
218,25.264695520000004,30.26637781688731,19.836393907099126,39145.84723,0.0,-1.825,21,1.47875681,0.0,25.17
219,23.048693339999996,30.44067795020209,19.845744749097484,39145.84723,0.0,-1.8666666669999998,21,3.069477506,0.0,22.59
220,25.22821935,30.200153528207466,19.85279363361679,39145.84723,0.0,-1.908333333,21,0.832321985,0.0,25.8
221,24.20330981,30.39752462832772,19.859138901095847,39145.84723,0.0,-1.95,21,1.844446204,0.0,24.12
222,22.887366790000005,30.43098331981886,19.864402633828576,39145.84723,0.0,-1.9916666669999998,21,3.133851668,0.0,22.53
223,24.55585093,30.1976913995017,19.86795576539575,39145.84723,0.0,-2.0333333330000003,21,1.3800548369999999,0.0,24.7
224,22.84504041,30.320418407994634,19.870874147466168,39145.84723,0.0,-2.075,21,3.1711257980000003,0.0,22.25
225,22.96197102,30.19492377738482,19.873599469693595,39145.84723,0.0,-2.116666667,21,2.8173181560000002,0.0,22.96
226,22.968837,30.106569242915175,19.87573200118226,39145.84723,0.0,-2.1583333330000003,21,2.7129438919999997,0.0,22.96
227,23.19574509,30.10561870745029,19.87739849840559,39145.84723,0.0,-2.2,21,2.453105199,0.0,23.27
228,23.96818781,29.87930751469556,19.903143940357957,32451.042960000002,0.0,-2.108333333,21,1.938845376,0.0,24.0
229,25.63274481,29.815321677020776,19.930002099405353,32451.042960000002,0.0,-2.016666667,21,0.849892924,0.0,25.96
230,25.97239125,30.007576013487828,19.935150508242426,32451.042960000002,0.0,-1.925,21,0.9097431229999999,0.0,25.98
231,23.18278394,30.115299375453358,19.94139479116117,32451.042960000002,0.0,-1.8333333330000001,21,3.1711257980000003,0.0,22.1
232,24.18929917,29.794479669428497,19.947102039182436,32451.042960000002,0.0,-1.7416666669999998,21,1.913414313,0.0,24.24
233,24.599191539999996,29.75038271950473,19.95250669693099,32451.042960000002,0.0,-1.65,21,1.6871258040000001,0.0,24.63
234,24.885632030000004,29.83996418974404,19.957640722495753,32451.042960000002,0.0,-1.5583333330000002,21,1.4686674730000002,0.0,24.89
235,25.5797505,29.876435272811133,19.962541142779894,32451.042960000002,0.0,-1.466666667,21,1.06883803,0.0,25.61
236,25.19819033,29.969269676653997,19.967235782891205,32451.042960000002,0.0,-1.375,21,1.397267199,0.0,25.15
237,23.13523975,29.985879471270962,19.971758257628746,32451.042960000002,0.0,-1.283333333,21,3.140628688,0.0,22.66
