,Unnamed: 0,z0,z1,z2,tout,s,i,t1,sp0,sp1,sp2,sp,m,rh
7021,7021,20.2603187009,20.2601184751,20.2617531337,-0.5,325.333333333,912.609870739,20.2607378734,20.26,20.26,20.26,20.26,0.163880389098,1762.63437399
7022,7022,20.2596083893,20.2598841537,20.2600161118,-0.45,340.5,912.609870739,20.2598267688,20.26,20.26,20.26,20.26,0.131984030874,1352.52478364
7023,7023,20.2595980924,20.2598865068,20.2796581887,-0.4,355.666666667,912.609870739,20.2597527868,20.26,20.26,20.26,20.26,0.0975174895264,1239.54949164
7024,7024,20.2595616814,20.259883947,20.3232015388,-0.35,370.833333333,912.609870739,20.2597355371,20.26,20.26,20.26,20.26,0.0966439791635,1222.36851968
7025,7025,20.259515636,20.2598793648,20.3919070837,-0.3,386.0,912.609870739,20.2597130239,20.26,20.26,20.26,20.26,0.0955781442634,1201.45870675
7026,7026,20.2598732718,20.2598734217,20.4746530113,-0.25,389.5,912.609870739,20.2598733535,20.26,20.26,20.26,20.26,0.0945538077686,1181.38645775
7027,7027,20.2598788193,20.2598665488,20.5615941891,-0.2,393.0,912.609870739,20.2598721014,20.26,20.26,20.26,20.26,0.0934682432057,1160.23332635
7028,7028,20.259866368,20.2598588943,20.648829913,-0.15,396.5,912.609870739,20.2598622609,20.26,20.26,20.26,20.26,0.0924199544443,1139.88835242
7029,7029,20.2598517793,20.2598504983,20.7360756658,-0.1,400.0,912.609870739,20.2598510729,20.26,20.26,20.26,20.26,0.0913748469358,1119.70644744
7030,7030,20.2598366813,20.259841374,20.8239344882,-0.05,403.5,912.609870739,20.2598392799,20.26,20.26,20.26,20.26,0.0902478101184,1098.13236128
7031,7031,20.2598188844,20.2598315198,20.9127039391,0.0,407.0,912.609870739,20.2598259116,20.26,20.26,20.26,20.26,0.0891025254475,1076.36752712
7032,7032,20.6312123487,20.6307822518,20.9107665352,0.0916666666667,410.5,529.95125802,20.6309763508,20.64,20.64,20.64,20.64,0.111649765927,1478.95738598
7033,7033,20.6397383803,20.6398014481,20.9364900729,0.183333333333,414.0,529.95125802,20.6397742596,20.64,20.64,20.64,20.64,0.0859302599397,1008.94969786
7034,7034,20.6397395218,20.6396607701,21.0052578313,0.275,417.5,529.95125802,20.6396962657,20.64,20.64,20.64,20.64,0.107914274872,1444.09486863
7035,7035,20.6395972621,20.6394997122,21.0945528675,0.366666666667,421.0,529.95125802,20.6395431725,20.64,20.64,20.64,20.64,0.101253196652,1306.91129641
7036,7036,20.6395381902,20.639439368,21.1865129657,0.458333333333,424.5,529.95125802,20.6394831476,20.64,20.64,20.64,20.64,0.0992761039775,1267.23963704
7037,7037,20.6398758917,20.6393858702,21.2757168784,0.55,428.0,529.95125802,20.6396018516,20.64,20.64,20.64,20.64,0.0975071314061,1232.08245153
7038,7038,20.6398839679,20.6398827778,21.3469878719,0.641666666667,408.5,529.95125802,20.6398833017,20.64,20.64,20.64,20.64,0.096373436076,1209.50564297
7039,7039,20.6398791085,20.6399032175,21.3939162324,0.733333333333,389.0,529.95125802,20.6398925801,20.64,20.64,20.64,20.64,0.0954981213623,1191.85635867
7040,7040,20.6398829236,20.639898143,21.4047150014,0.825,369.5,529.95125802,20.6398913741,20.64,20.64,20.64,20.64,0.0953075577702,1187.32867139
7041,7041,20.6398838917,20.6398911808,21.3923905784,0.916666666667,350.0,529.95125802,20.6398879204,20.64,20.64,20.64,20.64,0.0949312617159,1179.37054618
7042,7042,20.6398850829,20.6398842561,21.3699146922,1.00833333333,330.5,529.95125802,20.639884628,20.64,20.64,20.64,20.64,0.0946115893989,1172.57714464
7043,7043,20.6398857169,20.6398775542,21.3413593672,1.1,311.0,529.95125802,20.6398812462,20.64,20.64,20.64,20.64,0.0943459969413,1166.89402764
7044,7044,20.3993455816,20.4006733134,21.3055286412,1.1,291.5,529.95125802,20.4001098965,20.39,20.39,20.39,20.39,0.0629974765547,610.568899996
7045,7045,20.3901222753,20.3904936241,21.2446604862,1.1,272.0,529.95125802,20.3903205855,20.39,20.39,20.39,20.39,0.0978274320209,1241.26672139
7046,7046,20.3897984949,20.3897203858,21.15252311,1.1,252.5,529.95125802,20.3897564548,20.39,20.39,20.39,20.39,0.0833276130564,960.874148782
7047,7047,20.3898447837,20.3897365481,21.0511602194,1.1,233.0,529.95125802,20.3897872303,20.39,20.39,20.39,20.39,0.0872141916473,1033.22280631
7048,7048,20.3898692134,20.3897358285,20.9366923899,1.1,213.5,529.95125802,20.3897991808,20.39,20.39,20.39,20.39,0.0882347108938,1052.06689819
7049,7049,20.3898853558,20.3897330685,20.8163963928,1.1,194.0,529.95125802,20.3898061948,20.39,20.39,20.39,20.39,0.088965579979,1065.69646388
7050,7050,20.3898942121,20.3897321019,20.7111314451,1.1,190.416666667,529.95125802,20.3898104164,20.39,20.39,20.39,20.39,0.0894177260595,1074.2209935
7051,7051,20.3899003355,20.3897318806,20.6277307167,1.1,186.833333333,529.95125802,20.3898136203,20.39,20.39,20.39,20.39,0.089775184975,1081.00406656
7052,7052,20.3895396017,20.3897319287,20.5600103015,1.1,183.25,529.95125802,20.3896382847,20.39,20.39,20.39,20.39,0.090065894678,1086.54527626
7053,7053,20.3895384012,20.3897228809,20.4999414433,1.1,179.666666667,529.95125802,20.3896324787,20.39,20.39,20.39,20.39,0.0900990510372,1087.08352998
7054,7054,20.3895510769,20.3897222027,20.4429095869,1.1,176.083333333,529.95125802,20.389638119,20.39,20.39,20.39,20.39,0.0903191727255,1091.30575316
7055,7055,20.3895636023,20.3897220602,20.3909792924,1.1,172.5,529.95125802,20.3897600931,20.39,20.39,20.39,20.39,0.0991522516208,1106.67708121
7056,7056,20.4842230552,20.4842711331,20.4866617793,1.1,168.916666667,529.95125802,20.4854747633,20.49,20.49,20.49,20.49,0.20816889154,2236.59899268
7057,7057,20.4893168975,20.4894451439,20.4898879331,1.1,165.333333333,529.95125802,20.4895448758,20.49,20.49,20.49,20.49,0.13410025053,1295.40487308
7058,7058,20.4897045671,20.4898019884,20.4898895267,1.1,161.75,529.95125802,20.4898177101,20.49,20.49,20.49,20.49,0.184012680504,1872.54708479
7059,7059,20.4897168483,20.4898114817,20.4898963449,1.1,158.166666667,529.95125802,20.489827392,20.49,20.49,20.49,20.49,0.184761936506,1877.09671094
7060,7060,20.4897275547,20.489815507,20.4899214995,1.1,154.583333333,529.95125802,20.4898454113,20.49,20.49,20.49,20.49,0.191011704101,1961.16595935
7061,7061,20.4897388202,20.4898201809,20.4899430214,1.1,151.0,529.95125802,20.4898623438,20.49,20.49,20.49,20.49,0.197579801454,2053.07264138
7062,7062,20.4897456747,20.489822575,20.4898775568,1.1,152.333333333,529.95125802,20.4898324309,20.49,20.49,20.49,20.49,0.20232012241,2120.84718224
7063,7063,20.4897421217,20.4898240055,20.4898714928,1.1,153.666666667,529.95125802,20.4898286975,20.49,20.49,20.49,20.49,0.201540422852,2109.41134937
7064,7064,20.48974487,20.4898249359,20.4898884575,1.1,155.0,529.95125802,20.4898390878,20.49,20.49,20.49,20.49,0.204995055867,2159.22120932
7065,7065,20.4897471178,20.4898254412,20.4899018043,1.1,156.333333333,529.95125802,20.4898474344,20.49,20.49,20.49,20.49,0.20792828684,2202.087573
7066,7066,20.4897486215,20.4898255632,20.4899122696,1.1,157.666666667,529.95125802,20.4898540269,20.49,20.49,20.49,20.49,0.210482263297,2239.79964364
7067,7067,20.4897494534,20.4898253353,20.4899205978,1.1,159.0,529.95125802,20.4898592481,20.49,20.49,20.49,20.49,0.212707861876,2272.92354999
7068,7068,20.4707577474,20.4708462781,20.4705667053,1.15,160.333333333,529.95125802,20.4706774707,20.47,20.47,20.47,20.47,0.203146661915,2119.15666455
7069,7069,20.469796939,20.469874438,20.4699541401,1.2,161.666666667,529.95125802,20.4699005407,20.47,20.47,20.47,20.47,0.215585915318,2315.29553326
7070,7070,20.4697219706,20.4698044164,20.4699203337,1.25,163.0,529.95125802,20.4698485494,20.47,20.47,20.47,20.47,0.210444437046,2230.73214149
7071,7071,20.4697162222,20.4697992513,20.4699243663,1.3,164.333333333,529.95125802,20.4698488403,20.47,20.47,20.47,20.47,0.211881630159,2251.73666881
7072,7072,20.4697095167,20.4697941662,20.4699257363,1.35,165.666666667,529.95125802,20.4698472263,20.47,20.47,20.47,20.47,0.211918959805,2250.53405829
7073,7073,20.4697017136,20.4697883896,20.4699263473,1.4,167.0,529.95125802,20.4698447632,20.47,20.47,20.47,20.47,0.211708817091,2245.40471251
7074,7074,20.469701247,20.4697869391,20.4699311818,1.45,161.666666667,529.95125802,20.4698476101,20.47,20.47,20.47,20.47,0.213225707968,2268.19593914
7075,7075,20.4697038214,20.4697874692,20.4699364901,1.5,156.333333333,529.95125802,20.469851897,20.47,20.47,20.47,20.47,0.215122234399,2297.57867069
7076,7076,20.4697079988,20.4697892038,20.4698188084,1.55,151.0,529.95125802,20.4697879482,20.47,20.47,20.47,20.47,0.217136237641,2329.37714518
7077,7077,20.4697134329,20.4697917811,20.4698276569,1.6,145.666666667,529.95125802,20.4697949122,20.47,20.47,20.47,20.47,0.219394064533,2365.51503191
7078,7078,20.469719893,20.4697951418,20.4698399454,1.65,140.333333333,529.95125802,20.4698042283,20.47,20.47,20.47,20.47,0.221677466152,2402.60463617
7079,7079,20.4697271858,20.4697991773,20.4698519362,1.7,135.0,529.95125802,20.4698137423,20.47,20.47,20.47,20.47,0.224088240108,2442.23335831
7080,7080,20.8699530358,20.8700012983,20.8839342823,1.7,129.666666667,529.95125802,20.8781380389,20.88,20.88,20.88,20.88,0.28596300421,3037.82657707
7081,7081,20.879662579,20.8797388367,20.8806592733,1.7,124.333333333,529.95125802,20.880168167,20.88,20.88,20.88,20.88,0.181886533145,1798.34495628
7082,7082,20.879500252,20.8796352483,20.8796994006,1.7,119.0,529.95125802,20.8796484207,20.88,20.88,20.88,20.88,0.303073901275,3879.03098225
7083,7083,20.8798870749,20.8794967406,20.8798647632,1.7,113.666666667,529.95125802,20.87979559,20.88,20.88,20.88,20.88,0.279976496778,3428.78296371
7084,7084,20.8799082404,20.879482556,20.8798772139,1.7,108.333333333,529.95125802,20.8798048476,20.88,20.88,20.88,20.88,0.280946255172,3446.06925005
7085,7085,20.8799106002,20.8794834614,20.8798844094,1.7,103.0,529.95125802,20.879810239,20.88,20.88,20.88,20.88,0.282642082673,3477.79309992
7086,7086,20.8799107809,20.8794818433,20.8798891083,1.7,101.416666667,529.95125802,20.8798131099,20.88,20.88,20.88,20.88,0.283670701224,3496.8286905
7087,7087,20.8793536142,20.8794801808,20.8798935586,1.7,99.8333333333,529.95125802,20.8797060142,20.88,20.88,20.88,20.88,0.284696452342,3515.80472196
7088,7088,20.8793247836,20.8794790498,20.8798975732,1.7,98.25,529.95125802,20.8797031879,20.88,20.88,20.88,20.88,0.285732957552,3535.27509786
7089,7089,20.8793234099,20.8794783593,20.8799014672,1.7,96.6666666667,529.95125802,20.8797058538,20.88,20.88,20.88,20.88,0.286745725959,3554.25358548
7090,7090,20.8793251816,20.8794780062,20.8799051468,1.7,95.0833333333,529.95125802,20.8797090286,20.88,20.88,20.88,20.88,0.287765789003,3573.49787492
7091,7091,20.8793270753,20.8794779128,20.8799086149,1.7,93.5,529.95125802,20.879712134,20.88,20.88,20.88,20.88,0.288766724019,3592.44491499
7092,7092,20.4408737895,20.4435252201,20.5456337988,1.74166666667,91.9166666667,567.739570141,20.4421887651,20.39,20.39,20.39,20.39,0.0589548364179,415.034799437
7093,7093,20.3901014303,20.3896512124,20.3904854228,1.78333333333,90.3333333333,567.739570141,20.3902264157,20.39,20.39,20.39,20.39,0.260925765704,3121.69811849
7094,7094,20.3896426678,20.3896905912,20.3897616165,1.825,88.75,567.739570141,20.3897253528,20.39,20.39,20.39,20.39,0.237773557877,2656.95038754
7095,7095,20.389706982,20.3897611177,20.389863525,1.86666666667,87.1666666667,567.739570141,20.3898091743,20.39,20.39,20.39,20.39,0.226299454255,2476.44489027
7096,7096,20.3897376485,20.3897883016,20.3899068071,1.90833333333,85.5833333333,567.739570141,20.389848299,20.39,20.39,20.39,20.39,0.237448352887,2666.56990368
7097,7097,20.3897510173,20.3897988177,20.3899121859,1.95,84.0,567.739570141,20.3898564457,20.39,20.39,20.39,20.39,0.239593541242,2705.08972007
7098,7098,20.38976441,20.3898091217,20.3899173539,1.99166666667,79.9166666667,567.739570141,20.3898644297,20.39,20.39,20.39,20.39,0.242028626985,2749.05368135
7099,7099,20.3897771767,20.3898189214,20.3899224523,2.03333333333,75.8333333333,567.739570141,20.3898721313,20.39,20.39,20.39,20.39,0.24445457439,2793.096051
7100,7100,20.3897895333,20.3898283334,20.3897302327,2.075,71.75,567.739570141,20.3897619163,20.39,20.39,20.39,20.39,0.246864108058,2837.13351416
7101,7101,20.3898009224,20.3898370839,20.3897405449,2.11666666667,67.6666666667,567.739570141,20.3897720412,20.39,20.39,20.39,20.39,0.24950414199,2885.35951588
7102,7102,20.3898116021,20.389845342,20.3897568239,2.15833333333,63.5833333333,567.739570141,20.3897855122,20.39,20.39,20.39,20.39,0.252029444012,2931.82628987
7103,7103,20.3898217031,20.3898531936,20.3897735134,2.2,59.5,567.739570141,20.3897990347,20.39,20.39,20.39,20.39,0.254670991337,2980.59820433
7104,7104,20.4746751898,20.4742634073,20.475776405,2.25,55.4166666667,654.033196661,20.4752724488,20.48,20.48,20.48,20.48,0.287994610374,3618.68607949
7105,7105,20.4795434331,20.4795520692,20.4797603624,2.3,51.3333333333,654.033196661,20.4796727778,20.48,20.48,20.48,20.48,0.246809282692,2837.07208739
7106,7106,20.4798594614,20.4798802099,20.4798479701,2.35,47.25,654.033196661,20.4798565766,20.48,20.48,20.48,20.48,0.270838014149,3279.55413762
7107,7107,20.4798750419,20.4798960598,20.479845743,2.4,43.1666666667,654.033196661,20.4798614886,20.48,20.48,20.48,20.48,0.269235202193,3249.38770295
7108,7108,20.479881252,20.4799008875,20.4798553809,2.45,39.0833333333,654.033196661,20.4798694455,20.48,20.48,20.48,20.48,0.271694477687,3296.07682656
7109,7109,20.4798873508,20.4799056326,20.4798659157,2.5,35.0,654.033196661,20.4798779169,20.48,20.48,20.48,20.48,0.27447064195,3349.11048871
7110,7110,20.479892085,20.4799093373,20.479874583,2.55,32.3333333333,654.033196661,20.4798847993,20.48,20.48,20.48,20.48,0.276819536116,3394.13240228
7111,7111,20.4798961615,20.4799125741,20.4798823531,2.6,29.6666666667,654.033196661,20.4798909272,20.48,20.48,20.48,20.48,0.2790475482,3436.98547043
7112,7112,20.4798997012,20.4793864689,20.479889324,2.65,27.0,654.033196661,20.4797945109,20.48,20.48,20.48,20.48,0.281113101842,3476.79370523
7113,7113,20.4799030571,20.4793739487,20.4798958354,2.7,24.3333333333,654.033196661,20.4797970275,20.48,20.48,20.48,20.48,0.283225151691,3517.79334848
7114,7114,20.4799061845,20.4793862112,20.4799018764,2.75,21.6666666667,654.033196661,20.4798040462,20.48,20.48,20.48,20.48,0.28524196138,3557.0071845
7115,7115,20.4793555749,20.4794000265,20.4799148285,2.8,19.0,654.033196661,20.4797090136,20.48,20.48,20.48,20.48,0.289764926592,3644.67772951
7116,7116,20.9087166638,20.9088165892,20.9108258542,2.8,16.3333333333,852.477069036,20.9100350506,20.92,20.92,20.92,20.92,0.344151525589,4359.60990661
7117,7117,20.9198373252,20.9198515778,20.9197525073,2.8,13.6666666667,852.477069036,20.9197908103,20.92,20.92,20.92,20.92,0.250728820946,2883.60680065
7118,7118,20.9197888412,20.9198248721,20.9199042009,2.8,0.0,852.477069036,20.9198687216,20.92,20.92,20.92,20.92,0.356723947387,4995.25715892
7119,7119,20.919698388,20.919744049,20.9198497959,2.8,0.0,852.477069036,20.9198019517,20.92,20.92,20.92,20.92,0.334033516918,4509.19264619
7120,7120,20.9196784162,20.9197265376,20.9198410678,2.8,0.0,852.477069036,20.9197894991,20.92,20.92,20.92,20.92,0.331949067013,4464.9981356
7121,7121,20.9196665121,20.9197161926,20.9198366487,2.8,0.0,852.477069036,20.9197826044,20.92,20.92,20.92,20.92,0.330580010199,4435.98602802
7122,7122,20.9196559711,20.919707074,20.9198330016,2.8,0.0,852.477069036,20.9197766832,20.92,20.92,20.92,20.92,0.329400889291,4411.02102687
7123,7123,20.9196460144,20.9196984886,20.9198296824,2.8,0.0,852.477069036,20.9197711788,20.92,20.92,20.92,20.92,0.328327404582,4388.32056264
7124,7124,20.9196364211,20.9196902323,20.9198265533,2.8,0.0,852.477069036,20.9197659245,20.92,20.92,20.92,20.92,0.327323364872,4367.11714787
7125,7125,20.9196270564,20.9196821832,20.9198235329,2.8,0.0,852.477069036,20.9197608207,20.92,20.92,20.92,20.92,0.326365695623,4346.92176749
7126,7126,20.9196178278,20.9196742594,20.9198205697,2.8,0.0,852.477069036,20.9197558021,20.92,20.92,20.92,20.92,0.325439631964,4327.42150943
7127,7127,20.9196086689,20.9196664039,20.9198176296,2.8,0.0,852.477069036,20.9197508241,20.92,20.92,20.92,20.92,0.324535436537,4308.40998526
7128,7128,20.4627716915,20.4708520674,20.5602970926,2.8,0.0,1360.81465763,20.4950766843,20.42,20.42,20.42,20.42,0.0895005635925,525.409902427
7129,7129,20.4196519137,20.4197166825,20.4200058682,2.8,0.0,1360.81465763,20.4198715971,20.42,20.42,20.42,20.42,0.274577227752,3376.31598803
7130,7130,20.4196738785,20.4197064157,20.4199312091,2.8,0.0,1360.81465763,20.4198377098,20.42,20.42,20.42,20.42,0.237537522947,2654.60111797
7131,7131,20.4197538892,20.4197702467,20.4198842657,2.8,0.0,1360.81465763,20.4198329281,20.42,20.42,20.42,20.42,0.22954551398,2533.39865082
7132,7132,20.4197749522,20.4197905383,20.4199145864,2.8,0.0,1360.81465763,20.4198607513,20.42,20.42,20.42,20.42,0.239046056023,2695.56093183
7133,7133,20.4197823568,20.419796536,20.4199191032,2.8,0.0,1360.81465763,20.4198662564,20.42,20.42,20.42,20.42,0.24047412338,2721.10980918
7134,7134,20.4197881075,20.4198009819,20.4199222848,2.8,0.0,1360.81465763,20.4198703164,20.42,20.42,20.42,20.42,0.241783366295,2744.54892058
7135,7135,20.4197931473,20.4198048096,20.4199250919,2.8,0.0,1360.81465763,20.4198738767,20.42,20.42,20.42,20.42,0.242985452578,2766.11448607
7136,7136,20.4197976914,20.4198082226,20.4199276713,2.8,0.0,1360.81465763,20.4198771132,20.42,20.42,20.42,20.42,0.24411955037,2786.49391489
7137,7137,20.4198018574,20.4198113263,20.4199300741,2.8,0.0,1360.81465763,20.4198801025,20.42,20.42,20.42,20.42,0.245202876988,2805.99377552
7138,7138,20.4198057246,20.4198141906,20.4197470083,2.8,0.0,1360.81465763,20.4197723968,20.42,20.42,20.42,20.42,0.246179610517,2823.65600737
7139,7139,20.419809349,20.4198168633,20.4197469178,2.8,0.0,1360.81465763,20.4197735648,20.42,20.42,20.42,20.42,0.247272278808,2843.3381893
7140,7140,20.0387255588,20.0486410861,20.1906570681,2.8,0.0,1676.71129984,20.0434473364,19.98,19.98,19.98,19.98,0.0472028292901,295.216519987
7141,7141,19.97991834,19.9799145133,19.9835269011,2.8,0.0,1676.71129984,19.9814633598,19.98,19.98,19.98,19.98,0.164170148718,1629.37566034
7142,7142,19.9798205417,19.9798213652,19.9800655916,2.8,0.0,1676.71129984,19.9799695937,19.98,19.98,19.98,19.98,0.196547957869,1972.08567259
7143,7143,19.9798460086,19.9798376171,19.9799321015,2.8,0.0,1676.71129984,19.9798873004,19.98,19.98,19.98,19.98,0.159425927833,1466.08833936
7144,7144,19.9798617092,19.9798558075,19.9799150251,2.8,0.0,1676.71129984,19.979889004,19.98,19.98,19.98,19.98,0.174237131645,1663.09461484
7145,7145,19.9798660838,19.9798601858,19.9799179046,2.8,0.0,1676.71129984,19.9798926392,19.98,19.98,19.98,19.98,0.175419517592,1680.70064987
7146,7146,19.9798691665,19.9798631755,19.9799200553,2.8,0.0,1676.71129984,19.9798952282,19.98,19.98,19.98,19.98,0.176230276684,1693.03715753
7147,7147,19.9798716543,19.9798655618,19.9799217674,2.8,0.0,1676.71129984,19.9798972996,19.98,19.98,19.98,19.98,0.176907008916,1703.3497588
7148,7148,19.97987372,19.9798675292,19.9799231711,2.8,0.0,1676.71129984,19.9798990075,19.98,19.98,19.98,19.98,0.177485483235,1712.17026097
7149,7149,19.9798754601,19.9798691749,19.9799243454,2.8,0.0,1676.71129984,19.9799004406,19.98,19.98,19.98,19.98,0.177989205297,1719.84699956
7150,7150,19.9798769411,19.9798705648,19.9799253321,2.8,0.0,1676.71129984,19.9799016522,19.98,19.98,19.98,19.98,0.178432619523,1726.59783386
7151,7151,19.979878211,19.9798717461,19.9799261498,2.8,0.0,1676.71129984,19.9799026745,19.98,19.98,19.98,19.98,0.178824982801,1732.56459701
7152,7152,20.1028543131,20.103005118,20.104727557,2.8,0.0,1937.31006727,20.1039645415,20.11,20.11,20.11,20.11,0.221561525081,2421.33640979
7153,7153,20.1095021254,20.1095075711,20.1097950787,2.8,0.0,1937.31006727,20.1096318256,20.11,20.11,20.11,20.11,0.13700831645,1199.08416744
7154,7154,20.1098799767,20.1098780886,20.109916015,2.8,0.0,1937.31006727,20.1098985695,20.11,20.11,20.11,20.11,0.179399471661,1747.9811584
7155,7155,20.1098841649,20.109879841,20.109885667,2.8,0.0,1937.31006727,20.109883912,20.11,20.11,20.11,20.11,0.170297075526,1618.20763251
7156,7156,20.1098818693,20.1098769917,20.109880124,2.8,0.0,1937.31006727,20.1098798164,20.11,20.11,20.11,20.11,0.169237154816,1602.94273853
7157,7157,20.1098804167,20.1098751193,20.1098777296,2.8,0.0,1937.31006727,20.1098777817,20.11,20.11,20.11,20.11,0.168736730099,1595.62564677
7158,7158,20.1098794451,20.1098737295,20.1098761368,2.8,0.0,1937.31006727,20.1098763931,20.11,20.11,20.11,20.11,0.16841712644,1590.90254885
7159,7159,20.1098787943,20.1098726515,20.1099461254,2.8,0.0,1937.31006727,20.1099117989,20.11,20.11,20.11,20.11,0.168253618684,1588.35065433
7160,7160,20.1098783937,20.1098718173,20.1099482603,2.8,0.0,1937.31006727,20.1099125846,20.11,20.11,20.11,20.11,0.168090770676,1585.95833401
7161,7161,20.1098781859,20.1098711698,20.1099483934,2.8,0.0,1937.31006727,20.109912455,20.11,20.11,20.11,20.11,0.168046517388,1585.18038647
7162,7162,20.1098781337,20.1098706738,20.1099484641,2.8,0.0,1937.31006727,20.1099123678,20.11,20.11,20.11,20.11,0.168030122863,1584.8469534
7163,7163,20.1098782111,20.109870306,20.1099486183,2.8,0.0,1937.31006727,20.1099123908,20.11,20.11,20.11,20.11,0.168061276458,1585.19153355
7164,7164,20.2044598274,20.2045854704,20.2060164314,2.8,0.0,1884.67607314,20.2053658302,20.21,20.21,20.21,20.21,0.214638471954,2302.20853638
7165,7165,20.2096144375,20.2096177002,20.2098298945,2.8,0.0,1884.67607314,20.2097163172,20.21,20.21,20.21,20.21,0.152737832211,1393.36302272
7166,7166,20.2095781183,20.2095640165,20.2099294798,2.8,0.0,1884.67607314,20.2097608098,20.21,20.21,20.21,20.21,0.184913971528,1831.49931764
7167,7167,20.2095469757,20.2098885169,20.2099143771,2.8,0.0,1884.67607314,20.2098177444,20.21,20.21,20.21,20.21,0.178864337549,1743.64738986
7168,7168,20.2095432484,20.209902849,20.2099134557,2.8,0.0,1884.67607314,20.2098196687,20.21,20.21,20.21,20.21,0.178645452781,1740.05036223
7169,7169,20.2095434862,20.2099034995,20.2099140111,2.8,0.0,1884.67607314,20.209820228,20.21,20.21,20.21,20.21,0.178795982873,1742.09930562
7170,7170,20.2095443559,20.2099034081,20.2099147915,2.8,0.0,1884.67607314,20.2098208936,20.21,20.21,20.21,20.21,0.178989963143,1744.74141521
7171,7171,20.2095455578,20.2099033941,20.2099156757,2.8,0.0,1884.67607314,20.2098217208,20.21,20.21,20.21,20.21,0.179220720795,1747.94851658
7172,7172,20.2095470152,20.2099034506,20.2099166384,2.8,0.0,1884.67607314,20.2098226735,20.21,20.21,20.21,20.21,0.179479682306,1751.58468892
7173,7173,20.2095486778,20.2099035642,20.2099176619,2.8,0.0,1884.67607314,20.2098237262,20.21,20.21,20.21,20.21,0.179761803691,1755.5744285
