,t41,t42,t43,t44,t45,t5
320,23.3826393369,23.3807656045,23.3856565584,23.3819955543,23.3838361797,23.3863512024
321,23.3900444716,23.388144122,23.3900836382,23.3888232976,23.3894025913,23.403088689
322,23.3900275614,23.3895290879,23.3902869761,23.3904052945,23.3898011417,23.4201268066
323,23.3899610639,23.390222973,23.3896733115,23.3919470792,23.3898265755,23.4305548674
324,23.3909948404,23.3891878797,23.3903644705,23.3902145297,23.3898248853,23.4342856398
325,23.3900578201,23.3895676157,23.3894865946,23.3902335718,23.3898231937,23.4339398911
326,23.3904515976,23.3920651589,23.3905057521,23.3888543943,23.3898216734,23.4318121387
327,23.3892642302,23.3906952312,23.3901103397,23.389109773,23.3898203356,23.4291054183
328,23.3899201816,23.3888466573,23.389911354,23.3898829281,23.3898190997,23.426163784
329,23.3903041006,23.3890317974,23.3895338827,23.3901352296,23.3898179073,23.4230686152
330,23.3905126579,23.391338695,23.3898543694,23.3920752294,23.3898167977,23.4198676793
331,23.3895126419,23.3896924052,23.3902179876,23.3915773739,23.3898157446,23.4166515059
332,23.436861194,23.4344901114,23.4387266856,23.4339233413,23.4368474704,23.4162972613
333,23.4399192128,23.4406935743,23.4398975265,23.4403430421,23.4396255604,23.4255842428
334,23.439764387,23.4412064358,23.4407625297,23.4417346209,23.4398157801,23.4385989261
335,23.4404688499,23.4397950213,23.4403999439,23.4401023507,23.4398305757,23.4503904824
336,23.4407339131,23.4415300501,23.4404459298,23.4393621527,23.4398326943,23.4597459802
337,23.4399758086,23.4399574486,23.4402051587,23.4412578081,23.4398349825,23.4674571048
338,23.4406070036,23.4397646441,23.4404732448,23.4400409761,23.4398376289,23.4744537609
339,23.4401144258,23.4408383613,23.439868927,23.4387390165,23.4398405692,23.4812235289
340,23.4404404129,23.4395363768,23.4399717146,23.4394755835,23.4398436604,23.4878997662
341,23.4410493222,23.4407594377,23.4400543502,23.439775609,23.4398467888,23.4944957217
342,23.4399282626,23.4416903677,23.4400366388,23.4408370626,23.4398499848,23.501027509
343,23.4400104644,23.4410336367,23.4396497147,23.440322626,23.4398532372,23.5074853971
344,23.5427732315,23.5428724451,23.5463063379,23.5398055741,23.545027585,23.5124420289
345,23.54979325,23.5509564495,23.5493989504,23.5495850979,23.5495648952,23.5255987111
346,23.5497248907,23.5487864433,23.549895259,23.5513575511,23.5498569384,23.5377509125
347,23.5495383774,23.549753723,23.5501273402,23.5493762857,23.549872984,23.5431384209
348,23.550197613,23.5513090885,23.550731501,23.5518458008,23.5498733224,23.5419650547
349,23.5489760759,23.551615165,23.5508807035,23.5503687229,23.549872363,23.5368710883
350,23.5502895638,23.5497340562,23.5508007674,23.5484533433,23.5498707228,23.529995977
351,23.5504856964,23.5494874546,23.5498131701,23.5495479081,23.5498688875,23.5224538126
352,23.5492174418,23.5501533358,23.5496684996,23.5495053741,23.5498670956,23.5147071119
353,23.5508068585,23.5484245934,23.5498097623,23.5491403277,23.5498653409,23.5068933082
354,23.55113589,23.5488012642,23.5505845355,23.5497990982,23.5498636602,23.4990789067
355,23.5498431056,23.5484127118,23.5504889872,23.5496262156,23.5498620813,23.49133925
356,23.9532648547,23.9490259543,23.9552435279,23.9485228464,23.9572025632,23.5126513545
357,23.9592312973,23.9616284231,23.9597735569,23.9592908963,23.9597749514,23.5781442056
358,23.959846906,23.9599247788,23.9601060397,23.960832963,23.9598710416,23.6298089405
359,23.9599164128,23.9590313114,23.9596145666,23.9616330927,23.9598568946,23.6613849176
360,23.9602844107,23.9604796415,23.9604591813,23.9600424606,23.9598454228,23.6785996518
361,23.9608643844,23.9615492916,23.9597228078,23.9601316243,23.9598382168,23.6886591003
362,23.960632262,23.9601522975,23.9608199769,23.9607877757,23.9598341006,23.6959288039
363,23.9606400922,23.9605256516,23.9594407469,23.9595552316,23.9598321837,23.7021417387
364,23.9608655974,23.9614744608,23.9598601774,23.960391621,23.9598315909,23.7077356917
365,23.960613512,23.9613211046,23.9604133273,23.9595135192,23.9598316088,23.7128284134
366,23.9593373618,23.9591640239,23.959531003,23.9598192094,23.9598319352,23.7175224043
367,23.9600153524,23.9608954918,23.9605330871,23.9599739677,23.959832553,23.7219241738
368,24.2339746864,24.2251533643,24.2391003987,24.22268976,24.2430870582,23.7118924097
369,24.2483798528,24.2495109487,24.2503120898,24.2475443194,24.2493597717,23.7506329944
370,24.2494546174,24.2500917346,24.2500171206,24.2493716755,24.2498369958,23.7897490685
371,24.2502041836,24.2502461999,24.2504723136,24.2510953196,24.2498410894,23.8164013078
372,24.2498770056,24.2518313407,24.2500032529,24.2519048888,24.2498429922,23.829915038
373,24.2498715196,24.2500543946,24.250439088,24.2517321426,24.2498444642,23.8348472734
374,24.2495963336,24.250580731,24.2501601683,24.2502964528,24.2498459614,23.8354506741
375,24.2497981287,24.2505215533,24.2506105392,24.250719596,24.24984751,23.8340842616
376,24.2500695844,24.2499849319,24.2506545001,24.2484725352,24.2498490837,23.8319147956
377,24.2496071299,24.2492748419,24.2508629659,24.250306033,24.2498506636,23.8293877288
378,24.2507000156,24.2506212715,24.2498659746,24.2487512055,24.2498523391,23.8266745404
379,24.2509228989,24.2495636474,24.2500204665,24.2491936617,24.2498540067,23.8238654429
380,23.8018107587,23.801410428,23.8015043559,23.8036737179,23.8092606811,23.8453479976
381,23.7906810617,23.7892068817,23.7894908371,23.7898202183,23.7899385309,23.7979996519
382,23.7897200023,23.7894523763,23.7900036186,23.7883730454,23.7898587465,23.7292835635
383,23.789077291,23.7893985756,23.7897846045,23.7900321723,23.7898615942,23.6790198177
384,23.7902752097,23.7905248128,23.7907584358,23.7889636346,23.7898519438,23.6550031259
385,23.7902955206,23.7903109436,23.7894924011,23.789514443,23.7898399143,23.6480800588
386,23.7900326091,23.7897968951,23.7903248601,23.7904963214,23.7898300939,23.648369777
387,23.7898587636,23.789865333,23.7903077512,23.7892942092,23.7898226037,23.6507346244
388,23.7898356185,23.7907916473,23.7902944924,23.7903482464,23.7898165673,23.6536196651
389,23.7912767308,23.7908660508,23.7901913872,23.7919399156,23.7898111171,23.6569337717
390,23.7898743115,23.7920286699,23.7908834481,23.7917685014,23.7898058221,23.6607593223
391,23.7904744395,23.7898002733,23.7907651829,23.7903999634,23.7898006099,23.6649836846
392,24.2327042421,24.2297466216,24.2352399902,24.2277653196,24.1520111442,23.684627014
393,24.2395676125,24.240948596,24.2395655054,24.2403964756,24.2395409839,23.751301064
394,24.2394525062,24.2389702717,24.2402979283,24.2413259891,24.2398346655,23.8134748162
395,24.2410831513,24.2403810841,24.2399291956,24.241926292,24.2398516354,23.8537740157
396,24.2403319701,24.2386441897,24.2406529191,24.2398726258,24.2398378198,23.8770873627
397,24.2415200737,24.2416680743,24.2406448445,24.2399645348,24.2398267537,23.8911004449
398,24.2402594928,24.2385828769,24.2399178844,24.2400699503,24.2398198195,23.9011847772
399,24.2389839101,24.239209109,24.2394275422,24.2390598329,24.239815729,23.9096565575
400,24.240171508,24.2388247538,24.2408771237,24.2412474713,24.2398133925,23.9172502272
401,24.2396602507,24.2388387031,24.2396002617,24.2395585228,24.2398119404,23.9241925314
402,24.2397510584,24.2404384609,24.2399542064,24.238926243,24.2397685648,23.9305504276
403,24.2404586705,24.2385697187,24.2394658101,24.2420369821,24.2397436715,23.9365080649
404,24.3548937893,24.3500123328,24.3556267167,24.3489174536,24.3576181172,23.9286121375
405,24.3596488546,24.3606949922,24.3603283979,24.3591592908,24.3597645948,23.9330862191
406,24.360343418,24.3596222166,24.3605730696,24.3586803769,24.3598801189,23.9401455896
407,24.3599311658,24.3600804888,24.3598701165,24.3600481331,24.3598805184,23.9471913591
408,24.3600586712,24.3588350737,24.3605950964,24.35944299,24.3598748035,23.9530470454
409,24.3598141334,24.3582750653,24.3595401165,24.3617511898,24.3598699994,23.9578315214
410,24.3589544117,24.3599422328,24.3598024521,24.3589396169,24.3598650291,23.9619436488
411,24.3599840433,24.3599717965,24.3610655037,24.3598223219,24.3598600009,23.9656654208
412,24.3595900644,24.3608623546,24.3605796152,24.3610725447,24.3598550495,23.9692226669
413,24.3605869111,24.3603887142,24.3597940739,24.360039103,24.3598500939,23.9727162996
414,24.3603378183,24.3615189693,24.3599864451,24.3605153408,24.3598452081,23.9761339807
415,24.3618132392,24.3617664148,24.3593824851,24.3605551057,24.3598403196,23.9795142052
416,24.2374066848,24.2402583588,24.2361540456,24.2425059534,24.2344661549,23.987042366
417,24.2308927319,24.2312550109,24.2299649454,24.2294719777,24.2302128693,23.9777861271
418,24.2303713358,24.2297609162,24.2304669641,24.2308886312,24.2298720093,23.9612184191
419,24.2293680235,24.2322525824,24.2307774504,24.2283026738,24.2299950243,23.9461992255
420,24.2295440077,24.2293973921,24.2300847096,24.2287494961,24.2301941074,23.9358737725
421,24.2300999929,24.2298741644,24.2292701794,24.2292586406,24.2303044848,23.9294322929
422,24.2305018368,24.2286222792,24.2309342256,24.2313694956,24.230405616,23.9251878888
423,24.2288571047,24.2289150953,24.2298347782,24.228426671,24.2301997852,23.9219772227
424,24.2290160771,24.2286444476,24.2297914563,24.2298763368,24.2297333983,23.9191444696
425,24.2287274956,24.2303921223,24.2312190782,24.2325157564,24.230110092,23.9165207537
426,24.2305768965,24.2313731079,24.2296544706,24.229503796,24.2298986925,23.9141489597
427,24.2317045645,24.2303185552,24.2295656507,24.230960795,24.2297611436,23.9119178422
428,24.144836717,24.1470658635,24.1439142672,24.150767417,24.1428181874,23.9142062057
429,24.1407123954,24.1408762248,24.1400515083,24.1394142668,24.1405193275,23.9066173235
430,24.1406740247,24.1388098186,24.1399368541,24.140947559,24.1398822875,23.8952344939
431,24.1398025523,24.1400233844,24.1393490638,24.1422378184,24.1398665641,23.8850362574
432,24.1402653462,24.1401351085,24.1402203617,24.1399496243,24.1398669148,23.8778887484
433,24.1389543184,24.1406472958,24.1394462602,24.142063136,24.1398651537,23.8732290309
434,24.1406382886,24.1390646408,24.1396909488,24.1403499637,24.1398632144,23.869996321
435,24.139249786,24.138436667,24.140444527,24.1384313927,24.139861258,23.8674104708
436,24.1400650123,24.140197089,24.1409790314,24.1392471101,24.1398593509,23.8650843916
437,24.1399110358,24.1401874127,24.1410853849,24.1415344981,24.1398574193,23.862978351
438,24.1388343387,24.1406293646,24.1409304818,24.1418393248,24.1402885705,23.8610812402
439,24.1394758682,24.1392500784,24.1406866912,24.1391484736,24.139845116,23.8593353573
440,24.4445305953,24.4427639841,24.4466970093,24.4405607379,24.3359609473,23.8922999435
441,24.4500017389,24.4508044825,24.4501354963,24.4504898728,24.4487977665,23.9312464443
442,24.4499328729,24.4502714616,24.4500733012,24.4493027508,24.4499862291,23.9587256787
443,24.4507379051,24.4493076241,24.4501441117,24.4500435062,24.450056351,23.9786331239
444,24.4505058155,24.4499915591,24.44996291,24.4500459699,24.4500688958,23.9953536645
445,24.4498621899,24.4496831915,24.4497444674,24.450422259,24.4500916752,24.0102076623
446,24.4502667822,24.4501157643,24.4501847922,24.4506380563,24.4503025268,24.0238869083
447,24.4502550113,24.4503870981,24.4506485289,24.4496691852,24.449997188,24.0368809012
448,24.4502595586,24.4502536741,24.4502173113,24.4494436432,24.4501789634,24.0494396796
449,24.4496349234,24.4492610407,24.4505377572,24.4492737989,24.4500958696,24.0617352403
450,24.450188359,24.4500600975,24.4502228768,24.4503495524,24.4499243996,24.0738825912
451,24.4502966077,24.4492672235,24.4496186013,24.4504628324,24.4500286709,24.0860303878
452,24.4310837275,24.4305693622,24.4299562724,24.430390553,24.430165819,24.0946699771
453,24.4295184629,24.4295923663,24.4301934843,24.4299718041,24.430144075,24.0966373077
454,24.4300406134,24.4299414398,24.4296363048,24.4307479763,24.4301303747,24.0958622691
455,24.4304266596,24.4298591224,24.4296506098,24.4308515515,24.430218048,24.0940419997
456,24.4299605482,24.4300671099,24.4301706326,24.4311894186,24.4302062574,24.0914438957
457,24.4297888132,24.4296675328,24.4304662026,24.4298843602,24.4299947541,24.0882789209
458,24.4302891138,24.4298034157,24.4304709874,24.4300017851,24.4300575918,24.084694381
459,24.4304053361,24.429396148,24.4298458452,24.4293759931,24.4302031913,24.0808534318
460,24.4304798522,24.4295218427,24.43007736,24.429755583,24.4300605464,24.0768208513
461,24.4297187541,24.4303956377,24.4300733211,24.4301753628,24.4300497877,24.0726578293
462,24.4294299474,24.4299483763,24.4301837331,24.4306945913,24.4301599661,24.0684029146
463,24.4298925022,24.4303571772,24.4303519522,24.4304335507,24.4299807075,24.0640855465
464,24.242046186,24.2460409071,24.2378699365,24.247616442,24.2374078687,24.0683386955
465,24.2317721348,24.2315091575,24.2314018894,24.2330807217,24.2299642505,24.0531575972
466,24.2313984742,24.2308176093,24.2313547165,24.2279843713,24.2300547559,24.0296861766
467,24.2309544822,24.2301883673,24.2297401073,24.2297534535,24.2300042228,24.0101341733
468,24.2289885103,24.2309505451,24.2297472397,24.2296789027,24.230371087,23.9981642286
469,24.2299767713,24.2288453248,24.2307019745,24.2280979315,24.2301553582,23.9921514075
470,24.2290086558,24.2292174095,24.2302558372,24.2302161928,24.2297729193,23.9894502752
471,24.2303085944,24.2279349399,24.2308369978,24.2307016816,24.230480669,23.9883367386
472,24.229485937,24.2294372688,24.2293082133,24.230285575,24.230257384,23.9880612671
473,24.2310588413,24.2290510184,24.2304024336,24.2303425492,24.2297534245,23.9882846889
474,24.2306440228,24.2279996803,24.2302052724,24.2313119662,24.2304875294,23.9888778066
475,24.2294592378,24.2276872251,24.2296027145,24.2308962555,24.230491237,23.9897748093
476,24.1548763608,24.1569924875,24.1533924063,24.15824601,24.1521322392,23.9916005915
477,24.1489970076,24.1495681174,24.1503768491,24.1512195978,24.1500886081,23.9860459457
478,24.1505022737,24.1497026015,24.1490339411,24.1500992531,24.1499868333,23.9774978973
479,24.1512325139,24.1504283016,24.1502320657,24.1493285273,24.1501788896,23.9702955001
480,24.1493490589,24.1492406986,24.1511261553,24.1474633268,24.1503290032,23.9656638561
481,24.1492513337,24.1498816974,24.1504514607,24.1518402709,24.149732123,23.9629402427
482,24.14946849,24.1505661335,24.1500519133,24.1506144799,24.149946217,23.9612939485
483,24.1486922559,24.1500738295,24.1509335372,24.1492006102,24.1500612871,23.9601493105
484,24.1501352958,24.1517554956,24.1499753171,24.1518154956,24.150275317,23.9592195723
485,24.1499377445,24.1501434673,24.1491865389,24.1482963206,24.1500037824,23.9584991525
486,24.1496800067,24.1499532099,24.1499086364,24.1488128633,24.1498766839,23.9578288279
487,24.1490290571,24.1503131563,24.1490806707,24.15150002,24.1502844869,23.9572091024
488,24.1208488938,24.1238136305,24.1215231118,24.1222993719,24.120733207,23.9559740491
489,24.1211994593,24.1201635235,24.1200050745,24.1209513226,24.1205115603,23.951496046
490,24.1190895226,24.1186636579,24.1199009261,24.1208797485,24.1198695228,23.9455718083
491,24.1192476157,24.1190780272,24.1199328891,24.1216293596,24.1201270946,23.9397777098
492,24.1208771801,24.1201538616,24.119843256,24.1195425993,24.1203723427,23.9346883553
493,24.1193644744,24.1211787108,24.1197346874,24.1205969546,24.1199816268,23.9301858298
494,24.1200150825,24.1188812264,24.1197042434,24.120422452,24.1197402545,23.9259775054
495,24.1189445166,24.1193682346,24.1197899142,24.1199246211,24.1201417926,23.9218963087
496,24.1204380155,24.1185032773,24.1199309493,24.1201958203,24.1203491283,23.9178412389
497,24.1199800817,24.1204331277,24.1201010933,24.1180662097,24.1199532848,23.9138498647
498,24.1186428042,24.1203475401,24.1202854454,24.1193022033,24.1198114801,23.9098974535
499,24.1208361558,24.1193691631,24.1204428713,24.1193533062,24.120331918,23.9059032074
500,24.0646500384,24.0663809393,24.0627433144,24.0662957931,24.0615091257,23.9033946334
501,24.0599000244,24.0598390638,24.0599897682,24.0581245496,24.0600918974,23.8972542631
502,24.0584034331,24.0594458388,24.060277056,24.0593537536,24.0598921508,23.8903851944
503,24.0599796702,24.0607635929,24.0590718276,24.060406319,24.0600987493,23.8853974523
504,24.0604768477,24.0600950453,24.0588169452,24.0582366726,24.0597754153,23.8827402128
505,24.058360084,24.0603084219,24.0595652711,24.0605611983,24.0603999503,23.8816288894
506,24.0607967664,24.0596888928,24.0607654293,24.0598830074,24.0601455973,23.881360551
507,24.0602571555,24.060649505,24.060555166,24.059363292,24.0597715558,23.8815092535
508,24.0597134895,24.0607650177,24.0600848682,24.058033172,24.0599626156,23.8818622221
509,24.0583126579,24.0589523736,24.0602481393,24.0587214508,24.0600050885,23.8823442613
510,24.0588165948,24.058951783,24.0596154185,24.0588814016,24.0603182695,23.8829242498
511,24.0587874403,24.0587283466,24.0607057329,24.0605718877,24.0603370286,23.8836242154
512,23.9655874047,23.9680564386,23.9640778425,23.9709705216,23.9631284667,23.8868590466
513,23.9615948626,23.9588602973,23.9601083601,23.9616867341,23.9599063904,23.8817806403
514,23.9593208461,23.9589858807,23.9601382078,23.9589161039,23.9596792613,23.8737712311
515,23.9593938336,23.9619159369,23.9602687498,23.9590067224,23.9603289781,23.8680028839
516,23.9592027662,23.9594754664,23.9606575901,23.9587280992,23.9602089145,23.8658861568
517,23.9610987439,23.9609964234,23.9601659755,23.960808366,23.9599311379,23.866411834
518,23.9588184068,23.9600821401,23.9602064682,23.9590837156,23.9600910319,23.8683654308
519,23.9610615149,23.9604036055,23.959750561,23.962254845,23.9599094367,23.8708939004
520,23.9607320312,23.9605839174,23.9599977805,23.9593424148,23.9599212437,23.873768258
521,23.9612567971,23.9595848502,23.9597300441,23.9602709974,23.9600250487,23.8768458399
522,23.961371774,23.9610254847,23.9601057737,23.9591960002,23.9600878965,23.8801083027
523,23.9601307587,23.9588572875,23.9599067638,23.9598977812,23.959630422,23.8835412044
524,23.8753681215,23.8793545471,23.8737524569,23.8787933109,23.8728465388,23.8865539856
525,23.8701360381,23.871917992,23.8699402568,23.8700609079,23.8698533793,23.8803070754
526,23.8691040757,23.8711040226,23.8689592341,23.8704762522,23.8699885172,23.8700019647
527,23.8714541578,23.8681547589,23.8701164494,23.8696160271,23.8700335899,23.8607060363
528,23.8715074079,23.8689377479,23.8689331565,23.8685487573,23.8699541563,23.8538894578
529,23.8709101037,23.8686695008,23.8693898605,23.8678580393,23.8701798526,23.8489139549
530,23.8714229339,23.8719665989,23.8699476413,23.8721239482,23.8698995723,23.8449108974
531,23.8696347684,23.8696805607,23.8710924071,23.8711729279,23.8697964264,23.8414357441
532,23.8698539269,23.8695511012,23.8695131968,23.8684104042,23.870295461,23.8381192822
533,23.8703442813,23.8720153423,23.8696498464,23.870941025,23.8703942772,23.8348342622
534,23.8714346063,23.8718922984,23.8700436181,23.8692686,23.8696410194,23.831663784
535,23.8696974789,23.871138667,23.8710599439,23.8700402332,23.8701345427,23.828530835
536,23.8701711053,23.868491527,23.8699826743,23.8702774093,23.8697589633,23.8264760885
537,23.8715667085,23.870896373,23.8696219564,23.8715449452,23.8703394857,23.8257743714
538,23.870517187,23.8694577808,23.8697468436,23.8710880928,23.86993653,23.8262190122
539,23.8699521362,23.8711220688,23.8697307791,23.8678802608,23.8699772765,23.827274124
540,23.8697710474,23.8685726114,23.8711373959,23.8699166915,23.8703823197,23.8286031211
541,23.8694280596,23.8696168692,23.8708647142,23.8723559958,23.8703496587,23.830121634
542,23.8705458215,23.870470047,23.8694422722,23.869186923,23.8700364003,23.8317853604
543,23.8699316084,23.8720739381,23.8697028019,23.8697734986,23.8697687662,23.8335324038
544,23.8700379963,23.8715633742,23.8706757002,23.8709055696,23.870147747,23.8353861703
545,23.8685653287,23.8681892644,23.8694994315,23.8696393379,23.870321447,23.8373626822
546,23.8700923506,23.8700631551,23.8691595773,23.8693983789,23.8698315801,23.8393350263
547,23.8688482499,23.8721191782,23.8694368239,23.8719277156,23.8696730761,23.8413364723
548,24.0124786106,24.0056604974,24.0141175064,24.0075365189,24.0162491016,23.8436886323
549,24.0194270409,24.0175283798,24.0193654083,24.0179278656,24.0198780313,23.8589384715
550,24.0200631879,24.0177350935,24.0208572683,24.0219177311,24.0196870569,23.8779588873
551,24.0210027707,24.0193088276,24.0197628948,24.0219898523,24.0200736292,23.8939281623
552,24.0186311178,24.018694253,24.019663569,24.0205225886,24.0198295499,23.9054149611
553,24.0200779848,24.020138359,24.0199994363,24.0186548902,24.0201951055,23.9136266118
554,24.0208916129,24.0183652746,24.0198203168,24.0203637437,24.0201674732,23.9202103529
555,24.0199620097,24.0184106338,24.0205824131,24.0189792728,24.019913051,23.9261343935
556,24.0214338166,24.0190985148,24.0210541308,24.0190291546,24.0196775892,23.9317355944
557,24.0194900345,24.019027689,24.0205067984,24.0194715827,24.0203393244,23.9371629712
558,24.0190634217,24.0214669976,24.0190279884,24.0190756588,24.0196532085,23.9424649513
559,24.0191640075,24.0202336461,24.0205568413,24.0213836243,24.0198816672,23.9476546001
560,24.1133974674,24.113416885,24.1157144017,24.1126703353,24.1180343669,23.9509647732
561,24.1207593401,24.1191547717,24.1195851122,24.1198043203,24.1200272697,23.9599349445
562,24.1195698189,24.1202226197,24.1207357433,24.1205382412,24.1198589716,23.9696992168
563,24.1211121902,24.121559584,24.1205690347,24.1204242595,24.1201375485,23.9761889355
564,24.1191467116,24.1214356682,24.1203247028,24.1190694784,24.1202996973,23.9787868761
565,24.1209893658,24.118834094,24.120294788,24.1194635356,24.1204370584,23.9784903251
566,24.1188308521,24.1211214603,24.1202491282,24.1187636027,24.1198676391,23.976508637
567,24.1199342472,24.1196195111,24.1199738658,24.1191579073,24.1199205059,23.9735693854
568,24.1205208067,24.1211019148,24.12114452,24.1216440222,24.1204326044,23.9700493481
569,24.1215186835,24.1182960725,24.1206075888,24.1221087437,24.1202231175,23.9662089317
570,24.1201631236,24.1187941111,24.1205791003,24.1191142432,24.1204236735,23.9620508605
571,24.1192379248,24.118858947,24.120580067,24.1207181025,24.1201119355,23.9575669811
572,23.8364015332,23.8443461795,23.8315824391,23.8503143079,23.8365392377,23.9614736338
573,23.8208792072,23.8244491179,23.820615336,23.8229611046,23.8204580837,23.9368590416
574,23.8190228907,23.8187451856,23.8210365048,23.820199572,23.8199344612,23.898885786
575,23.8213955469,23.821088236,23.8211924667,23.8212653456,23.8199111217,23.8665238515
576,23.8204615499,23.8204324883,23.8194945844,23.818678185,23.8199146314,23.8454640706
577,23.8201304247,23.8190248682,23.819953972,23.8215810954,23.8199139308,23.8332826068
578,23.8208809934,23.8202186762,23.8212061237,23.820750444,23.8199131227,23.8260737878
579,23.8200478802,23.8209115818,23.8194929269,23.8197504065,23.8199126234,23.8211443919
580,23.8190877636,23.8199899512,23.8208330256,23.8196603986,23.8199123964,23.8171882025
581,23.8192386194,23.8180782532,23.8210136173,23.8217273166,23.8199123997,23.8138344268
582,23.8205040723,23.8210069099,23.8196986194,23.8219024247,23.8199125843,23.8110044473
583,23.8193139949,23.8201954429,23.8200321354,23.818764701,23.8199128877,23.8086400056
584,23.8014525581,23.8034013449,23.8009122102,23.8003591266,23.8010064783,23.8067272189
585,23.8002122965,23.8002944449,23.80022905,23.8016404237,23.7998690966,23.8023318336
586,23.8008746475,23.8007827104,23.8000579133,23.8008260874,23.7997857238,23.7970765844
587,23.8014325912,23.8020825464,23.7998695712,23.8003010541,23.7997602193,23.7925158026
588,23.8006405664,23.7999175354,23.7998329113,23.7985879929,23.7997443457,23.7890350074
589,23.8010142846,23.8008978448,23.7997279082,23.7984077896,23.7997321297,23.7863027591
590,23.8009450417,23.8004013373,23.7997272235,23.8010479544,23.7997222491,23.7840282214
591,23.7992472221,23.8006964039,23.8011171868,23.801207755,23.799713568,23.782052113
592,23.800256682,23.8007382453,23.800586243,23.8016659679,23.7997054902,23.780259561
593,23.8013200609,23.8002870042,23.7999546155,23.7995735524,23.7996977049,23.7786229897
594,23.8002691509,23.8021024418,23.8003305122,23.798576873,23.7996902117,23.7770746518
595,23.8006560731,23.8002359629,23.800353106,23.8001757282,23.7996830125,23.7755758816
596,23.8195574315,23.8181093502,23.8188867864,23.817491863,23.8185546362,23.7752071364
597,23.8210188193,23.8207805218,23.8210327307,23.8189999853,23.8196049368,23.77888844
598,23.8205437837,23.8206111348,23.8201656521,23.8208476717,23.8196539468,23.7842531661
599,23.8218415866,23.8221416205,23.8201644354,23.8191908389,23.8196530273,23.7893613048
600,23.8200816327,23.8216718519,23.8203078784,23.8201675608,23.8196449317,23.793777306
601,23.8215632175,23.8207316763,23.821089888,23.8207750611,23.8196378958,23.7977250291
602,23.8196456675,23.8209345824,23.8205652456,23.8206262234,23.8196313166,23.8014813697
603,23.8211781514,23.821181747,23.8199263632,23.8203919027,23.8196251505,23.8051787334
604,23.8210227949,23.820870439,23.8201931263,23.8205605097,23.8196192279,23.8089234857
605,23.8206792343,23.8200457151,23.8198561378,23.8211929414,23.8196135433,23.8127370439
606,23.8218624686,23.8215566195,23.8199568541,23.8198871984,23.8196081358,23.8166043035
607,23.820498618,23.8208677806,23.8211819937,23.8209031343,23.8196029007,23.8205366986
608,24.0084644806,24.0038242187,24.013268971,24.0047164679,24.0123080682,23.8223348122
609,24.0208261712,24.0185190439,24.0198358512,24.0172467471,24.0191913086,23.8484263275
610,24.0220651239,24.0205349139,24.0210549107,24.0211130697,24.0195535011,23.8756510706
611,24.0208085804,24.0188781882,24.0204944795,24.0222270798,24.0196169263,23.893087362
612,24.021008134,24.0223139955,24.0199988568,24.0201782736,24.019601151,23.9002263769
613,24.0213062281,24.0193706031,24.0206269647,24.0207974085,24.0195961338,23.9008902749
614,24.020666485,24.0190261408,24.0200146705,24.0207123898,24.0195921665,23.898582435
615,24.0212193003,24.0210510186,24.0205296259,24.0201155215,24.0195886328,23.8951737231
616,24.0199385288,24.0208650035,24.0199659898,24.0194559034,24.0195853029,23.8913500973
617,24.0211560425,24.0218046632,24.0199448968,24.0191061952,24.0195821876,23.8872276592
618,24.0210790979,24.0207242994,24.0213946532,24.0188289836,24.0195791955,23.882842586
619,24.0203973927,24.0210601891,24.0207495201,24.0185955684,24.0195762966,23.8782204352
620,24.1253982309,24.1233116653,24.1256045681,24.1197290343,24.1260367758,23.8718304247
621,24.1306150568,24.1310113569,24.1304931878,24.1296355498,24.1293833482,23.8840277765
622,24.129714225,24.1310717188,24.1310228512,24.1325243943,24.1295170685,23.8995198777
623,24.1306945305,24.1292580487,24.1310842372,24.1322353985,24.1295441886,23.910878458
624,24.1301057824,24.1319936905,24.1308100325,24.1307385847,24.1295251581,23.9171274172
625,24.1319093644,24.131599736,24.1302033622,24.1297902677,24.1307166533,23.9201723275
626,24.1322008507,24.1290661732,24.1306472366,24.1295511362,24.1295688521,23.9219919876
627,24.1314034098,24.1327998228,24.1308491789,24.1292050337,24.1294989059,23.9232373617
628,24.1307784557,24.1310194283,24.1316398717,24.1287584009,24.1294884529,23.9242623882
629,24.1306268953,24.1323977472,24.1317884135,24.1322709781,24.1306806604,23.9250910412
630,24.1308942425,24.1300982414,24.1307004212,24.1318643687,24.1295374411,23.9259972681
631,24.1311576745,24.1298237195,24.1313878892,24.132965063,24.1294687487,23.9266571519
632,24.1307198289,24.1316454268,24.1308300975,24.1322085702,24.1294994522,23.9260564631
633,24.1313402419,24.129045688,24.1306459664,24.1315083149,24.1295511941,23.9265378754
634,24.1317571188,24.1301718823,24.1307190722,24.132652659,24.1295606463,23.9289153782
635,24.1313941312,24.1300244075,24.130901618,24.1318181207,24.129567011,23.9328347766
636,24.1304807965,24.1293175413,24.1312071627,24.1321356036,24.1295711512,23.9376490346
637,24.1294030829,24.1302270497,24.1303175871,24.1311463312,24.1295740329,23.9428235624
638,24.1317130624,24.1324155167,24.1309722631,24.1308756606,24.1295765589,23.9481018955
639,24.1302037406,24.1303118081,24.1314466446,24.1317840795,24.1295791771,23.9535138312
640,24.129465599,24.1315617572,24.1304739689,24.129488174,24.1295818002,23.9590127262
641,24.1298498655,24.130406248,24.1307030395,24.1309153367,24.1295844881,23.9645461839
