,tout,s,i,t1,t2,t3,t4,t5,sp0,m,rh
0,-2.29166666667,0.0,586.818269708,23.771124491,23.7642965252,23.7590636084,23.7595531813,23.4767133444,23.75,5.18717755302,62472.9772559
1,-1.78333333333,0.0,586.818269708,23.7500004418,23.7505095626,23.752917065,23.7500262726,23.446061795,23.75,5.18717755302,76954.8555372
2,-1.275,0.0,586.818269708,23.7518262303,23.7516762022,23.7489085601,23.7500130747,23.4026938249,23.75,5.18717755302,70870.6497959
3,-0.766666666667,0.0,586.818269708,23.7483494709,23.750734942,23.7504260659,23.7499808835,23.3638137116,23.75,5.18717755302,71653.7276921
4,-0.258333333333,0.0,586.818269708,23.7523162661,23.7491585892,23.7494585845,23.7499114901,23.334470658,23.75,5.18717755302,72436.6487458
5,0.25,0.0,586.818269708,23.7490758948,23.7512072076,23.749674271,23.7499703623,23.3129475863,23.75,5.18717755302,71918.3987655
6,0.758333333333,0.0,586.818269708,23.7518942188,23.7488869515,23.7510156965,23.7495714076,23.2960276638,23.75,5.18717755302,72438.1832368
7,1.26666666667,0.0,586.818269708,23.7492722949,23.749444283,23.7484712754,23.7499229546,23.2815460693,23.75,5.18717755302,71920.3536367
8,1.775,0.0,586.818269708,23.7507097641,23.7478305397,23.7500113061,23.7502352695,23.2686085559,23.75,5.18717755302,72181.133391
9,2.28333333333,0.0,586.818269708,23.7475981744,23.7492502831,23.7480256796,23.7499468676,23.2569724924,23.75,5.18717755302,71661.244857
10,2.79166666667,0.0,586.818269708,23.7497989443,23.7495942041,23.7485786819,23.749749244,23.2464996784,23.75,5.18717755302,71135.3663991
11,3.3,0.0,586.818269708,23.7490376156,23.749591681,23.749148354,23.7500664269,23.2371419715,23.75,5.18717755302,70604.9073027
12,3.20833333333,0.0,586.818269708,23.9220946653,23.9270065369,23.9293065429,23.9347269941,23.2305439959,23.94,5.18717755302,80738.0084829
13,3.11666666667,0.0,586.818269708,23.9385394395,23.9387294755,23.9385022483,23.9399698689,23.2391261945,23.94,5.18717755302,71147.6804043
14,3.025,0.0,586.818269708,23.9422801001,23.9402871068,23.9402857558,23.9399077503,23.2531012505,23.94,5.18717755302,75929.442527
15,2.93333333333,0.0,586.818269708,23.9394004904,23.9382495794,23.9408361329,23.940215856,23.2632981238,23.94,5.18717755302,74963.4095188
16,2.84166666667,0.0,586.818269708,23.9423308745,23.9412585707,23.9401080444,23.9398474164,23.2677333908,23.94,5.18717755302,75451.3837861
17,2.75,0.0,586.818269708,23.9407071993,23.938045564,23.9401259959,23.9398704138,23.2681920807,23.94,5.18717755302,75207.5303874
18,2.65833333333,0.0,586.818269708,23.9383569787,23.9407038329,23.9410845882,23.9402827105,23.2665600113,23.94,5.18717755302,75451.6664597
19,2.56666666667,0.0,586.818269708,23.9424249388,23.9399439699,23.9399828807,23.9396001728,23.2640865836,23.94,5.18717755302,75936.1012796
