,b0,b1,b2,b3,b4,b5
124,27.0022857664,36.1769377409,40.287244719,41.1423172251,38.9429044933,-0.177070995999
125,27.0022857664,36.1769377389,40.2872597944,41.1423438725,38.9428595988,-0.177125491533
126,27.0022857664,36.176937732,40.2872749368,41.1423172454,38.9428204665,-0.177172992608
127,27.0022857664,36.1769377316,40.2872598078,41.1423438892,38.942781207,-0.177220647985
128,27.2843715857,36.5574679918,40.7099207385,41.5744861735,39.3525657277,-0.184701692668
129,27.2838076167,36.5567161406,40.7121286171,41.5764864338,39.3516875292,-0.177465497313
130,27.2838076167,36.5571360639,40.7109420727,41.5754245088,39.3476851132,-0.182323859285
131,27.2838076167,36.557035889,40.7111760924,41.5756972088,39.3485722794,-0.181246966113
132,27.2838076167,36.5570465894,40.7111510311,41.5756469402,39.3485312125,-0.181296815482
133,27.2838076167,36.5570560803,40.7111510705,41.5756469904,39.348507205,-0.181325957102
134,27.2838076167,36.5570560816,40.7111057023,41.5756233533,39.3484818215,-0.181356769122
135,27.2838076167,36.5570749977,40.71110571,41.5756233629,39.348459518,-0.181383842307
136,27.2838076167,36.5570750007,40.7110720811,41.5755997954,39.3484349311,-0.181413687369
137,27.2838076167,36.5570844046,40.7110609577,41.5755763202,39.3484145097,-0.181438476059
138,27.2838076167,36.557093783,40.7110387978,41.5755763115,39.3483916597,-0.181466212621
139,27.2838076167,36.5570937803,40.711016798,41.575552904,39.3483715966,-0.181490566412
140,27.3177258114,36.6029375014,40.7618525075,41.6275218654,39.3969399271,-0.182411467198
141,27.3177258114,36.6028525195,40.7621221885,41.6277350821,39.3978029895,-0.181363832558
142,27.3177258114,36.6028913955,40.7619780724,41.6276146104,39.3973318109,-0.181935776186
143,27.3177258114,36.6028906705,40.7620114213,41.6276626812,39.3974191292,-0.181829784166
144,27.3177258114,36.6028908034,40.7620004786,41.627616037,39.3974025424,-0.181849918233
145,27.3177258114,36.6028907987,40.762000489,41.6276623727,39.3973884344,-0.181867043347
146,27.3177258114,36.6028908002,40.7620004879,41.6276391704,39.3973720844,-0.181886889908
147,27.3177258114,36.6028907986,40.7620004923,41.6276391733,39.3973557444,-0.181906724354
148,27.3177258114,36.6029000015,40.7620005029,41.6276391841,39.3973419548,-0.181923462919
149,27.3177258114,36.6028907953,40.7620005018,41.62763918,39.3973259782,-0.181942856238
150,27.3177258114,36.6029091765,40.7619792225,41.6276391822,39.3973098123,-0.181962479325
151,27.3177258114,36.602890789,40.7620005165,41.6276391936,39.397296467,-0.181978678658
152,27.5900759402,36.9692553583,41.1684754836,42.0432282581,39.8045564694,-0.184701692668
153,27.5888113566,36.9685926032,41.1705661292,42.044898869,39.7925762707,-0.180627975374
154,27.5888622778,36.9689473595,41.1694806988,42.0440142293,39.7898378069,-0.184701692668
155,27.5888113566,36.9688595758,41.1697375795,42.0442398622,39.7898726337,-0.183909804849
156,27.5888113566,36.9688688353,41.1697017434,42.0442161722,39.7898637219,-0.183920622592
157,27.5888113566,36.9688688234,41.1697357876,42.0442162011,39.789864155,-0.183920096864
158,27.5888113566,36.9688688345,41.169701742,42.0442161752,39.7898577533,-0.183927867556
159,27.5888113566,36.9688771293,41.1697017397,42.0441947866,39.7898525488,-0.183934185093
160,27.5888113566,36.9688771324,41.1697017309,42.0441947801,39.7898466135,-0.183941389656
161,27.5888113566,36.9688854046,41.1697017175,42.0441947684,39.7898385798,-0.183951141534
162,27.5888113566,36.9688854038,41.1696681,42.0441947716,39.7898329124,-0.183958020877
163,27.5888113566,36.9688854098,41.1696848422,42.0441521673,39.7898250273,-0.183967592283
164,27.1370727411,36.3586700416,40.4859454311,41.3491399671,39.1464685965,-0.173947353472
165,27.137090128,36.3588824296,40.4882303785,41.3484060628,39.1378499785,-0.184701692668
166,27.13656876,36.358258257,40.4900981353,41.3499457315,39.1357296088,-0.179600447059
167,27.13656876,36.3584485946,40.4895962503,41.3494936805,39.1342841959,-0.181354972072
168,27.13656876,36.3584374484,40.4895996055,41.3495215422,39.1342468374,-0.181400319905
169,27.13656876,36.3584561015,40.489577445,41.3494744831,39.1342049002,-0.181451225699
170,27.13656876,36.3584560937,40.4895335983,41.3494979887,39.1341685024,-0.181495407477
171,27.13656876,36.3584653629,40.4895554655,41.3494510981,39.1341354268,-0.181535556464
172,27.13656876,36.3584746022,40.489501098,41.3494511017,39.1341031585,-0.181574725567
173,27.13656876,36.3584745996,40.4895119053,41.3494511075,39.134072417,-0.18161204145
174,27.13656876,36.3584838048,40.489468918,41.3494045009,39.1340431811,-0.181647529648
175,27.13656876,36.3584929775,40.489468923,41.3494277762,39.1340152172,-0.181681473778
176,26.9892360833,36.1598090166,40.2676341973,41.1229829524,38.9225876977,-0.178120578704
177,26.9892360833,36.1602378378,40.2663900216,41.1219779208,38.918535312,-0.18303959674
178,26.9892360833,36.1600124818,40.2670259382,41.1224835487,38.9204225084,-0.180748809533
179,26.9892360833,36.1600639845,40.2668678958,41.1223716683,38.9199391456,-0.181335542996
180,26.9892360833,36.1600633472,40.2668691652,41.1223937931,38.9198870856,-0.181398736423
181,26.9892360833,36.1600712467,40.2668839327,41.1223526938,38.9198437115,-0.181451386463
182,26.9892360833,36.1600633248,40.266869217,41.1223938442,38.9198033615,-0.181500365613
183,26.9892360833,36.1600633188,40.2668839659,41.1223938572,38.9197653085,-0.181546556521
184,26.9892360833,36.1600633135,40.2668692471,41.1223938685,38.9197291126,-0.181590493117
185,26.9892360833,36.1600633087,40.266898811,41.1223938788,38.9196944933,-0.181632516066
186,26.9892360833,36.1600633042,40.2668840059,41.1223938882,38.919661232,-0.181672890467
187,26.9892360833,36.160055359,40.266898835,41.1224352686,38.9196291546,-0.181711827844
188,27.3299745338,36.6182449705,40.7762165068,41.6420424553,39.4306345265,-0.184492269961
189,27.3282935205,36.6174120574,40.7778629311,41.6441522996,39.4142133208,-0.179886549625
190,27.3284627565,36.6178280379,40.7765708714,41.6431449304,39.412240326,-0.184753606296
191,27.3282990166,36.6177235764,40.7769137092,41.6434365863,39.4107526782,-0.184129772626
192,27.3283017647,36.617696481,40.7769760148,41.643483804,39.4107446396,-0.184160778677
193,27.3283045127,36.617697289,40.7770265711,41.6435333133,39.4107476689,-0.184178349743
194,27.3283072608,36.6176763061,40.7770629875,41.6435634985,39.4107411567,-0.184207502956
195,27.3283100088,36.6176698111,40.7771144795,41.6436328612,39.4107345751,-0.184236740441
196,27.3283127569,36.6176559263,40.7771515812,41.6436436696,39.4107271556,-0.184266994982
197,27.328315505,36.6176419469,40.7772108282,41.6436937862,39.4107191001,-0.184298021512
198,27.328318253,36.617635335,40.7772437312,41.6437441243,39.4107105544,-0.184329643083
199,27.3283210011,36.6176212121,40.7773030439,41.6437946858,39.4107016344,-0.184361719021
200,26.9890532092,36.1590870254,40.2689009446,41.124192031,38.9245129273,-0.175570834068
201,26.9894638979,36.1600337622,40.2660683392,41.1218041249,38.921844625,-0.184874738095
202,26.9890477131,36.1595877176,40.2674031353,41.1229157967,38.9196868605,-0.181386493922
203,26.989044965,36.1596925924,40.2670591465,41.1226110196,38.918774217,-0.182473064629
204,26.989042217,36.1597150295,40.2670059514,41.122603082,38.9186981746,-0.182544120931
205,26.9890394689,36.1597222542,40.2669513361,41.1225079511,38.9186572235,-0.182572581401
206,26.9890367209,36.159737547,40.2669128779,41.1224971472,38.9186188761,-0.182597881392
207,26.9890339728,36.159752734,40.2668595267,41.1224653834,38.9185824229,-0.182620882052
208,26.9890312247,36.159751907,40.2668219528,41.1224128431,38.9185476462,-0.182641847681
209,26.9890284767,36.159782793,40.2667847225,41.1223812573,38.9185142309,-0.182661160742
210,26.9890257286,36.1597819675,40.266733181,41.1223290737,38.918481959,-0.182679085918
211,26.9890229806,36.1597968423,40.2666967878,41.1223182608,38.9184506655,-0.182695823523
212,27.4575681336,36.7864155204,40.9625435587,41.8324309243,39.6610301659,-0.173006382227
213,27.452571642,36.7851014831,40.965046148,41.8353711274,39.5914166055,-0.184115489553
214,27.4526352334,36.7857108924,40.9634148778,41.8338378797,39.5917048821,-0.184652205208
215,27.4529191903,36.7855829228,40.9636207116,41.8341912084,39.5951485635,-0.184701692668
216,27.4527818756,36.7855697011,40.9636208528,41.8341913722,39.5934832818,-0.184701692668
217,27.4527746348,36.7855697013,40.963645107,41.8341913716,39.5933954698,-0.184701692668
218,27.4527746348,36.7855697017,40.9636451062,41.8342275755,39.5933954698,-0.184701692668
219,27.4527782604,36.7855697022,40.9636451049,41.83419137,39.5934394391,-0.184701692668
220,27.4527746348,36.7855697028,40.9636451034,41.8342094468,39.5933954699,-0.184701692668
221,27.4527782604,36.7855697035,40.9636695543,41.8341913676,39.5934394391,-0.184701692668
222,27.4527782604,36.7855697042,40.9636451001,41.834227571,39.5934394392,-0.184701692668
223,27.4527818756,36.7855697046,40.9636450989,41.8341913656,39.593483282,-0.184701692668
224,27.8306399814,37.2898617478,41.5248888909,42.4058405739,40.2033274473,-0.172979184574
225,27.8262748092,37.2888735208,41.525685565,42.4080727959,40.1408938389,-0.184672851764
226,27.8261862142,37.289343118,41.5252137417,42.4068789747,40.1398444706,-0.184445424224
227,27.8265260101,37.2892321581,41.525186238,42.4071213498,40.1439904027,-0.184511786207
228,27.8263925307,37.2892084656,41.5251690674,42.407209906,40.1423966983,-0.18451212973
229,27.8263797437,37.2891962214,41.5251673113,42.4071682964,40.1422666893,-0.184508265466
230,27.8263721814,37.2891839103,41.5251609885,42.4072246842,40.1422000431,-0.18449978739
231,27.8263751635,37.2891715437,41.5251432547,42.4072486026,40.1422612735,-0.184494406293
232,27.8263623166,37.2891591071,41.5251423394,42.407239582,40.1421305385,-0.184490383993
233,27.8263705824,37.2891584136,41.5251413899,42.4072637012,40.1422558464,-0.184480490264
234,27.8263524338,37.2891340199,41.525131201,42.4072879613,40.142060815,-0.184473098016
235,27.826360733,37.2891333376,41.5251157383,42.4072789397,40.1421865285,-0.184467141823
236,28.088139774,37.6405667988,41.9167341134,42.805639923,40.541456424,-0.184017783319
237,28.0858424443,37.6399834427,41.916648129,42.8071069955,40.5135956104,-0.184492193665
238,28.0869468075,37.6402468757,41.9166822742,42.8064480611,40.5269887502,-0.18426278203
239,28.0867054958,37.6401951125,41.91668217,42.8065676893,40.5240622474,-0.184319410874
240,28.0867054713,37.6401844109,41.9166799501,42.8065984436,40.5240619501,-0.184320070015
241,28.0866965359,37.6401844229,41.9166774271,42.8065984167,40.5239535873,-0.184326487242
242,28.0866875519,37.6401737438,41.9166884689,42.8065984251,40.5238446331,-0.184329210096
243,28.0866965334,37.640173742,41.9166896614,42.8066291338,40.5239535562,-0.184328885247
244,28.0866875526,37.6401630152,41.9166764645,42.8065984113,40.5238446423,-0.184332489426
245,28.0866875535,37.6401737561,41.9166784682,42.8066291032,40.5238446529,-0.184337687913
246,28.0866875512,37.6401630144,41.9166799188,42.8066291191,40.5238446256,-0.184337294611
247,28.0866875525,37.6401630208,41.9166722772,42.8066291051,40.5238446407,-0.184339381868
248,28.075295837,37.6248432942,41.8996462063,42.7893885858,40.5063936644,-0.184372897742
249,28.0754028077,37.6248312348,41.8996281387,42.789441371,40.5077210267,-0.184358553571
250,28.0753460427,37.6247736877,41.8996112095,42.7895267609,40.5070626889,-0.184384864011
251,28.0753478525,37.6247379781,41.899599355,42.7896138444,40.5071147156,-0.184392455207
252,28.0753496604,37.6247016935,41.8995964093,42.7897023612,40.5071667184,-0.18440375111
253,28.0753469117,37.6246526033,41.8995813629,42.7897924489,40.5071634627,-0.184412538249
254,28.0753441583,37.6246272013,41.8996415448,42.789849821,40.5071601487,-0.184407515442
255,28.0753322864,37.6245763615,41.8997517004,42.7899774879,40.5070462509,-0.184390210899
256,28.075338658,37.6245372493,41.8998666485,42.7900369923,40.5071536001,-0.184372906356
257,28.0753359105,37.62449744,41.8999867327,42.790097247,40.5071503579,-0.184355601814
258,28.0753240439,37.6244435182,41.9000852531,42.7901944717,40.5070365239,-0.184338297271
259,28.0753304155,37.6244020088,41.9002721545,42.7902934536,40.5071438736,-0.184320992728
260,27.7239951826,37.1508841139,41.3751134149,42.2535347891,39.9894263082,-0.179805599525
261,27.7256286016,37.1517922678,41.3722809595,42.2512549993,40.005552633,-0.184292151824
262,27.7242008365,37.1513899115,41.3735792195,42.2522338723,39.9882625092,-0.184277731372
263,27.7244739193,37.15148313,41.3732201222,42.2519787229,39.9915993805,-0.184263310919
264,27.724501469,37.1514977369,41.3731692905,42.2519295038,39.9919585534,-0.184248890467
265,27.7244932527,37.1515122448,41.3730903274,42.2518606052,39.9918839753,-0.184234470015
266,27.724502795,37.1515266546,41.373055646,42.2517922109,39.9920247645,-0.184220049562
267,27.7244945991,37.1515409671,41.3729657321,42.2517832004,39.9919504337,-0.18420562911
268,27.724498215,37.1515699923,41.3729323012,42.2516957846,39.9920193513,-0.184191208658
269,27.7245018108,37.1515693044,41.3728724529,42.2516478985,39.9920880236,-0.184176788206
270,27.7244936351,37.1515979516,41.3728268062,42.251600228,39.992013938,-0.184162367753
271,27.7245030965,37.1515972637,41.3727562256,42.2515527713,39.9921537464,-0.184147947301
272,27.1708369845,36.40424952,40.5451364986,41.4003978491,39.1981467865,-0.172645941713
273,27.1714483416,36.4043445647,40.5387094272,41.3998842273,39.1961802531,-0.184147947301
274,27.170139004,36.4036200399,40.5409569346,41.4017339575,39.1828871662,-0.181009064685
275,27.170139004,36.4038091105,40.5404108628,41.4012587591,39.1814745357,-0.182723796654
276,27.170139004,36.4037980287,40.5404372026,41.4012628034,39.1813835326,-0.182834261373
277,27.170139004,36.403807336,40.5404140897,41.4012866772,39.1813481244,-0.182877241872
278,27.170139004,36.4038073357,40.5404140877,41.4012629697,39.1813152108,-0.182917194312
279,27.170139004,36.403807336,40.54043732,41.401310464,39.1812844637,-0.182954516964
280,27.170139004,36.403825985,40.5404140847,41.4012629756,39.1812572968,-0.182987493714
281,27.170139004,36.4038073353,40.5404607119,41.4013104688,39.1812319304,-0.183018284786
282,27.170139004,36.4038073365,40.5404373114,41.4013104677,39.1812081206,-0.183047186489
283,27.170139004,36.4037979618,40.540507982,41.4013582585,39.1811858163,-0.183074260825
284,27.2273714981,36.4811362043,40.6257622491,41.4882766941,39.2640334584,-0.183742552123
285,27.2273660019,36.4810011462,40.6261976019,41.4886673382,39.265658242,-0.181727799923
286,27.2273605058,36.4810686721,40.6259360373,41.4884211224,39.2648799825,-0.182629999359
287,27.2273550097,36.4810657838,40.6259587508,41.4884501868,39.2650566847,-0.182373011485
288,27.2273677422,36.4810382712,40.6259693145,41.4884075982,39.2650041454,-0.182408478786
289,27.2273639032,36.4810471129,40.6259656576,41.4883819241,39.2649948686,-0.1823785327
290,27.2273636548,36.4810487714,40.6259481334,41.488371583,39.2649737513,-0.182365754107
291,27.2273634063,36.4810315007,40.6259425845,41.4883371709,39.2649554847,-0.182349515188
292,27.2273631578,36.4810426406,40.6259491109,41.488302739,39.264933652,-0.182337604948
293,27.2273629093,36.4810348176,40.6259315908,41.4883167194,39.2649123794,-0.182325014924
294,27.2273626608,36.4810269609,40.625987256,41.4882580588,39.2648910487,-0.18231249527
295,27.2272159731,36.4808300543,40.6259944709,41.488247869,39.2648675518,-0.182302605175
296,27.4797991921,36.8218336151,41.0029034692,41.8721243848,39.6338319393,-0.182183061267
297,27.4798021497,36.8211571863,41.0050122467,41.8737476629,39.6407835127,-0.173731220732
298,27.4798051073,36.8214956948,41.0036870906,41.8726730996,39.6373371773,-0.177900957902
299,27.4798080649,36.8213855376,41.0039687681,41.8728781505,39.6382487441,-0.176780823554
300,27.4798110224,36.8213780534,41.0040279813,41.8728541911,39.6382986277,-0.176706649688
301,27.47981398,36.8213248366,41.0040719932,41.8729148497,39.6383676348,-0.176609262679
302,27.4798177662,36.8207150163,41.0041342121,41.8729186394,39.638419215,-0.176533674286
303,27.4793822347,36.8207069156,41.0041793462,41.8729225528,39.6384667637,-0.176462979589
304,27.4793860208,36.820687425,41.0042066874,41.872954519,39.6385080387,-0.176399900285
305,27.479389807,36.8206677503,41.0042717631,41.8729587202,39.6385422855,-0.176345352135
306,27.4793935932,36.8206708993,41.0042342576,41.8729912943,39.6385762761,-0.176291115083
307,27.4793973793,36.8206394561,41.0042717566,41.87296744,39.6386038654,-0.176244648252
308,27.0266667578,36.2098795723,40.3276621593,41.1776677714,38.9838436248,-0.172010829018
309,27.0267175413,36.2099634923,40.322597079,41.1771690286,38.979646048,-0.177711310191
310,27.0267185794,36.2093664212,40.3244096253,41.1786531063,38.9853315196,-0.170775733167
311,27.0267196175,36.2095230312,40.3239928266,41.1781825472,38.9836797753,-0.172746489437
312,27.0267206556,36.20950415,40.3240250797,41.1782307624,38.9837111726,-0.172674151935
313,27.0267216937,36.2094931891,40.3240562825,41.1782442723,38.9836866988,-0.172669633899
