,tout,s,i,t1,t2,t3,t4,t5,t6,m,tret
68,1.7,0.0,0.0,23.2779493387,24.2516931624,24.2520441692,24.2504586572,24.2514515428,24.2503112829,34.6361150621,23.2672710895
69,1.7,0.0,0.0,23.2887136551,24.2496163097,24.2520060257,24.2487441405,24.2485476992,24.2499251802,34.5890135621,23.2779493387
70,1.7,0.0,0.0,23.2994713793,24.2497431614,24.2485422656,24.2497714891,24.2525334031,24.2501593342,34.5511371253,23.2887136551
71,1.7,0.0,0.0,23.3102525215,24.2487645803,24.2499472944,24.2498842148,24.2499464287,24.249858685,34.4907004013,23.2994713793
72,1.74166666667,0.0,0.0,23.3161441384,24.1536180356,24.155012584,24.1559524804,24.1584193375,24.1526950401,33.9302619815,23.3102525215
73,1.78333333333,0.0,0.0,23.3104142821,24.1517877803,24.1506808694,24.1506225784,24.1530914765,24.1499092719,34.4896523543,23.3161441384
74,1.825,0.0,0.0,23.2991592076,24.1499348275,24.1480537308,24.150057787,24.1511603013,24.1501615964,34.2472749046,23.3104142821
75,1.86666666667,0.0,0.0,23.2883613348,24.1481836184,24.1493958274,24.1486209604,24.1511595406,24.1499014652,34.318883099,23.2991592076
76,1.90833333333,0.0,0.0,23.2798317844,24.1490806012,24.1481257975,24.1488293428,24.1478524415,24.1499719697,34.3471187546,23.2883613348
77,1.95,0.0,0.0,23.2730046135,24.1495801282,24.1477993066,24.1514058009,24.1473744155,24.1502328921,34.3593105342,23.2798317844
78,1.99166666667,0.0,0.0,23.2670095224,24.1482086927,24.1503054859,24.1509927748,24.1518440718,24.1504545808,34.3631116569,23.2730046135
79,2.03333333333,0.0,0.0,23.2614063533,24.1486217788,24.149660803,24.1514621961,24.1529120983,24.1494506596,34.3898851364,23.2670095224
80,2.075,0.0,0.0,23.2558910191,24.1487750653,24.149735652,24.1499899872,24.1481835288,24.1501332509,34.4003393642,23.2614063533
81,2.11666666667,0.0,0.0,23.2503694403,24.1506132524,24.1499441282,24.1504652627,24.1498745089,24.1495643487,34.4265912578,23.2558910191
82,2.15833333333,0.0,0.0,23.2448853345,24.1515103446,24.1496970069,24.1493120127,24.1476387363,24.1503294766,34.4348016022,23.2503694403
83,2.2,0.0,0.0,23.2394690608,24.1504298594,24.1525132296,24.150000742,24.1471649071,24.1496480489,34.4596050965,23.2448853345
84,2.2,0.0,0.0,23.2359149654,23.9902335841,23.9913589681,23.987899883,23.9923798996,23.9846045263,34.0322534221,23.2394690608
85,2.2,0.0,0.0,23.2226841656,23.9814700598,23.9823055948,23.9792490433,23.9816597866,23.9801853384,34.4087023763,23.2359149654
86,2.2,0.0,0.0,23.2077198479,23.9804628145,23.9799146422,23.9800609859,23.9787704673,23.9799606295,33.9372181148,23.2226841656
87,2.2,0.0,0.0,23.1983377661,23.9819281016,23.9791644979,23.9805643903,23.9813850615,23.9802536586,33.9975870678,23.2077198479
88,2.2,0.0,0.0,23.1955573011,23.9797891223,23.9821564169,23.9782584806,23.980824889,23.9797699053,33.9822712133,23.1983377661
89,2.2,0.0,0.0,23.197226673,23.9793970172,23.9798273161,23.979464338,23.9821904783,23.9798062337,33.9731851666,23.1955573011
90,2.2,94.25,0.0,23.2010542561,23.9785652011,23.9775959142,23.97808726,23.9812336881,23.9799530388,33.8890421569,23.197226673
91,2.2,133.5,0.0,23.2058955356,23.9782105761,23.9814740091,23.9802450848,23.9793720301,23.9799768739,33.8582278283,23.2010542561
92,2.2,172.75,0.0,23.2113813762,23.9796849586,23.9786814885,23.9782669205,23.9784516453,23.9800356447,33.7935818825,23.2058955356
93,2.2,212.0,0.0,23.2173812785,23.9799761109,23.9794652535,23.9817804764,23.9780914233,23.9804372709,33.769052476,23.2113813762
94,2.2,251.25,0.0,23.2238216888,23.9801532855,23.9796591654,23.9786112424,23.9777593156,23.9800969089,33.6964947935,23.2173812785
95,2.2,290.5,0.0,23.2306344937,23.9816113852,23.9817436314,23.980282664,23.9809084595,23.9798565666,33.6842727262,23.2238216888
96,2.2,329.75,0.0,23.2425097689,23.7728447358,23.7768692723,23.7685580376,23.7775787021,23.7679602128,38.9171417064,23.2306344937
97,2.2,369.0,0.0,23.2239851147,23.7604126778,23.7599870813,23.7603426471,23.7616726953,23.7603425683,33.8015704015,23.2425097689
98,2.2,408.25,0.0,23.1893993946,23.7601876336,23.7592772687,23.7606309234,23.7614546254,23.7602104457,33.2443395807,23.2239851147
99,2.2,447.5,0.0,23.1561578519,23.7590535741,23.7605270957,23.7598816071,23.7607083768,23.7600351823,33.3983410664,23.1893993946
100,2.2,486.75,0.0,23.1301839697,23.7596569288,23.7586756826,23.7599134545,23.7595400043,23.7599120211,33.4464786749,23.1561578519
101,2.2,526.0,0.0,23.1100901026,23.758693681,23.7603592543,23.7599634124,23.7606639526,23.7604535578,33.4785519617,23.1301839697
102,2.2,533.25,0.0,23.0931887003,23.7599090935,23.7618646758,23.7600585793,23.7607959756,23.7597159484,33.5102785755,23.1100901026
103,2.2,540.5,0.0,23.0776523515,23.7607146894,23.7597451853,23.7599815554,23.7582144171,23.7597455186,33.5430880159,23.0931887003
104,2.2,547.75,0.0,23.0626666332,23.7608488086,23.7602800975,23.7607244104,23.7600841619,23.760099769,33.5863392827,23.0776523515
105,2.2,555.0,0.0,23.0480889127,23.759762684,23.7585476546,23.7611424759,23.7612918368,23.7599668559,33.6157844648,23.0626666332
106,2.2,562.25,0.0,23.0338440128,23.7594167832,23.7590577305,23.7612499366,23.7594003605,23.7603726965,33.6471717969,23.0480889127
107,2.2,569.5,0.0,23.0198878274,23.759753458,23.7604491205,23.7612938255,23.7590453065,23.7601656217,33.678809608,23.0338440128
108,2.2,576.75,0.0,23.0096610804,23.8827412751,23.8803876588,23.8818175565,23.8771167304,23.8871452814,34.3495379284,23.0198878274
109,2.2,584.0,0.0,23.011462727,23.8905340265,23.8888260452,23.8902714116,23.8896662426,23.8899252846,33.6493328653,23.0096610804
110,2.2,591.25,0.0,23.0183642737,23.890731478,23.8897272796,23.8918728139,23.8913789962,23.8900233189,33.9585734747,23.011462727
111,2.2,598.5,0.0,23.0235693819,23.8900269754,23.8899786828,23.8900525549,23.8880459106,23.8900127015,33.8769305864,23.0183642737
112,2.2,605.75,0.0,23.0253574211,23.88969404,23.8894867331,23.8905517517,23.8874367938,23.8899056409,33.8731903943,23.0235693819
113,2.2,613.0,0.0,23.0247244644,23.8901973559,23.8900261036,23.8886714322,23.8903715249,23.8898475438,33.8547757449,23.0253574211
114,2.2,633.666666667,0.0,23.0230789705,23.8899736033,23.8914256694,23.8912721951,23.8898327576,23.8897953258,33.8680299339,23.0247244644
115,2.2,654.333333333,0.0,23.0212360153,23.8899892826,23.8908660347,23.8896099284,23.8912332626,23.8896156861,33.8948727964,23.0230789705
116,2.2,675.0,0.0,23.0207860469,23.8899898226,23.8895592171,23.8911570112,23.889810691,23.8900801804,34.5796616223,23.0212360153
117,2.2,695.666666667,0.0,23.0220284614,23.8899889744,23.8901293444,23.8883770969,23.8909163148,23.8899552864,35.2473964616,23.0207860469
118,2.2,716.333333333,0.0,23.0244624534,23.8899882016,23.8897847305,23.8915746988,23.8880132677,23.8899838506,35.9028049245,23.0220284614
119,2.2,737.0,0.0,23.0276153262,23.8899875035,23.8914403291,23.8911752835,23.8921197016,23.8900709848,36.5865197539,23.0244624534
120,2.25,757.666666667,0.0,23.1010521924,23.4821268435,23.4734126998,23.4644882292,23.4719097599,23.4727940536,67.3873984805,23.0617148327
121,2.3,778.333333333,0.0,23.0882353907,23.4601486949,23.4596882902,23.4591355147,23.4587776845,23.4598264635,38.8614496665,23.1062900455
122,2.35,799.0,0.0,23.0377524119,23.4600123386,23.4594497825,23.4595106432,23.4612347744,23.4599575111,44.8466297465,23.0882353907
123,2.4,819.666666667,0.0,22.9933107402,23.4599694725,23.4590802257,23.4601392437,23.4623544413,23.4600959069,41.3148482866,23.0377524119
124,2.45,840.333333333,0.0,22.9711380115,23.4599738313,23.4594954513,23.4589454015,23.4602844604,23.4602118972,42.0962496467,22.9933107402
125,2.5,861.0,0.0,22.9671175822,23.4599729984,23.4598129899,23.4594359134,23.4620335357,23.4601756965,42.9727001341,22.9711380115
126,2.55,862.583333333,0.0,22.9722883429,23.4599704858,23.459797791,23.4615481249,23.4589811026,23.459973127,43.5256540349,22.9671175822
127,2.6,864.166666667,0.0,22.9806907383,23.4599687544,23.4602283696,23.4586788845,23.4580780486,23.4597990955,43.9987064831,22.9722883429
128,2.65,865.75,0.0,22.9900476935,23.4599678086,23.4596653464,23.4615255943,23.457750901,23.4598221602,44.4914708702,22.9806907383
129,2.7,867.333333333,0.0,22.9998776585,23.4599668613,23.4585690583,23.4614793469,23.4612111396,23.4600642973,44.9204699672,22.9900476935
130,2.75,868.916666667,0.0,23.0102348941,23.4599662959,23.4586171498,23.4588022944,23.4582966512,23.4600205094,45.3966522851,22.9998776585
131,2.8,870.5,0.0,23.0209644544,23.4599654227,23.4587161621,23.461153583,23.4616688268,23.4600018503,45.8555275461,23.0102348941
132,2.84166666667,872.083333333,0.0,23.0298799742,23.536318557,23.5442679819,23.5465102108,23.5441209574,23.5480826017,45.4767774868,23.0209644544
133,2.88333333333,873.666666667,0.0,23.047434793,23.5477726729,23.5495862367,23.550000944,23.5486849077,23.5498984574,47.0441832197,23.0298799742
134,2.925,875.25,0.0,23.0657983189,23.5496060222,23.5492676672,23.5514105726,23.5512074977,23.5498134864,46.3917915281,23.047434793
135,2.96666666667,876.833333333,0.0,23.0804547218,23.5499026887,23.5482856186,23.5507704904,23.551815805,23.5500618998,46.7723454453,23.0657983189
136,3.00833333333,878.416666667,0.0,23.0912176479,23.5499503099,23.5504640962,23.5509103054,23.5506834276,23.5498755492,47.1241127306,23.0804547218
137,3.05,880.0,0.0,23.0995625559,23.549957139,23.5497210755,23.5493087888,23.5483215356,23.549901568,47.4540801599,23.0912176479
138,3.09166666667,883.75,0.0,23.1067662367,23.5499573248,23.5490624921,23.5513161115,23.5507750555,23.5496799095,47.8134220171,23.0995625559
139,3.13333333333,887.5,0.0,23.1135312403,23.5499562184,23.5519140781,23.5499285221,23.5483812358,23.5497766695,48.141790733,23.1067662367
140,3.175,891.25,0.0,23.1200497139,23.5499550707,23.5503571221,23.5510616602,23.5481815719,23.5504876608,48.4532699391,23.1135312403
141,3.21666666667,895.0,0.0,23.1263786944,23.5499540331,23.5505150287,23.5516023588,23.5485069497,23.5500721941,48.760326414,23.1200497139
142,3.25833333333,898.75,0.0,23.1325283995,23.549953002,23.5485287883,23.5494373553,23.5474286609,23.5504264735,49.0615473019,23.1263786944
143,3.3,902.5,0.0,23.1384546634,23.5499519301,23.5516514688,23.5508992507,23.5501389672,23.5501034403,49.3554610966,23.1325283995
144,3.39166666667,906.25,0.0,23.1459356375,23.5093138004,23.5044923432,23.5019242205,23.5039324001,23.5012282729,51.122302391,23.1384546634
145,3.48333333333,910.0,0.0,23.1474362802,23.5017030879,23.5011501288,23.5001567357,23.5019928836,23.5004651142,50.1176313106,23.1459356375
146,3.575,913.75,0.0,23.1469788873,23.5003128847,23.500554326,23.5001065504,23.5006336706,23.5004493485,50.6145990629,23.1474362802
147,3.66666666667,917.5,0.0,23.1480568851,23.5000531994,23.4999127394,23.4994708296,23.5019332879,23.4996934719,50.8524404486,23.1469788873
148,3.75833333333,921.25,0.0,23.1513574275,23.500005123,23.5010368837,23.5001315839,23.498215984,23.5000149526,51.1095911599,23.1480568851
149,3.85,925.0,0.0,23.1561019169,23.50044258,23.5009535349,23.4989947715,23.5008775981,23.5002510591,51.3163962622,23.1513574275
150,3.94166666667,920.416666667,0.0,23.1613745024,23.5000929537,23.5003458308,23.5008435255,23.4977021416,23.5001412495,51.3163962622,23.1561019169
151,4.03333333333,915.833333333,0.0,23.1666211461,23.5000248497,23.4985934856,23.5007617277,23.4996610794,23.5003728099,51.3163962622,23.1613745024
152,4.125,911.25,0.0,23.1717860588,23.5000129858,23.4991853625,23.4999216214,23.5023591394,23.5004667962,51.3163962622,23.1666211461
153,4.21666666667,906.666666667,0.0,23.1769662601,23.5000123098,23.5004816824,23.4998347791,23.4987035048,23.5003003322,51.3163962622,23.1717860588
154,4.30833333333,902.083333333,0.0,23.1821354852,23.5000121973,23.5019702139,23.5010406472,23.5004668857,23.5001946788,51.3163962622,23.1769662601
155,4.4,897.5,0.0,23.1852401493,23.5000011356,23.4997951833,23.4998824054,23.5001993006,23.5000222419,51.2983482945,23.1841295673
156,4.45,892.916666667,0.0,23.1872656672,23.5734864074,23.5826572196,23.5872497604,23.581336814,23.5880756079,49.9693844571,23.1876883953
157,4.5,888.333333333,0.0,23.1978665081,23.5897955851,23.5898546287,23.5900336041,23.5901788108,23.5900007008,50.1633407908,23.1941686296
158,4.55,883.75,0.0,23.2127045622,23.5899973197,23.5901063023,23.590003843,23.5901103804,23.5900657129,50.0945558058,23.2090187653
159,4.6,879.166666667,0.0,23.2194533539,23.5899998917,23.5901286922,23.5900595069,23.5897532516,23.590063846,49.8953646093,23.2177775305
160,4.65,874.583333333,0.0,23.2222569172,23.5899999014,23.5899788055,23.5900120535,23.5897268774,23.5900234157,49.6772784887,23.2215839774
161,4.7,870.0,0.0,23.2228876484,23.5899999411,23.5899859654,23.5900323794,23.5900639594,23.5900451436,49.4453900972,23.2227688607
162,4.75,865.75,0.0,23.2222916595,23.5899999959,23.5896494693,23.5899941993,23.5899238799,23.5900135366,49.2069727488,23.2224871551
163,4.8,861.5,0.0,23.2209927363,23.590000055,23.5902177182,23.5901121796,23.5901438625,23.5900163203,48.9573591653,23.221366464
164,4.85,857.25,0.0,23.2192853941,23.5900001135,23.5900123484,23.5900488949,23.5898726017,23.5900083821,48.6956844987,23.2197667771
165,4.9,853.0,0.0,23.2180898884,23.5899993688,23.5903261809,23.5902309946,23.5897567324,23.589996127,48.4226144997,23.218617808
166,4.95,848.75,0.0,23.2155570763,23.5900001136,23.5901474802,23.5900335637,23.5902980854,23.5900031872,48.139257037,23.2164110317
167,5.0,844.5,0.0,23.2130892068,23.5900005223,23.5898837945,23.5898762394,23.5902542169,23.5899967548,47.8452740107,23.2139238984
168,5.0,840.25,0.0,23.2824099826,23.8799848994,23.8786740363,23.8783123077,23.8787924715,23.7076752778,106.318567324,23.2571688439
169,5.0,836.0,0.0,23.3484957843,23.8800097301,23.880089794,23.8799660705,23.8799926169,23.8798029419,47.6943187887,23.3358802698
170,5.0,831.75,0.0,23.3433814869,23.8800024802,23.8798866633,23.8801108236,23.8801285765,23.8800010156,45.4446138856,23.3445320833
171,5.0,827.5,0.0,23.3439726156,23.8800015507,23.8801746448,23.8797547149,23.8799518106,23.8799918239,45.192581616,23.3438262518
172,5.0,823.25,0.0,23.3446956494,23.8800001954,23.8799528931,23.880067808,23.8802476805,23.8800400158,44.9244169419,23.3443959147
173,5.0,819.0,0.0,23.346452905,23.8799992729,23.8802779986,23.8802972108,23.880198104,23.8800614297,44.6447371829,23.3458249225
174,5.0,806.583333333,0.0,23.3486272732,23.8799991039,23.8799114904,23.8798714675,23.8800514607,23.8799912517,44.2440646625,23.3478873131
175,5.0,794.166666667,0.0,23.3508264566,23.8799991212,23.8798253624,23.8800105351,23.8798051667,23.8799636961,43.8069268104,23.3500816009
176,5.0,781.75,0.0,23.3530107508,23.8799992356,23.8799164909,23.8800642574,23.8800940147,23.8799518803,43.3583015408,23.3522693133
177,5.0,769.333333333,0.0,23.3551787679,23.8799993738,23.8797950138,23.880105297,23.8800414969,23.8799846656,42.9019151634,23.354445369
178,5.0,756.916666667,0.0,23.3573369975,23.8799995113,23.8798790982,23.8800902338,23.8801077808,23.8799615988,42.4445586575,23.3566038389
179,5.0,744.5,0.0,23.3584591602,23.8799987003,23.8804378928,23.8801810867,23.8801641221,23.8800227082,41.9798956073,23.3577912587
180,4.95,732.083333333,0.0,23.3943055816,23.5059501085,23.4906141979,23.4848635076,23.4972518802,23.4910615321,70.7214669871,23.3776795617
181,4.9,719.666666667,0.0,23.3617263138,23.4804310455,23.4816287215,23.4794811312,23.4800876473,23.4800555185,42.001431321,23.3917111999
182,4.85,707.25,0.0,23.3007173508,23.4800793949,23.4795740846,23.4800063937,23.4801661241,23.4799664593,45.6470803603,23.3617263138
183,4.8,694.833333333,0.0,23.2484341102,23.4800166938,23.4812709873,23.4805942509,23.4802671586,23.4803577011,41.9413200839,23.3007173508
184,4.75,682.416666667,0.0,23.2156192335,23.4800107005,23.4802166226,23.4793614225,23.4809562991,23.480301069,41.3780822031,23.2484341102
185,4.7,670.0,0.0,23.1970748565,23.4800084774,23.4785394923,23.4796237468,23.480003099,23.4802598337,40.7792069305,23.2156192335
186,4.65,636.666666667,0.0,23.1851826091,23.4800075072,23.4802523299,23.4792194731,23.4789246699,23.4797116376,39.9661326226,23.1970748565
187,4.6,603.333333333,0.0,23.1754575555,23.4800075527,23.4801891251,23.4794149497,23.4809206683,23.4803897002,39.1261599289,23.1851826091
188,4.55,570.0,0.0,23.1663840259,23.4800079387,23.4812537064,23.4805055091,23.4808065531,23.480209567,38.301943516,23.1754575555
189,4.5,536.666666667,0.0,23.1576560355,23.4800082765,23.4788428637,23.4788731726,23.4808104566,23.479894796,37.4978540692,23.1663840259
190,4.45,503.333333333,0.0,23.1491744968,23.4800084592,23.479975466,23.4793237696,23.480722854,23.4801131664,36.7208673988,23.1576560355
191,4.4,470.0,0.0,23.1409350806,23.4800084828,23.4814326829,23.4805725595,23.4792498033,23.480019307,35.9809277414,23.1491744968
192,4.26666666667,436.666666667,0.0,23.145730775,23.3437389979,23.3415634333,23.3356805662,23.3435662583,23.3359418954,47.2456664706,23.1409350806
193,4.13333333333,403.333333333,0.0,23.1358109888,23.3309349713,23.3310422629,23.3306078786,23.3320467506,23.3303626314,34.882806598,23.145730775
194,4.0,370.0,0.0,23.1221193144,23.3300634859,23.3302913408,23.3300821897,23.3292726204,23.3299826812,37.1632912383,23.1358109888
195,3.86666666667,336.666666667,0.0,23.1127582999,23.3299958352,23.3305803218,23.3293443486,23.3295300933,23.3299726161,34.8268993526,23.1221193144
196,3.73333333333,303.333333333,0.0,23.1098246237,23.3299917446,23.3311979615,23.3288390238,23.3314572705,23.3299721434,34.1226113418,23.1127582999
