,Unnamed: 0,t1,w1,t2
0,0.0,21.31018642,21.89766691,21.5031097
1,1.0,21.23909335,21.89206752,21.48782051
2,2.0,21.24839485,21.88729747,21.47130336
3,3.0,21.23370347,21.8816,21.4833478
4,4.0,21.17935068,21.87342869,21.46388936
5,5.0,21.19113289,21.86692274,21.44176316
6,6.0,21.17929653,21.85961631,21.42918275
7,7.0,21.19522578,21.85191548,21.426698499999997
8,8.0,21.28788733,21.84373998,21.43980521
9,9.0,21.04452542,21.83094452,21.42652248
10,10.0,20.99450157,21.81643558,21.39651856
11,11.0,21.0262436,21.80572675,21.35912938
12,12.0,21.03181456,21.79735199,21.34308404
13,13.0,21.03298758,21.79076597,21.3347955
14,14.0,21.03278848,21.78536697,21.33342794
15,15.0,21.02589549,21.78074431,21.32979739
16,16.0,21.02358573,21.77665491,21.32704112
17,17.0,21.0207701,21.77298509,21.32408793
18,18.0,21.01672413,21.76985238,21.31890869
19,19.0,21.01360165,21.76666845,21.31509076
20,20.0,21.01034655,21.76359316,21.31205664
21,21.0,21.00713224,21.76070142,21.30937389
22,22.0,21.00399782,21.7578694,21.30687884
23,23.0,21.00094381,21.7551064,21.30449566
24,24.0,20.99847935,21.75240782,21.30273904
25,25.0,20.99667806,21.74987214,21.30184085
26,26.0,21.02060086,21.74750952,21.30387027
27,27.0,20.98975168,21.74494857,21.3024625
28,28.0,20.99048298,21.74272709,21.301231100000003
29,29.0,20.99037929,21.74075676,21.30111368
30,30.0,20.99003354,21.73891407,21.30140666
31,31.0,20.98960662,21.73717332,21.30188034
32,32.0,20.98918247,21.73551127,21.30243899
33,33.0,20.98879374,21.73391262,21.30304573
34,34.0,21.00319292,21.7323675,21.30588091
35,35.0,20.98181099,21.73056692,21.30456155
36,36.0,20.98441806,21.72893864,21.30305852
37,37.0,20.98227456,21.72717998,21.30104215
38,38.0,20.979042899999996,21.72517829,21.29814729
39,39.0,21.01039143,21.72296087,21.30161268
40,40.0,20.95284753,21.7198907,21.29395359
41,41.0,20.96106637,21.7172424,21.28534237
42,42.0,20.95981928,21.71461893,21.28061472
43,43.0,20.95688438,21.71196251,21.27640839
44,44.0,20.95317338,21.7092547,21.27219264
45,45.0,20.94915645,21.706490399999996,21.26785511
46,46.0,20.9449875,21.70367223,21.26340161
47,47.0,20.94072174,21.70080582,21.25900436
48,48.0,20.93867068,21.69810239,21.25690895
49,49.0,20.95244534,21.69540838,21.2615008
50,50.0,20.91333246,21.69202252,21.25378605
51,51.0,20.92349484,21.68953949,21.24600625
52,52.0,21.0369924,21.68717389,21.26681799
53,53.0,20.87682387,21.68083838,21.25129592
54,54.0,20.89676335,21.67793232,21.23632148
55,55.0,20.90495261,21.67575843,21.23158327
56,56.0,20.90804714,21.67404629,21.23033844
57,57.0,20.90854318,21.6724297,21.229464
58,58.0,20.9143725,21.67084709,21.23016121
59,59.0,20.90310646,21.66900247,21.22782858
60,60.0,20.90565844,21.66728383,21.22505856
61,61.0,20.90492783,21.665539300000002,21.22336893
62,62.0,20.90345328,21.66372066,21.22176592
63,63.0,20.9016206,21.66183569,21.22008433
64,64.0,20.89963026,21.65989232,21.21829828
65,65.0,20.89754987,21.65789967,21.21642449
66,66.0,20.89540767,21.65586633,21.21448373
67,67.0,20.89321926,21.65380002,21.21249352
68,68.0,20.89100075,21.65170963,21.21046987
69,69.0,20.88877035,21.64960289,21.20842491
70,70.0,20.89982035,21.64748388,21.20834519
71,71.0,20.87948488,21.64517977,21.20563959
72,72.0,20.89583031,21.64650709,21.20372358
73,73.0,20.90574501,21.64786991,21.20312478
74,74.0,20.92050954,21.64895262,21.20335589
75,75.0,20.92703673,21.64992525,21.204444
76,76.0,20.92951478,21.65046602,21.20473312
77,77.0,20.92994005,21.65054501,21.2040061
78,78.0,20.92919161,21.6501895,21.20245029
79,79.0,20.92694491,21.64926369,21.20023879
80,80.0,20.95808473,21.64807465,21.20464867
81,81.0,20.88726492,21.64595353,21.19977315
82,82.0,20.89348888,21.64364719,21.19272217
83,83.0,20.90026776,21.64176391,21.1885922
84,84.0,21.012988,21.63996752,21.20416541
85,85.0,20.84513131,21.63607257,21.19896396
86,86.0,20.86164962,21.63246715,21.18847373
87,87.0,20.88266113,21.63021979,21.17703868
88,88.0,20.89326209,21.62890479,21.1750873
89,89.0,20.90842273,21.63287398,21.17652657
90,90.0,20.93331493,21.64047391,21.18108756
91,91.0,20.9655555,21.65237122,21.18909243
92,92.0,21.00178563,21.66637911,21.20030145
93,93.0,21.03966966,21.68258237,21.21393499
94,94.0,21.16883597,21.70080412,21.23926092
95,95.0,21.21631315,21.71762906,21.27165939
96,96.0,21.08102568,21.73252196,21.26333697
97,97.0,21.16076956,21.75310076,21.26657139
98,98.0,21.22238934,21.77568984,21.28251726
99,99.0,21.27552591,21.79967048,21.30189766
100,100.0,21.32532689,21.82469304,21.32205539
101,101.0,21.37426382,21.85049126,21.34239741
102,102.0,21.42026288,21.875252800000002,21.36277416
103,103.0,21.46253956,21.89924183,21.38264898
104,104.0,21.50292856,21.92254026,21.40173707
105,105.0,21.54228855,21.945281899999998,21.42014915
106,106.0,21.58952276,21.96756675,21.44433251
107,107.0,21.57867051,21.98731147,21.45663048
108,108.0,21.62692972,22.00832244,21.47000611
109,109.0,21.62586546,22.02776773,21.47502729
110,110.0,21.66136577,22.04652602,21.47505553
111,111.0,21.73150161,22.06673414,21.48446724
112,112.0,21.77484413,22.08709953,21.49905581
113,113.0,21.810623800000002,22.10713398,21.51290082
114,114.0,21.84062105,22.12535131,21.52531943
115,115.0,21.86547103,22.14211086,21.53603025
116,116.0,21.88729099,22.15760013,21.54433053
117,117.0,21.888430300000003,22.17133659,21.58732657
118,118.0,21.83439938,22.17796739,21.5674932
119,119.0,21.85975091,22.18874185,21.56158127
120,120.0,21.87883897,22.1989513,21.56474181
121,121.0,21.90151603,22.20857577,21.56280699
122,122.0,21.93082817,22.22027366,21.56572553
123,123.0,21.9602744,22.23113186,21.57265637
124,124.0,21.98711139,22.24309509,21.58190263
125,125.0,22.03099911,22.25506936,21.60260936
126,126.0,21.96170237,22.26747426,21.67601889
127,127.0,21.92101399,22.26422783,21.64839035
128,128.0,21.99264955,22.27287321,21.65305099
129,129.0,21.97518356,22.27815844,21.67490137
130,130.0,21.94284632,22.28063998,21.67265726
131,131.0,21.96953105,22.28457449,21.66239911
132,132.0,22.05009502,22.293484399999997,21.66059755
133,133.0,22.07749993,22.30332917,21.70494509
134,134.0,21.92652519,22.30476253,21.72029264
135,135.0,21.9825388,22.30771901,21.70111387
136,136.0,22.06957284,22.31387625,21.71448666
137,137.0,22.02963717,22.31688044,21.70527175
138,138.0,22.06319177,22.32105138,21.71760183
139,139.0,22.02960689,22.31978636,21.70981001
140,140.0,22.07136346,22.32074294,21.70907008
141,141.0,22.07955459,22.32126624,21.71583296
142,142.0,22.03916348,22.31766502,21.75986816
143,143.0,22.00155205,22.30782196,21.74230806
144,144.0,21.90647037,22.30178597,21.755733300000003
145,145.0,21.92751709,22.294512899999997,21.72903509
146,146.0,21.98620139,22.290724800000003,21.70593756
147,147.0,21.99700904,22.28712995,21.70300255
148,148.0,21.99257829,22.2802232,21.70351522
149,149.0,21.98152159,22.27390075,21.70320702
150,150.0,21.97258157,22.26888857,21.70168135
151,151.0,21.96698321,22.26476978,21.70006978
152,152.0,21.96318384,22.26137001,21.69905472
153,153.0,21.96034939,22.25854672,21.698739399999997
154,154.0,21.94710055,22.25619695,21.71989868
155,155.0,21.90922107,22.25216751,21.70649278
156,156.0,21.94114255,22.24728338,21.71149527
157,157.0,21.90104734,22.24216905,21.70296352
158,158.0,21.92384672,22.23940871,21.69695529
159,159.0,21.92749147,22.23710881,21.69839873
160,160.0,21.9280087,22.23527424,21.72026283
161,161.0,21.79688687,22.23175898,21.73301153
162,162.0,21.82946234,22.224374899999997,21.7139333
163,163.0,21.840513199999997,22.22128014,21.69713947
164,164.0,21.88922967,22.22015514,21.69352891
165,165.0,21.90629931,22.21959002,21.72684412
166,166.0,21.82351377,22.21292432,21.71098435
167,167.0,21.79540622,22.21114587,21.73953191
168,168.0,21.7831143,22.2047855,21.71671119
169,169.0,21.85841621,22.20365129,21.70283826
170,170.0,21.88379941,22.20609852,21.70837038
171,171.0,21.88015601,22.20684491,21.71088679
172,172.0,21.910584,22.2074827,21.71932003
173,173.0,21.88691824,22.20675679,21.72175648
174,174.0,21.92024662,22.20609095,21.74458823
175,175.0,21.852772899999998,22.20276336,21.75752322
176,176.0,21.81976164,22.19736007,21.74431278
177,177.0,21.85680803,22.194292800000003,21.74422708
178,178.0,21.83825681,22.19036778,21.73990612
179,179.0,21.83660949,22.18721464,21.75715406
180,180.0,21.78838605,22.1778568,21.74441322
181,181.0,21.82097144,22.17375397,21.75233401
182,182.0,21.79240134,22.16847425,21.74373114
183,183.0,21.73138927,22.16186477,21.77864353
184,184.0,21.69050357,22.15026796,21.75010029
185,185.0,21.7582582,22.145656600000002,21.72904144
186,186.0,21.77196651,22.14174283,21.72865312
187,187.0,21.77549285,22.13854878,21.73241579
188,188.0,21.75051369,22.13554692,21.77211022
189,189.0,21.68546471,22.12827743,21.75038668
190,190.0,21.736234699999997,22.12533433,21.73672404
191,191.0,21.73283839,22.12223793,21.76405957
192,192.0,21.67774171,22.1160913,21.7483298
193,193.0,21.71636008,22.11264159,21.73893876
194,194.0,21.72117963,22.10926634,21.74093051
195,195.0,21.71905301,22.10567509,21.74443431
196,196.0,21.67843043,22.09940247,21.77962346
197,197.0,21.68551139,22.09066188,21.77881259
198,198.0,21.55833932,22.07854163,21.75412751
199,199.0,21.60979135,22.07485442,21.75408725
200,200.0,21.64552515,22.07041402,21.75790196
201,201.0,21.56032164,22.06341813,21.75117108
202,202.0,21.51169207,22.05623046,21.73107068
203,203.0,21.59302061,22.05546546,21.71508458
204,204.0,21.62428272,22.05645779,21.71906718
205,205.0,21.63783799,22.05796973,21.72616094
206,206.0,21.64349146,22.05936377,21.73244087
207,207.0,21.67219255,22.06039805,21.75192363
208,208.0,21.61865685,22.05464442,21.75704973
209,209.0,21.53105184,22.04435238,21.74983731
210,210.0,21.48389187,22.03890579,21.72830442
211,211.0,21.51970656,22.03781186,21.71880993
212,212.0,21.5448641,22.03706174,21.71297492
213,213.0,21.58150547,22.03757804,21.70827797
214,214.0,21.59857969,22.03908338,21.71137359
215,215.0,21.60669487,22.04071243,21.71596225
216,216.0,21.591488000000002,22.03824042,21.71765383
217,217.0,21.56603363,22.03478155,21.71218153
218,218.0,21.558788800000002,22.03065298,21.72853071
219,219.0,21.50780233,22.02458475,21.70735157
220,220.0,21.49623542,22.0201802,21.68175087
221,221.0,21.50222494,22.01563305,21.66416669
222,222.0,21.45884824,22.01118731,21.6880995
223,223.0,21.44045558,22.00391977,21.6612157
224,224.0,21.42500403,21.99891287,21.62936967
225,225.0,21.44843318,21.99480791,21.62316876
226,226.0,21.43810718,21.99105238,21.61265494
227,227.0,21.40427422,21.98770495,21.62755239
228,228.0,21.36877378,21.98103584,21.60220987
229,229.0,21.41276512,21.97825625,21.57752303
230,230.0,21.49102777,21.9755917,21.61473682
231,231.0,21.37161428,21.96230003,21.58786318
232,232.0,21.35427203,21.95568581,21.57791992
233,233.0,21.33212554,21.95264227,21.56090576
234,234.0,21.36115218,21.95089087,21.55788087
235,235.0,21.33619636,21.94854021,21.55116489
236,236.0,21.30177807,21.94495742,21.53561822
237,237.0,21.36037526,21.94492792,21.523074100000002
238,238.0,21.37869842,21.94546275,21.52428221
239,239.0,21.38684738,21.94618969,21.52714878
240,240.0,21.39171003,21.94664101,21.53142682
241,241.0,21.39619502,21.94711319,21.53772031
242,242.0,21.40042671,21.94767217,21.54494299
243,243.0,21.40456456,21.94832842,21.55262162
244,244.0,21.40366024,21.94887706,21.57776203
245,245.0,21.35272002,21.94678006,21.56786779
246,246.0,21.40562955,21.94734661,21.57595166
247,247.0,21.36057205,21.94595206,21.572436899999996
248,248.0,21.40210342,21.94703656,21.57743579
249,249.0,21.41728572,21.94876092,21.58939583
250,250.0,21.42686972,21.95078894,21.60147151
251,251.0,21.43517239,21.95316143,21.6129673
252,252.0,21.45182805,21.95502438,21.63450254
253,253.0,21.40370804,21.95331835,21.62244717
254,254.0,21.42441764,21.95258631,21.61812167
255,255.0,21.38811869,21.95112357,21.60860829
256,256.0,21.49663417,21.94961773,21.61485991
257,257.0,21.32657172,21.94307488,21.59462784
258,258.0,21.36205281,21.94033102,21.58558207
259,259.0,21.37369219,21.93836167,21.57664034
260,260.0,21.32214555,21.93495965,21.56112437
261,261.0,21.36158898,21.933548899999998,21.56171129
262,262.0,21.31311843,21.93039929,21.55292356
263,263.0,21.29211065,21.9267143,21.53030756
264,264.0,21.28384232,21.92278039,21.51795972
265,265.0,21.32518518,21.92089914,21.50499528
266,266.0,21.33544607,21.91945261,21.50360269
267,267.0,21.348694899999998,21.91822897,21.5086417
268,268.0,21.32082645,21.9161998,21.50457003
269,269.0,21.32897084,21.91461211,21.50140389
270,270.0,21.32802825,21.913053,21.50045926
271,271.0,21.325920899999996,21.91144412,21.49943843
272,272.0,21.32315447,21.90976595,21.49818982
273,273.0,21.32011576,21.90801678,21.49672011
274,274.0,21.31691388,21.90620118,21.49508001
275,275.0,21.31359004,21.90432574,21.49331239
276,276.0,21.32369735,21.90251048,21.49481456
277,277.0,21.32125887,21.90026182,21.51024305
278,278.0,21.25659655,21.89641743,21.49517014
279,279.0,21.28535273,21.89466741,21.48240207
280,280.0,21.29122749,21.89313766,21.47983085
281,281.0,21.29283471,21.89181305,21.47907983
282,282.0,21.292333,21.89055226,21.47860828
283,283.0,21.36857511,21.88929599,21.4884181
284,284.0,21.28273418,21.88610723,21.49313948
285,285.0,21.23747342,21.88227259,21.48114008
286,286.0,21.26110627,21.88024165,21.46932072
287,287.0,21.26923042,21.87893297,21.46660463
288,288.0,21.26296646,21.881335399999998,21.49101069
289,289.0,21.22296701,21.88039461,21.47426726
290,290.0,21.27806652,21.88157612,21.46487559
291,291.0,21.36429842,21.882901500000003,21.49251429
292,292.0,21.22483246,21.87717152,21.47718343
293,293.0,21.29769147,21.87648218,21.48258163
294,294.0,21.24156766,21.87218483,21.48324139
295,295.0,21.20383965,21.86930597,21.47004189
296,296.0,21.2477201,21.86869852,21.45915534
297,297.0,21.26556027,21.86896551,21.46823806
298,298.0,21.23410249,21.867685,21.46251076
299,299.0,21.25880048,21.86739704,21.46034825
300,300.0,21.26629345,21.86767757,21.46216379
301,301.0,21.43365078,21.86802398,21.49466226
302,302.0,21.21355814,21.86274242,21.4925076
303,303.0,21.15989102,21.8580146,21.46873113
304,304.0,21.20399883,21.85693788,21.46287153
305,305.0,21.18190726,21.85459135,21.44888891
306,306.0,21.19953576,21.85439318,21.44209823
307,307.0,21.21535015,21.85411505,21.43692909
308,308.0,21.23583758,21.85425638,21.43111748
