,Unnamed: 0,t1,w1,w2,i,s,tout,t2,hsp,m0,csp0
76,76,26.999985717150196,37.351668637888906,36.37194623604705,381511.754608886,146.833333333333,16.1,15.4306669047843,21.0,22.8268005723366,27.0
77,77,26.999993434692307,37.429199003176585,36.3769559489132,381511.754608886,156.0,16.1,15.4301652756215,21.0,22.8268005723366,27.0
78,78,26.999991826153305,37.43481831006707,36.38142298632611,381511.754608886,161.58333333333334,16.1,15.4297020240324,21.0,22.8268005723366,27.0
79,79,26.999988170739094,37.41153949390873,36.3851220751589,381511.754608886,167.16666666666666,16.1,15.429294743756197,21.0,22.8268005723366,27.0
80,80,26.999981400038603,37.47761372097189,36.3882293210964,381511.754608886,172.75,16.1,15.4289300774017,21.0,22.8268005723366,27.0
81,81,26.999989256848888,37.34240316242977,36.390842941973645,381511.754608886,178.33333333333337,16.1,15.428597450111301,21.0,22.8268005723366,27.0
82,82,26.9999926219673,37.423096400136274,36.39315020321895,381511.754608886,183.91666666666663,16.1,15.428311783411301,21.0,22.8268005723366,27.0
83,83,26.999989219283105,37.52689800986883,36.395016797484494,381511.754608886,189.5,16.1,15.428042798526402,21.0,22.8268005723366,27.0
84,84,26.999982950844693,37.644366092547614,36.458347664353,385270.22014085297,195.08333333333331,16.15,15.390584573658302,21.0,22.8268005723366,27.0
85,85,27.000027786908003,37.648888001197406,36.501152664931496,385270.22014085297,200.66666666666663,16.2,15.3831788988816,21.0,22.8268005723366,27.0
86,86,27.000117552428303,37.73378906690362,36.535564873786605,385270.22014085297,206.25,16.25,15.381486850375197,21.0,22.8268005723366,27.0
87,87,27.0001103467111,37.632817912201425,36.56375446981715,385270.22014085297,211.83333333333331,16.3,15.3796354864447,21.0,22.8268005723366,27.0
88,88,27.000058859724803,37.74979303235345,36.59075317145475,385270.22014085297,217.41666666666663,16.35,15.377959453503802,21.0,22.8268005723366,27.0
89,89,26.893079677923,37.592390436690756,36.614751523394254,385270.22014085297,223.0,16.4,15.263775652018301,21.0,22.8268005723366,27.0
90,90,26.9898561999292,37.67477598646879,36.629212922088755,385270.22014085297,229.583333333333,16.45,15.3897539321913,21.0,22.8268005723366,27.0
91,91,26.998516916437396,37.70694958510281,36.65160432290861,385270.22014085297,236.166666666667,16.5,15.380891304811499,21.0,22.8268005723366,27.0
92,92,26.9768284381493,37.743860670864336,36.66883184023165,385270.22014085297,242.75,16.55,15.344225763001802,21.0,22.8268005723366,27.0
93,93,26.9963899473588,37.774943061052255,36.684643421276895,385270.22014085297,249.333333333333,16.6,15.372519222976699,21.0,22.8268005723366,27.0
94,94,26.9642688211274,37.63978240076467,36.69852147167255,385270.22014085297,255.916666666667,16.65,15.326374622046401,21.0,22.8268005723366,27.0
95,95,26.9978267262527,37.68396007579694,36.7113542526725,385270.22014085297,262.5,16.7,15.376361059926,21.0,22.8268005723366,27.0
96,96,26.999304558819194,37.76377795872824,36.723387115825794,385270.22014085297,269.08333333333303,16.7416666666667,15.364765183450501,21.0,22.8268005723366,27.0
97,97,26.940179374672493,37.77472287104096,36.7337694640011,385270.22014085297,275.66666666666697,16.783333333333303,15.2862075783672,21.0,22.8268005723366,27.0
98,98,26.9962126180945,37.87990901645652,36.74268379330685,385270.22014085297,282.25,16.825,15.376503672702599,21.0,22.8268005723366,27.0
99,99,26.9997270594343,37.814157817199224,36.752960067242455,385270.22014085297,288.83333333333303,16.8666666666667,15.3630801064155,21.0,22.8268005723366,27.0
100,100,26.9998999022262,37.77667119728453,36.7625834831621,385270.22014085297,295.41666666666697,16.908333333333303,15.361888021125699,21.0,22.8268005723366,27.0
101,101,26.9998086064149,37.87559271165368,36.77105419680835,385270.22014085297,302.0,16.95,15.3603553233192,21.0,22.8268005723366,27.0
102,102,26.999895898145102,37.73592097235381,36.7787049486242,385270.22014085297,306.91666666666697,16.9916666666667,15.358783333327501,21.0,22.8268005723366,27.0
103,103,26.999930761079398,37.78808396954957,36.78657880913975,385270.22014085297,311.83333333333303,17.033333333333303,15.357330711385698,21.0,22.8268005723366,27.0
104,104,26.999873820791997,37.818932834965956,36.794039978774855,385270.22014085297,316.75,17.075,15.355867275844501,21.0,22.8268005723366,27.0
105,105,26.9999331787035,37.74552651854936,36.8010449845483,385270.22014085297,321.66666666666697,17.1166666666667,15.3543941812258,21.0,22.8268005723366,27.0
106,106,26.999948122460104,37.796984724055186,36.808475446051396,385270.22014085297,326.58333333333303,17.158333333333303,15.3530414250928,21.0,22.8268005723366,27.0
107,107,26.999948344634905,37.83860367013131,36.81563416165066,385270.22014085297,331.5,17.2,15.351716138019302,21.0,22.8268005723366,27.0
108,108,26.9999533682248,37.75159479861312,36.8225313885034,385270.22014085297,336.41666666666697,17.25,15.350533951313501,21.0,22.8268005723366,27.0
109,109,26.999936788842692,37.81877326342393,36.82891345211554,385270.22014085297,341.33333333333303,17.3,15.349304453934,21.0,22.8268005723366,27.0
110,110,26.999951918410005,37.87768481172276,36.8343114205479,385270.22014085297,346.25,17.35,15.348113863549699,21.0,22.8268005723366,27.0
111,111,26.99991079609549,37.86650076321993,36.8391504162105,385270.22014085297,351.166666666667,17.4,15.346915187405903,21.0,22.8268005723366,27.0
112,112,26.999933230292395,38.00401045658799,36.84353500176185,385270.22014085297,356.083333333333,17.45,15.3457654170973,21.0,22.8268005723366,27.0
113,113,26.999909002253,38.05486865151745,36.84756987949596,385270.22014085297,361.0,17.5,15.3445812096947,21.0,22.8268005723366,27.0
114,114,26.999953579016108,37.9594203806618,36.85131561296295,385270.22014085297,367.083333333333,17.55,15.3433266309184,21.0,22.8268005723366,27.0
115,115,26.9999646836542,37.85788950224928,36.8548416723313,385270.22014085297,373.166666666667,17.6,15.3421032972612,21.0,22.8268005723366,27.0
116,116,26.9999616164259,37.973599542202074,36.85817811080345,385270.22014085297,379.25,17.65,15.340919257383804,21.0,22.8268005723366,27.0
117,117,26.999921493799896,37.95855782710754,36.86134524896456,385270.22014085297,385.333333333333,17.7,15.3396871675755,21.0,22.8268005723366,27.0
118,118,26.9999395056371,38.071960525019975,36.864355414699546,385270.22014085297,391.416666666667,17.75,15.3385046831577,21.0,22.8268005723366,27.0
119,119,26.9999703166518,37.874195270913134,36.8672542323142,385270.22014085297,397.5,17.8,15.3372593873115,21.0,22.8268005723366,27.0
120,120,27.000032873349,37.97869851105658,36.8700543745126,385270.22014085297,403.583333333333,17.841666666666697,15.3363713512567,21.0,22.8268005723366,27.0
121,121,27.000052864594608,37.82061270907777,36.872767099266746,385270.22014085297,409.666666666667,17.8833333333333,15.335513054676099,21.0,22.8268005723366,27.0
122,122,27.000034766561704,37.9031076428465,36.87539859378505,385270.22014085297,415.75,17.925,15.334760062374404,21.0,22.8268005723366,27.0
123,123,27.000044337398705,37.89464314349553,36.877943267060964,385270.22014085297,421.833333333333,17.966666666666697,15.3339682805866,21.0,22.8268005723366,27.0
124,124,27.0000908019664,37.92481435704794,36.88040650348345,385270.22014085297,427.916666666667,18.0083333333333,15.3332798833701,21.0,22.8268005723366,27.0
125,125,27.0000527862016,38.11079617037718,36.88279130107935,385270.22014085297,434.0,18.05,15.3325854968208,21.0,22.8268005723366,27.0
126,126,27.000066860068998,37.94201120475257,36.8851123229465,385270.22014085297,434.083333333333,18.091666666666697,15.331940898760099,21.0,22.8268005723366,27.0
127,127,27.000097103033294,37.922815317133924,36.887391802078454,385270.22014085297,434.166666666667,18.1333333333333,15.331282339839499,21.0,22.8268005723366,27.0
128,128,27.000071943445395,38.06332115497764,36.8896394671342,385270.22014085297,434.25,18.175,15.3305833681429,21.0,22.8268005723366,27.0
129,129,27.0000509765763,38.02793834049263,36.891848231069204,385270.22014085297,434.333333333333,18.216666666666697,15.329906809832304,21.0,22.8268005723366,27.0
130,130,27.000065567104503,38.21179866279041,36.89403555193781,385270.22014085297,434.416666666667,18.2583333333333,15.3292444757714,21.0,22.8268005723366,27.0
131,131,27.0000950791323,37.967896029257076,36.896213695591605,385270.22014085297,434.5,18.3,15.3285626415041,21.0,22.8268005723366,27.0
132,132,27.0000214992958,38.03717600401771,36.89600032523021,385270.22014085297,434.583333333333,18.3,15.327674175263699,21.0,22.8268005723366,27.0
133,133,27.000007663786306,38.10996801440234,36.8970021199566,385270.22014085297,434.666666666667,18.3,15.326791218645198,21.0,22.8268005723366,27.0
134,134,27.000000939244103,37.93583882970796,36.89823042119645,385270.22014085297,434.75,18.3,15.325908801642699,21.0,22.8268005723366,27.0
135,135,26.999999748353897,38.07286284382546,36.8995935018541,385270.22014085297,434.833333333333,18.3,15.3250256275266,21.0,22.8268005723366,27.0
136,136,26.9999985282648,38.13238087788852,36.90105158886735,385270.22014085297,434.916666666667,18.3,15.324168182560804,21.0,22.8268005723366,27.0
137,137,26.9999962706576,38.02819890935075,36.902587629554645,385270.22014085297,435.0,18.3,15.323321209330402,21.0,22.8268005723366,27.0
138,138,26.9999982343186,38.179837426923314,36.90418737606355,385270.22014085297,437.4999999999997,18.3,15.3224765408551,21.0,22.8268005723366,27.0
139,139,26.9999975390554,38.07776544158396,36.905848381428,385270.22014085297,440.0000000000003,18.3,15.3216266070767,21.0,22.8268005723366,27.0
140,140,26.999996056592398,38.0595723454945,36.907560441456454,385270.22014085297,442.5,18.3,15.320767870504401,21.0,22.8268005723366,27.0
141,141,26.999998194571504,37.97453708432258,36.90931192673296,385270.22014085297,444.9999999999997,18.3,15.3199127653775,21.0,22.8268005723366,27.0
142,142,26.999999583333203,37.91467176965779,36.911086868000055,385270.22014085297,447.5000000000003,18.3,15.3190725339187,21.0,22.8268005723366,27.0
143,143,26.999996740776602,38.070490076946996,36.9128556789739,385270.22014085297,450.0,18.3,15.318280872044001,21.0,22.8268005723366,27.0
144,144,26.9999702507137,38.093303204697406,36.916995457636645,385270.22014085297,452.4999999999997,18.35,15.3174456114485,21.0,22.8268005723366,27.0
145,145,26.999968879994697,38.21798067717192,36.91988731655895,385270.22014085297,455.0000000000003,18.4,15.3166158217803,21.0,22.8268005723366,27.0
146,146,26.9999549994421,38.1423795906573,36.922536634388855,385270.22014085297,457.5,18.45,15.315754957844401,21.0,22.8268005723366,27.0
147,147,26.999964965829506,38.2643876161061,36.9250416535104,385270.22014085297,459.9999999999997,18.5,15.3148721893183,21.0,22.8268005723366,27.0
148,148,26.999954007818697,38.201794643280564,36.9274457029654,385270.22014085297,462.5000000000003,18.55,15.3139426034625,21.0,22.8268005723366,27.0
149,149,26.999933093215198,38.18357055102318,36.92977223780196,385270.22014085297,465.0,18.6,15.3129776326476,21.0,22.8268005723366,27.0
150,150,26.9999513352222,38.19610018403184,36.932039376224594,385270.22014085297,460.916666666667,18.65,15.312014199396,21.0,22.8268005723366,27.0
151,151,26.999965983893198,38.07475739202424,36.9342626663384,385270.22014085297,456.833333333333,18.7,15.3110362534094,21.0,22.8268005723366,27.0
152,152,26.9999831038346,37.969699085239526,36.936436883045246,385270.22014085297,452.75,18.75,15.310024835820998,21.0,22.8268005723366,27.0
153,153,26.999985563193608,38.28025678230711,36.93854876281035,385270.22014085297,448.666666666667,18.8,15.3090968811383,21.0,22.8268005723366,27.0
154,154,26.999964538622198,38.204070835948045,36.940593668128145,385270.22014085297,444.583333333333,18.85,15.3082480095158,21.0,22.8268005723366,27.0
155,155,26.99997939706649,38.19476155673953,36.94258724392425,385270.22014085297,440.5,18.9,15.307366448708699,21.0,22.8268005723366,27.0
156,156,27.0000418533773,38.1978604218238,36.9445543195015,385270.22014085297,436.416666666667,18.8083333333333,15.3068431793434,21.0,22.8268005723366,27.0
157,157,27.000091981504895,38.297960340571024,36.94650485374726,385270.22014085297,432.333333333333,18.716666666666697,15.3063712093734,21.0,22.8268005723366,27.0
158,158,27.000059781298102,38.16808048827278,36.94844178682365,385270.22014085297,428.25,18.625,15.306008687677698,21.0,22.8268005723366,27.0
159,159,27.000078233930306,38.30117659608813,36.9503697085332,385270.22014085297,424.166666666667,18.533333333333303,15.3054927077396,21.0,22.8268005723366,27.0
160,160,27.000115862781406,38.28407282241864,36.952292568501946,385270.22014085297,420.083333333333,18.4416666666667,15.3050664460411,21.0,22.8268005723366,27.0
161,161,27.000093117609104,38.259264945631365,36.95421336244015,385270.22014085297,416.0,18.35,15.3046206218414,21.0,22.8268005723366,27.0
162,162,27.0000516165348,38.27220278503708,36.956135880643146,385270.22014085297,414.16666666666634,18.2583333333333,15.304302157404196,21.0,22.8268005723366,27.0
163,163,27.000047140853802,38.18418357472442,36.958054216072654,385270.22014085297,412.33333333333366,18.1666666666667,15.303888618861198,21.0,22.8268005723366,27.0
164,164,27.0001143638348,38.32414100766356,36.95996011419335,385270.22014085297,410.5,18.075,15.303414286623301,21.0,22.8268005723366,27.0
165,165,27.0000988183245,38.24338907962451,36.961843939862106,385270.22014085297,408.66666666666634,17.983333333333302,15.303002932551301,21.0,22.8268005723366,27.0
166,166,27.0001926044043,38.02192661070726,36.96370435419135,385270.22014085297,406.83333333333366,17.891666666666698,15.302679084253302,21.0,22.8268005723366,27.0
167,167,27.0001123838764,38.050172958578784,36.96553570612315,385270.22014085297,405.0,17.8,15.3022967940942,21.0,22.8268005723366,27.0
168,168,27.000010345729603,38.31344837647053,36.96730753608645,385270.22014085297,403.16666666666634,17.8,15.3018445723912,21.0,22.8268005723366,27.0
169,169,27.000004216756807,38.43823815630863,36.969017822771896,385270.22014085297,401.33333333333366,17.8,15.3012230186621,21.0,22.8268005723366,27.0
170,170,27.000000905377,38.45583344772969,36.970693991762545,385270.22014085297,399.5,17.8,15.300623159662,21.0,22.8268005723366,27.0
171,171,26.999999059312,38.35852963324067,36.9723729767462,385270.22014085297,397.66666666666634,17.8,15.2999639744713,21.0,22.8268005723366,27.0
172,172,26.999998802119396,38.41058983359478,36.974068259578,385270.22014085297,395.83333333333366,17.8,15.2992357090464,21.0,22.8268005723366,27.0
173,173,26.9999977676349,38.24236869237875,36.9757894377634,385270.22014085297,394.0,17.8,15.2984586999766,21.0,22.8268005723366,27.0
174,174,26.999998310810298,38.240743619131216,36.977523606288756,385270.22014085297,375.5,17.8,15.2976651952367,21.0,22.8268005723366,27.0
175,175,26.999999797345506,38.437270453055994,36.979259754921706,385270.22014085297,357.0,17.8,15.296885811917699,21.0,22.8268005723366,27.0
176,176,26.999997878704505,38.39855645119611,36.980983823139546,385270.22014085297,338.5,17.8,15.2961428383498,21.0,22.8268005723366,27.0
177,177,26.999996214522,38.47616965479824,36.9827021893011,385270.22014085297,320.0,17.8,15.295401765727696,21.0,22.8268005723366,27.0
178,178,26.999998374070397,38.280792903635565,36.984424797580644,385270.22014085297,301.5,17.8,15.294647154591699,21.0,22.8268005723366,27.0
179,179,26.9999976081962,38.333943841064375,36.98616077378635,385270.22014085297,283.0,17.8,15.293872492427,21.0,22.8268005723366,27.0
180,180,27.0000462566192,38.30399531183771,36.987884845775795,385270.22014085297,264.5,17.658333333333303,15.293363135412399,21.0,22.8268005723366,27.0
181,181,27.000072447508696,38.3806445359758,36.9895970464558,385270.22014085297,246.0,17.516666666666698,15.2928960574508,21.0,22.8268005723366,27.0
182,182,27.000112447115196,38.28867252512777,36.99129613874445,385270.22014085297,227.5,17.375,15.2925351031042,21.0,22.8268005723366,27.0
183,183,27.000093418673,38.21863346728699,36.99298063682255,385270.22014085297,209.0,17.233333333333302,15.292196456477999,21.0,22.8268005723366,27.0
184,184,27.0001292711658,38.0707802809368,36.9946395167963,385270.22014085297,190.5,17.091666666666697,15.2919398650198,21.0,22.8268005723366,27.0
185,185,27.000074240476394,38.37191356720369,36.996252969473204,385270.22014085297,172.0,16.95,15.2918518396085,21.0,22.8268005723366,27.0
186,186,27.000177024839505,38.09799992835679,36.9978077857893,385270.22014085297,169.24999999999966,16.8083333333333,15.2916563425354,21.0,22.8268005723366,27.0
187,187,26.977013651194,38.21857188226697,36.999315349068546,385270.22014085297,166.50000000000034,16.6666666666667,15.2625547554388,21.0,22.8268005723366,27.0
188,188,26.9965087222552,38.07666418263296,37.000740709181045,385270.22014085297,163.75,16.525,15.2925481519997,21.0,22.8268005723366,27.0
189,189,26.9998957349089,38.16688324411854,37.002070659651054,385270.22014085297,160.99999999999966,16.3833333333333,15.292995400376599,21.0,22.8268005723366,27.0
190,190,27.0001935039878,38.29482778926248,37.00344395303139,385270.22014085297,158.25000000000034,16.2416666666667,15.291915847465901,21.0,22.8268005723366,27.0
191,191,27.000174427732897,38.36070964379508,37.00472574027975,385270.22014085297,155.5,16.1,15.2918198971575,21.0,22.8268005723366,27.0
192,192,27.000135828656898,38.19433962258922,36.96416136440895,382764.576452875,152.74999999999966,16.0583333333333,15.3168078253446,21.0,22.8268005723366,27.0
193,193,27.000201606693306,37.99937877640571,36.9367446310727,382764.576452875,150.00000000000034,16.016666666666698,15.321736619147,21.0,22.8268005723366,27.0
194,194,27.000095922311,38.25654005408994,36.916318545951746,382764.576452875,147.25,15.975,15.3227374796333,21.0,22.8268005723366,27.0
195,195,27.0001584733492,38.04165576931261,36.8975637549631,382764.576452875,144.49999999999966,15.933333333333302,15.3239093949421,21.0,22.8268005723366,27.0
196,196,27.0000862846191,38.066194971780035,36.8817566690537,382764.576452875,141.75000000000034,15.891666666666698,15.3248689472811,21.0,22.8268005723366,27.0
197,197,27.000043043843398,38.24082232170301,36.8673129292192,382764.576452875,139.0,15.85,15.3259110715908,21.0,22.8268005723366,27.0
